t,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,S
0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.857143
0.1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.840044
0.2000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823040
0.3000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.806140
0.4000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.789352
0.5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.772687
0.6000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.756154
0.7000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739762
0.8000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.723521
0.9000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707441
1.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.691531
1.1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.675798
1.2000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.660253
1.3000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644903
1.4000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629757
1.5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.614821
1.6000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600103
1.7000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585609
1.8000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571344
1.9000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.557316
2.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.543527
2.1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529984
2.2000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.516688
2.3000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.503644
2.4000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490854
2.5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.478320
2.6000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466044
2.7000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.454027
2.8000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.442268
2.9000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.430768
3.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.419527
