"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"39","210.50665398102456","122.65213637987401","0.010009765625","0.01416015625","0.005859375","2180","0.00020465633753803878","32","0.00020465633753803878","0","0.00020465633753803878","0.00020465633753803878","53:0.0014673563997247008;33:0.006099098314046009","53:68;33:68","53:0.0013688009339686003;33:0.0015480732488515336","0.010009765625","0.033203125","Yes"
"40","179.9269706319673","33.41779822378663","0.00390625","0.00341796875","0.00439453125","2180","0.00045940902346002844","32","0.00045940902346002844","0","0.00045940902346002844","0.00045940902346002844","41:0.003864599587352968","41:68","41:0.0030145996341154058","0.00390625","0.0322265625","Yes"
"41","293.7896532588828","19.28637136116196","0.048583984375","0.09130859375","0.005859375","2180","0.000401091152008737","32","0.000401091152008737","0","0.000401091152008737","0.000401091152008737","40:0.003864599587352968;42:0.007205218183010731;36:0.0031857691049361203","40:68;42:68;36:68","40:0.0030145996341154058;42:0.003435376726122069;36:0.002466920041163556","0.048583984375","0.0087890625","Yes"
"42","312.53536806202646","63.60759346554051","0.005615234375","0.00927734375","0.001953125","2180","0.0003179994853766422","32","0.0003179994853766422","0","0.0003179994853766422","0.0003179994853766422","41:0.007205218183010731;43:0.0037773194517824737","41:68;43:68","41:0.003435376726122069;43:0.003067966244628434","0.005615234375","0.00439453125","Yes"
"43","172.95961600993604","25.19434426469372","0.009033203125","0.01318359375","0.0048828125","2180","0.0005774993736371927","32","0.0005774993736371927","0","0.0005774993736371927","0.0005774993736371927","42:0.0037773194517824737;56:0.0032501754462029575;44:0.002727549223352027","42:68;56:68;44:68","42:0.003067966244628434;56:0.0030628327028015545;44:0.0029416556791058424","0.009033203125","0.00830078125","Yes"
"44","208.86929499666698","177.05473319386957","0.004150390625","0.0068359375","0.00146484375","2180","0.00020375360472818144","32","0.00020375360472818144","0","0.00020375360472818144","0.00020375360472818144","45:0.0013798487290586914;43:0.002727549223352027","45:68;43:68","45:0.0014417593369221715;43:0.0029416556791058424","0.004150390625","0.002685546875","Yes"
"45","162.33515073105954","112.32603716498443","0.00439453125","0.00732421875","0.00146484375","2180","0.0003233858622623698","32","0.0003233858622623698","0","0.0003233858622623698","0.0003233858622623698","44:0.0013798487290586914;46:0.0014729808918778065;37:0.002417893878434718","44:68;46:68;37:68","44:0.0014417593369221715;46:0.0016828428655293326;37:0.0026791335037842923","0.00439453125","0.003173828125","Yes"
"46","113.72151115568992","66.70048864038198","0.00927734375","0.01318359375","0.00537109375","2180","0.00030526061447932096","32","0.00030526061447932096","0","0.00030526061447932096","0.00030526061447932096","45:0.0014729808918778065;47:0.0013043305208077227","45:68;47:68","45:0.0016828428655293326;47:0.0017323739634469149","0.00927734375","0.00634765625","Yes"
"47","221.3199879336101","212.244079729811","0.00390625","0.00634765625","0.00146484375","2180","0.0004857738684332372","32","0.0004857738684332372","0","0.0004857738684332372","0.0004857738684332372","48:0.002798221445432403;57:0.002016196788917596;46:0.0013043305208077227","48:68;57:68;46:68","48:0.0021128515984862595;57:0.0016869210869792928;46:0.0017323739634469149","0.00390625","0.003173828125","Yes"
"48","224.73620533055092","18.11142111997595","0.007568359375","0.00830078125","0.0068359375","2180","0.00030732199645409404","32","0.00030732199645409404","0","0.00030732199645409404","0.00030732199645409404","47:0.002798221445432403;49:0.0020891783677592923","47:68;49:68","47:0.0021128515984862595;49:0.0018137525713946556","0.007568359375","0.025390625","Yes"
"49","233.37769818497708","96.96520990185776","0.005126953125","0.00732421875","0.0029296875","2180","0.00030869558437937594","32","0.00030869558437937594","0","0.00030869558437937594","0.00030869558437937594","48:0.0020891783677592923;50:0.002672353998920962;38:0.0018217666130030674","48:68;50:68;38:68","48:0.0018137525713946556;50:0.0019087380919054209;38:0.00159345622698287","0.005126953125","0.00634765625","Yes"
"50","315.0032498451886","188.77103316217753","0.001708984375","0.00341796875","0","2180","0.00017033948493045146","32","0.00017033948493045146","0","0.00017033948493045146","0.00017033948493045146","49:0.002672353998920962;51:0.0016481154765784212","49:68;51:68","49:0.0019087380919054209;51:0.001132726427958558","0.001708984375","0.00927734375","Yes"
"51","302.49860237430335","83.85271567668507","0.03271484375","0.02001953125","0.04541015625","2180","0.00017222172030331197","32","0.00017222172030331197","0","0.00017222172030331197","0.00017222172030331197","50:0.0016481154765784212;52:0.002206708485999631;58:0.002077694869013963","50:68;52:68;58:68","50:0.001132726427958558;52:0.0017914740154724162;58:0.0017692716563278144","0.03271484375","0.0439453125","Yes"
"52","275.7933881370011","52.560637648615945","0.017333984375","0.021484375","0.01318359375","2180","0.00037819275189928585","32","0.00037819275189928585","0","0.00037819275189928585","0.00037819275189928585","51:0.002206708485999631;53:0.001965666245623804","51:68;53:68","51:0.0017914740154724162;53:0.001400001913112181","0.017333984375","0.033447265625","Yes"
"53","342.973633347518","43.98021156627764","0.009521484375","0.01416015625","0.0048828125","2180","0.00014034885456264332","32","0.00014034885456264332","0","0.00014034885456264332","0.00014034885456264332","39:0.0014673563997247008;52:0.001965666245623804;54:0.0010497399850618871","39:68;52:68;54:68","39:0.0013688009339686003;52:0.001400001913112181;54:0.001225774366227672","0.009521484375","0.003662109375","Yes"
"54","216.48464806627933","141.34226594014507","0.0322265625","0.02783203125","0.03662109375","2180","0.00026196542900650184","32","0.00026196542900650184","0","0.00026196542900650184","0.00026196542900650184","53:0.0010497399850618871;55:0.00211897414632356","53:68;55:68","53:0.001225774366227672;55:0.0015387410142666813","0.0322265625","0.029296875","Yes"
"55","206.7302079990354","68.74527192940242","0.0087890625","0.01171875","0.005859375","2180","0.00016295647197711057","32","0.00016295647197711057","0","0.00016295647197711057","0.00016295647197711057","59:0.0015662838187991135;54:0.00211897414632356","59:68;54:68","59:0.0011310857359005944;54:0.0015387410142666813","0.0087890625","0.0068359375","Yes"
"56","293.54688080366384","37.50134331991822","0.00927734375","0.013671875","0.0048828125","2180","0.0002930611887272597","32","0.0002930611887272597","0","0.0002930611887272597","0.0002930611887272597","63:0.002629066566514987;43:0.0032501754462029575","63:68;43:68","63:0.0025574996040563236;43:0.0030628327028015545","0.00927734375","0.0107421875","Yes"
"57","249.16960594351664","260.99701652012914","0.00634765625","0.01220703125","0.00048828125","2180","0.0002620474696665258","32","0.0002620474696665258","0","0.0002620474696665258","0.0002620474696665258","47:0.002016196788917596;67:0.0030576971975882217","47:68;67:68","47:0.0016869210869792928;67:0.0015610759752341385","0.00634765625","0.004638671875","Yes"
"58","153.57843449083322","87.99636452160249","0.012451171875","0.00732421875","0.017578125","2180","0.00020855526726657375","32","0.00020855526726657375","0","0.00020855526726657375","0.00020855526726657375","71:0.0011593858057538098;51:0.002077694869013963","71:68;51:68","71:0.0012088900472937703;51:0.0017692716563278144","0.012451171875","0.010009765625","Yes"
