"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"72","199.20994116384296","112.06451484089683","0.01025390625","0.0126953125","0.0078125","2180","0.00018352863459540047","32","0.00018352863459540047","0","0.00018352863459540047","0.00018352863459540047","73:0.0019470448360475734;71:0.001310912800251307","73:68;71:68","73:0.0014097389566617158;71:0.0010970918963531529","0.01025390625","0.02490234375","Yes"
"73","223.189359202422","167.47991079501477","0.02392578125","0.02197265625","0.02587890625","2180","0.0002802758228458802","32","0.0002802758228458802","0","0.0002802758228458802","0.0002802758228458802","72:0.0019470448360475734;74:0.0012741146837108308;79:0.001374578445346497","72:68;74:68;79:68","72:0.0014097389566617158;74:0.001157120280329882;79:0.0014123039543190719","0.02392578125","0.017578125","Yes"
"74","266.0268636602831","163.63307566723458","0.0048828125","0.00830078125","0.00146484375","2180","0.0001873062200861124","32","0.0001873062200861124","0","0.0001873062200861124","0.0001873062200861124","73:0.0012741146837108308;75:0.001994878648804821","73:68;75:68","73:0.001157120280329882;75:0.0016279176594163058","0.0048828125","0.00439453125","Yes"
"75","340.3017451720265","109.24059392504311","0.03662109375","0.02783203125","0.04541015625","2180","0.00013848901961950068","32","0.00013848901961950068","0","0.00013848901961950068","0.00013848901961950068","59:0.0012877337988921045;74:0.001994878648804821","59:68;74:68","59:0.0010916297066914937;74:0.0016279176594163058","0.03662109375","0.076904296875","Yes"
"76","204.93379212302068","44.71147802755086","0.005615234375","0.00927734375","0.001953125","2180","0.00041560301773499637","32","0.00041560301773499637","0","0.00041560301773499637","0.00041560301773499637","81:0.0021855398966477146;61:0.0029711377143395445","81:68;61:68","81:0.00235898415650182;61:0.0029167598005266637","0.005615234375","0.00732421875","Yes"
"77","230.96382780855046","171.95965431687364","0.004150390625","0.00732421875","0.0009765625","2180","0.00016247033753331725","32","0.00016247033753331725","0","0.00016247033753331725","0.00016247033753331725","85:0.005324307873232015;65:0.0014331589832591862","85:68;65:68","85:0.004253984460842214;65:0.0013259490406185293","0.004150390625","0.0029296875","Yes"
"78","243.04320828105872","28.589548581561406","0.0302734375","0.029296875","0.03125","2180","0.00023213841071601847","32","0.00023213841071601847","0","0.00023213841071601847","0.00023213841071601847","69:0.0023594606063667145;89:0.0019004519132451159","69:68;89:68","69:0.003239227853800597;89:0.002033682748331933","0.0302734375","0.027587890625","Yes"
"79","251.15153310128036","69.773420291819","0.00732421875","0.0107421875","0.00390625","2180","0.00014876559918741445","32","0.00014876559918741445","0","0.00014876559918741445","0.00014876559918741445","93:0.0011478682610106261;73:0.001374578445346497","93:68;73:68","93:0.0010584714849123655;73:0.0014123039543190719","0.00732421875","0.00537109375","Yes"
"80","275.34771379312673","302.2303982144814","0.004638671875","0.0078125","0.00146484375","2180","0.0002506312618288996","32","0.0002506312618288996","0","0.0002506312618288996","0.0002506312618288996","81:0.001407511572551562","81:68","81:0.0012097350148640162","0.004638671875","0.12646484375","Yes"
"81","314.3327917877263","307.89232253297973","0.017578125","0.01904296875","0.01611328125","2180","0.0002205101002079425","32","0.0002205101002079425","0","0.0002205101002079425","0.0002205101002079425","80:0.001407511572551562;82:0.0011108889997541727;76:0.0021855398966477146","80:68;82:68;76:68","80:0.0012097350148640162;82:0.0012750523737049824;76:0.00235898415650182","0.017578125","0.02392578125","Yes"
"82","345.81922353176714","332.252245394562","0.005126953125","0.0087890625","0.00146484375","2180","0.00012240138076898861","32","0.00012240138076898861","0","0.00012240138076898861","0.00012240138076898861","81:0.0011108889997541727;83:0.0010272958286894618","81:68;83:68","81:0.0012750523737049824;83:0.0007713612140664294","0.005126953125","0.0419921875","Yes"
"83","314.015554083124","151.5715155378525","0.011474609375","0.00830078125","0.0146484375","2180","0.000255088115014481","32","0.000255088115014481","0","0.000255088115014481","0.000255088115014481","96:0.0011120416561561652;82:0.0010272958286894618;84:0.0023545462125822147","96:68;82:68;84:68","96:0.001299578916621108;82:0.0007713612140664294;84:0.0019321570144657796","0.011474609375","0.028564453125","Yes"
"84","206.27542023490733","58.63583192006802","0.003662109375","0.005859375","0.00146484375","2180","0.0006451217252648403","32","0.0006451217252648403","0","0.0006451217252648403","0.0006451217252648403","83:0.0023545462125822147;85:0.030892595833615255","83:68;85:68","83:0.0019321570144657796;85:0.04291541705087129","0.003662109375","0.005615234375","Yes"
"85","238.80533217335326","122.9962425661966","0.0166015625","0.013671875","0.01953125","2180","0.0005511618937154232","32","0.0005511618937154232","0","0.0005511618937154232","0.0005511618937154232","77:0.005324307873232015;86:0.008602689681006387;84:0.030892595833615255","77:68;86:68;84:68","77:0.004253984460842214;86:0.005207147818419494;84:0.04291541705087129","0.0166015625","0.327392578125","Yes"
"86","164.13917029165663","21.521091427610884","0.011474609375","0.0146484375","0.00830078125","2180","0.000263495881731761","32","0.000263495881731761","0","0.000263495881731761","0.000263495881731761","85:0.008602689681006387;87:0.00522074698794997","85:68;87:68","85:0.005207147818419494;87:0.0038590315840672795","0.011474609375","0.003173828125","Yes"
"87","107.40897388198358","55.5015320822309","0.0068359375","0.009765625","0.00390625","2180","0.0002753844073772344","32","0.0002753844073772344","0","0.0002753844073772344","0.0002753844073772344","86:0.00522074698794997;88:0.0038326663180392184;97:0.001726179756816465","86:68;88:68;97:68","86:0.0038590315840672795;88:0.0028735671214691894;97:0.0020027137318974764","0.0068359375","0.015625","Yes"
"88","309.66555177965637","16.12093681057246","0.005126953125","0.00634765625","0.00390625","2180","0.00023992407062381377","32","0.00023992407062381377","0","0.00023992407062381377","0.00023992407062381377","87:0.0038326663180392184;89:0.0017636773247897142","87:68;89:68","87:0.0028735671214691894;89:0.0014215981375380327","0.005126953125","0.07275390625","Yes"
"89","195.87448539183458","145.880786183399","0.002685546875","0.00537109375","0","2180","0.00021288660364380605","32","0.00021288660364380605","0","0.00021288660364380605","0.00021288660364380605","90:0.00125598351816264;88:0.0017636773247897142;78:0.0019004519132451159","90:68;88:68;78:68","90:0.0014555892395540226;88:0.0014215981375380327;78:0.002033682748331933","0.002685546875","0.002197265625","Yes"
"90","197.34111742693298","114.92928523413704","0.00634765625","0.0107421875","0.001953125","2180","0.00020583783078269847","32","0.00020583783078269847","0","0.00020583783078269847","0.00020583783078269847","89:0.00125598351816264;91:0.0018646815389138094","89:68;91:68","89:0.0014555892395540226;91:0.002181127851065584","0.00634765625","0.00537109375","Yes"
"91","189.0920042787836","99.23161660386857","0.009033203125","0.01708984375","0.0009765625","2180","0.0001766992559427056","32","0.0001766992559427056","0","0.0001766992559427056","0.0001766992559427056","98:0.0014625546820402346;90:0.0018646815389138094;92:0.002769140044118573","98:68;90:68;92:68","98:0.002173590431177097;90:0.002181127851065584;92:0.0018686446000698853","0.009033203125","0.00244140625","Yes"
"92","111.42422916914869","98.77422469111995","0.01806640625","0.02490234375","0.01123046875","2180","0.00030557700761359787","32","0.00030557700761359787","0","0.00030557700761359787","0.00030557700761359787","91:0.002769140044118573;93:0.0021256836775556676","91:68;93:68","91:0.0018686446000698853;93:0.001436475116941588","0.01806640625","0.073486328125","Yes"
"93","361.83483790264256","130.93995794660086","0.003662109375","0.005859375","0.00146484375","2180","0.001356999617548979","32","0.001356999617548979","0","0.001356999617548979","0.001356999617548979","94:0.0015367728491768595;79:0.0011478682610106261;92:0.0021256836775556676","94:68;79:68;92:68","94:0.0012668003790100024;79:0.0010584714849123655;92:0.001436475116941588","0.003662109375","0.0048828125","Yes"
"94","312.12830060384476","218.51085216969477","0.010009765625","0.01220703125","0.0078125","2180","0.00011591341641787344","32","0.00011591341641787344","0","0.00011591341641787344","0.00011591341641787344","93:0.0015367728491768595;95:0.0016051050242663067","93:68;95:68","93:0.0012668003790100024;95:0.0012057669311534847","0.010009765625","0.0078125","Yes"
"95","363.9121296053177","366.97331174241504","0.009521484375","0.01708984375","0.001953125","2180","0.00017181927649357183","32","0.00017181927649357183","0","0.00017181927649357183","0.00017181927649357183","99:0.0046411030062214476;94:0.0016051050242663067","99:68;94:68","99:0.002096117112064755;94:0.0012057669311534847","0.009521484375","0.002685546875","Yes"
"96","213.5312897448111","142.01282152448417","0.00537109375","0.0068359375","0.00390625","2180","0.00011757157652350811","32","0.00011757157652350811","0","0.00011757157652350811","0.00011757157652350811","83:0.0011120416561561652;103:0.0011142585246910752","83:68;103:68","83:0.001299578916621108;103:0.0011808199659218144","0.00537109375","0.052734375","Yes"
"97","299.2123538522447","79.422306566379","0.026123046875","0.02197265625","0.0302734375","2180","0.00010629011961493181","32","0.00010629011961493181","0","0.00010629011961493181","0.00010629011961493181","87:0.001726179756816465;107:0.0014593072291983478","87:68;107:68","87:0.0020027137318974764;107:0.0016089794429682558","0.026123046875","0.02587890625","Yes"
"98","257.05081868467585","64.45585735726199","0.007568359375","0.0107421875","0.00439453125","2180","0.00023969103566986132","32","0.00023969103566986132","0","0.00023969103566986132","0.00023969103566986132","91:0.0014625546820402346;111:0.0026160808610135033","91:68;111:68","91:0.002173590431177097;111:0.0014442749162776602","0.007568359375","0.0146484375","Yes"
"99","76.88182670263826","146.73875442910006","0.028564453125","0.02880859375","0.0283203125","2180","0.00251278319761403","32","0.00251278319761403","0","0.00251278319761403","0.00251278319761403","115:0.007143988972039161;95:0.0046411030062214476","115:68;95:68","115:0.030043528954342452;95:0.002096117112064755","0.028564453125","0.043701171875","Yes"
"100","179.11739191342105","138.63842760415332","0.006591796875","0.0078125","0.00537109375","2180","0.00028749656423889344","32","0.00028749656423889344","0","0.00028749656423889344","0.00028749656423889344","101:0.00152919668562293","101:68","101:0.0014654659372701218","0.006591796875","0.016845703125","Yes"
"101","236.39952965115498","177.52745218411235","0.005859375","0.00927734375","0.00244140625","2180","0.00016010281513399212","32","0.00016010281513399212","0","0.00016010281513399212","0.00016010281513399212","100:0.00152919668562293;116:0.0009726873574366912;102:0.0010950362694024107","100:68;116:68;102:68","100:0.0014654659372701218;116:0.001107387902918644;102:0.0011645264955620627","0.005859375","0.01953125","Yes"
"102","299.59641848576723","219.4995506948885","0.006103515625","0.01025390625","0.001953125","2180","0.00023543273306149705","32","0.00023543273306149705","0","0.00023543273306149705","0.00023543273306149705","101:0.0010950362694024107;103:0.0016382863197614561","101:68;103:68","101:0.0011645264955620627;103:0.001075213648623674","0.006103515625","0.015625","Yes"
"103","316.3835911081222","98.95646869265522","0.012939453125","0.013671875","0.01220703125","2180","0.0001634153878001184","32","0.0001634153878001184","0","0.0001634153878001184","0.0001634153878001184","104:0.002116917922106165;96:0.0011142585246910752;102:0.0016382863197614561","104:68;96:68;102:68","104:0.0014415019898533499;96:0.0011808199659218144;102:0.001075213648623674","0.012939453125","0.015869140625","Yes"
"104","236.7122520683654","311.85549805623475","0.005859375","0.01025390625","0.00146484375","2180","0.00047154517647721145","32","0.00047154517647721145","0","0.00047154517647721145","0.00047154517647721145","103:0.002116917922106165;105:0.0014313922241425137","103:68;105:68","103:0.0014415019898533499;105:0.0013609456592189317","0.005859375","0.007568359375","Yes"
"105","208.9861429342892","184.85365519039183","0.01025390625","0.0087890625","0.01171875","2180","0.0002373058638264424","32","0.0002373058638264424","0","0.0002373058638264424","0.0002373058638264424","104:0.0014313922241425137;106:0.0016020351645809339;117:0.000989642267084534","104:68;106:68;117:68","104:0.0013609456592189317;106:0.0015576315024229959;117:0.0012531126454514985","0.01025390625","0.009033203125","Yes"
"106","141.54911410182294","170.6567248851812","0.006103515625","0.00830078125","0.00390625","2180","0.000288712034712268","32","0.000288712034712268","0","0.000288712034712268","0.000288712034712268","107:0.0017224356377671668;105:0.0016020351645809339","107:68;105:68","107:0.0015045886640969452;105:0.0015576315024229959","0.006103515625","0.00390625","Yes"
"107","224.73980348092886","206.70123887427258","0.0029296875","0.00537109375","0.00048828125","2180","0.00016841650371584327","32","0.00016841650371584327","0","0.00016841650371584327","0.00016841650371584327","106:0.0017224356377671668;108:0.001779634452283907;97:0.0014593072291983478","106:68;108:68;97:68","106:0.0015045886640969452;108:0.0016103620543058417;97:0.0016089794429682558","0.0029296875","0.00439453125","Yes"
"108","206.8530943661222","159.80974149603435","0.025146484375","0.01953125","0.03076171875","2180","0.0003117236163598158","32","0.0003117236163598158","0","0.0003117236163598158","0.0003117236163598158","107:0.001779634452283907;109:0.0019847725956219364","107:68;109:68","107:0.0016103620543058417;109:0.0012508961528551188","0.025146484375","0.0322265625","Yes"
"109","241.06819684790145","237.78227405906617","0.001708984375","0.0029296875","0.00048828125","2180","0.000184436601575242","32","0.000184436601575242","0","0.000184436601575242","0.000184436601575242","108:0.0019847725956219364;110:0.0024937640825985208;118:0.0028287098597882254","108:68;110:68;118:68","108:0.0012508961528551188;110:0.0019445042950903824;118:0.002385500385613165","0.001708984375","0.00244140625","Yes"
"110","238.89381276022874","130.7227138462894","0.00634765625","0.01123046875","0.00146484375","2180","0.00027074756062451854","32","0.00027074756062451854","0","0.00027074756062451854","0.00027074756062451854","109:0.0024937640825985208;111:0.002553688939348292","109:68;111:68","109:0.0019445042950903824;111:0.0021208390041966008","0.00634765625","0.018798828125","Yes"
"111","337.97695558020797","184.76011805623838","0.010498046875","0.0078125","0.01318359375","2180","0.000257579584643738","32","0.000257579584643738","0","0.000257579584643738","0.000257579584643738","112:0.14878596111382986;110:0.002553688939348292;98:0.0026160808610135033","112:68;110:68;98:68","110:0.0021208390041966008;98:0.0014442749162776602","0.010498046875","0.029541015625","Yes"
"112","256.46036405218723","268.5959573185489","0.06396484375","0.09521484375","0.03271484375","2180","","32","","0","","","111:0.14878596111382986","111:68;113:68","","0.06396484375","0.071533203125","Yes"
"113","165.3681772206799","36.85228239080251","0.188720703125","0.1943359375","0.18310546875","2180","","32","","0","","","119:0.029246014713521618;114:0.03751087881294002","119:68;112:68;114:68","119:0.017001291126029383;114:0.020169839961561825","0.188720703125","0.207763671875","Yes"
"114","272.2747558349599","26.069421054791736","0.0146484375","0.015625","0.013671875","2180","0.0002771076497879517","32","0.0002771076497879517","0","0.0002771076497879517","0.0002771076497879517","115:0.011062290495014171;113:0.03751087881294002","115:68;113:68","115:0.004331512083264238;113:0.020169839961561825","0.0146484375","0.011962890625","Yes"
"115","415.3596280223756","15.009676030248844","0.009765625","0.01318359375","0.00634765625","2180","0.00016664522019458478","32","0.00016664522019458478","0","0.00016664522019458478","0.00016664522019458478","99:0.007143988972039161;114:0.011062290495014171","99:68;114:68","99:0.030043528954342452;114:0.004331512083264238","0.009765625","0.011962890625","Yes"
"116","242.5227423257695","284.2567859456318","0.016357421875","0.0185546875","0.01416015625","2180","0.0002583949072546625","32","0.0002583949072546625","0","0.0002583949072546625","0.0002583949072546625","101:0.0009726873574366912;121:0.06915376128931439","101:68;121:68","101:0.001107387902918644;121:0.0625434943898277","0.016357421875","0.064208984375","Yes"
"117","267.11500558085817","191.7645943252773","0.004638671875","0.0078125","0.00146484375","2180","0.00014347571393631125","32","0.00014347571393631125","0","0.00014347571393631125","0.00014347571393631125","105:0.000989642267084534;125:0.0013337135859339821","105:68;125:68","105:0.0012531126454514985;125:0.0012756408174895983","0.004638671875","0.0029296875","Yes"
"118","198.38103941808248","96.26285956141022","0.005859375","0.00732421875","0.00439453125","2180","0.0001749042725688248","32","0.0001749042725688248","0","0.0001749042725688248","0.0001749042725688248","109:0.0028287098597882254;129:0.0013063641267608561","109:68;129:68","109:0.002385500385613165;129:0.0013258228639435043","0.005859375","0.004150390625","Yes"
"119","203.8076846972648","199.03654994678598","0.015380859375","0.02392578125","0.0068359375","2180","0.0006917542577310852","32","0.0006917542577310852","0","0.0006917542577310852","0.0006917542577310852","113:0.029246014713521618;133:0.06595161326396964","113:68;133:68","113:0.017001291126029383;133:0.05785197962021829","0.015380859375","0.010498046875","Yes"
"120","252.80539097541185","120.54061045999028","0.0185546875","0.01708984375","0.02001953125","2180","0.00041894193805445663","32","0.00041894193805445663","0","0.00041894193805445663","0.00041894193805445663","121:0.11045337942782267","121:68","","0.0185546875","0.044677734375","Yes"
"121","8.488810866735282","23.441565664514567","0.2265625","0.2802734375","0.1728515625","2180","","32","","0","","","120:0.11045337942782267;122:0.04997002381651122;116:0.06915376128931439","120:68;122:68;116:68","122:0.0746371670244817;116:0.0625434943898277","0.2265625","0.28466796875","Yes"
"122","261.88378797124915","281.18167331046305","0.005615234375","0.00634765625","0.0048828125","2180","0.0003641791084677301","32","0.0003641791084677301","0","0.0003641791084677301","0.0003641791084677301","121:0.04997002381651122;123:0.0014405384113678477","121:68;123:68","121:0.0746371670244817;123:0.0014026920720092428","0.005615234375","0.00634765625","Yes"
"123","333.2551712177984","21.34804318867698","0.00927734375","0.01171875","0.0068359375","2180","0.0002473112606496309","32","0.0002473112606496309","0","0.0002473112606496309","0.0002473112606496309","136:0.0017071913991326682;124:0.001237252928949245;122:0.0014405384113678477","136:68;124:68;122:68","136:0.0012117870626015825;124:0.00153281160680524;122:0.0014026920720092428","0.00927734375","0.012939453125","Yes"
"124","327.7494060025166","130.96000839021679","0.009033203125","0.01123046875","0.0068359375","2180","0.00027352322901587047","32","0.00027352322901587047","0","0.00027352322901587047","0.00027352322901587047","123:0.001237252928949245;125:0.0014254509419761863","123:68;125:68","123:0.00153281160680524;125:0.0012988463135773787","0.009033203125","0.004638671875","Yes"
"125","308.251754550726","285.5871797121494","0.064208984375","0.04345703125","0.0849609375","2180","0.0003786716509880661","32","0.0003786716509880661","0","0.0003786716509880661","0.0003786716509880661","117:0.0013337135859339821;124:0.0014254509419761863;126:0.001119121494243952","117:68;124:68;126:68","117:0.0012756408174895983;124:0.0012988463135773787;126:0.0011445254868797938","0.064208984375","0.14111328125","Yes"
"126","305.02794915644125","355.4494983071446","0.004150390625","0.00830078125","0","2180","0.0002008755363377551","32","0.0002008755363377551","0","0.0002008755363377551","0.0002008755363377551","127:0.0014440459945853912;125:0.001119121494243952","127:68;125:68","127:0.0010511680616466235;125:0.0011445254868797938","0.004150390625","0.00830078125","Yes"
"127","229.90793120896382","173.7573474650904","0.14599609375","0.087890625","0.2041015625","2180","0.0003922969736816646","32","0.0003922969736816646","0","0.0003922969736816646","0.0003922969736816646","126:0.0014440459945853912;128:0.0021699454248948757;137:0.0014640366598126509","126:68;128:68;137:68","126:0.0010511680616466235;128:0.002361551272857476;137:0.0011667653995817429","0.14599609375","0.239013671875","Yes"
"128","226.7286896401922","45.19404281759273","0.003662109375","0.00634765625","0.0009765625","2180","0.0002073142297369104","32","0.0002073142297369104","0","0.0002073142297369104","0.0002073142297369104","127:0.0021699454248948757;129:0.003273972373258688","127:68;129:68","127:0.002361551272857476;129:0.0015960274873319247","0.003662109375","0.001708984375","Yes"
"129","203.7656572468078","97.58733417673126","0.006103515625","0.01171875","0.00048828125","2180","0.00020224218434914494","32","0.00020224218434914494","0","0.00020224218434914494","0.00020224218434914494","130:0.005588928185983777;128:0.003273972373258688;118:0.0013063641267608561","130:68;128:68;118:68","130:0.003903863680292774;128:0.0015960274873319247;118:0.0013258228639435043","0.006103515625","0.00537109375","Yes"
"130","186.71449535384048","144.27720301975117","0.021728515625","0.03955078125","0.00390625","2180","0.0002362332343409267","32","0.0002362332343409267","0","0.0002362332343409267","0.0002362332343409267","129:0.005588928185983777","129:68;131:68","129:0.003903863680292774","0.021728515625","0.0234375","Yes"
"131","68.95184665134938","50.721553009068295","0.11083984375","0.16455078125","0.05712890625","2180","0.04607138871322324","32","0.04607138871322324","0","0.04607138871322324","0.04607138871322324","138:0.04753092572035225;132:0.0515269666592775","138:68;130:68;132:68","138:0.012659365973142073","0.11083984375","0.181884765625","Yes"
"132","311.79181974561703","168.30211204218563","0.009033203125","0.01123046875","0.0068359375","2180","0.00024370165195983248","32","0.00024370165195983248","0","0.00024370165195983248","0.00024370165195983248","133:0.002073462507431012;131:0.0515269666592775","133:68;131:68","133:0.002405507378606897","0.009033203125","0.013671875","Yes"
"133","197.0277401811969","105.03338421291542","0.00537109375","0.0087890625","0.001953125","2180","0.0002587927265330652","32","0.0002587927265330652","0","0.0002587927265330652","0.0002587927265330652","132:0.002073462507431012;134:0.0016033977238664177;119:0.06595161326396964","132:68;134:68;119:68","132:0.002405507378606897;134:0.0018332163702081683;119:0.05785197962021829","0.00537109375","0.01708984375","Yes"
"134","322.07583697919006","146.41273820950192","0.0048828125","0.00732421875","0.00244140625","2180","0.00020959946115571185","32","0.00020959946115571185","0","0.00020959946115571185","0.00020959946115571185","133:0.0016033977238664177;135:0.0023195816858132545","133:68;135:68","133:0.0018332163702081683;135:0.002039154817622957","0.0048828125","0.005859375","Yes"
"135","110.3006965949155","75.13248309729903","0.0078125","0.01220703125","0.00341796875","2180","0.000703546284142183","32","0.000703546284142183","0","0.000703546284142183","0.000703546284142183","134:0.0023195816858132545;139:0.002030382893360161","134:68;139:68","134:0.002039154817622957;139:0.0031056472641611266","0.0078125","0.01416015625","Yes"
"136","193.2645477749694","280.0248009571743","0.00830078125","0.01171875","0.0048828125","2180","0.00041216695835487375","32","0.00041216695835487375","0","0.00041216695835487375","0.00041216695835487375","123:0.0017071913991326682;143:0.001984148926145124","123:68;143:68","123:0.0012117870626015825;143:0.0028734049338701717","0.00830078125","0.004638671875","Yes"
"137","256.99210461606935","17.132258484899296","0.010009765625","0.01318359375","0.0068359375","2180","0.0002510447354453289","32","0.0002510447354453289","0","0.0002510447354453289","0.0002510447354453289","147:0.0032463418318898762;127:0.0014640366598126509","147:68;127:68","147:0.0023631200667580954;127:0.0011667653995817429","0.010009765625","0.007080078125","Yes"
"138","322.8001257688917","83.4918862389359","0.00537109375","0.00634765625","0.00439453125","2180","0.0001853130560715768","32","0.0001853130560715768","0","0.0001853130560715768","0.0001853130560715768","151:0.0014290645443464367;131:0.04753092572035225","151:80;131:68","151:0.002027645583230764;131:0.012659365973142073","0.00537109375","0.01025390625","Yes"
"139","222.57121747204835","15.529131014149717","0.004150390625","0.0048828125","0.00341796875","2180","0.0003941315281933231","32","0.0003941315281933231","0","0.0003941315281933231","0.0003941315281933231","155:0.0014152631560914453;135:0.002030382893360161","155:68;135:68","155:0.001896450154251439;135:0.0031056472641611266","0.004150390625","0.004638671875","Yes"
"140","169.9791700398156","161.2982157041493","0.007568359375","0.01025390625","0.0048828125","2180","0.00032529005225111093","32","0.00032529005225111093","0","0.00032529005225111093","0.00032529005225111093","141:0.0012813038485522676","141:68","141:0.001223110176059694","0.007568359375","0.00244140625","Yes"
"141","328.8722265477411","185.0469298899104","0.002685546875","0.00439453125","0.0009765625","2180","0.00010836908943868978","32","0.00010836908943868978","0","0.00010836908943868978","0.00010836908943868978","140:0.0012813038485522676;142:0.0009708357659132527","140:68;142:68","140:0.001223110176059694;142:0.0011092182921046134","0.002685546875","0.004638671875","Yes"
"142","360.2810296067476","182.42686040534477","0.003662109375","0.00634765625","0.0009765625","2180","0.0002535585434855987","32","0.0002535585434855987","0","0.0002535585434855987","0.0002535585434855987","143:0.0014270818452294665;141:0.0009708357659132527","143:68;141:68","143:0.001158035463359075;141:0.0011092182921046134","0.003662109375","0.007568359375","Yes"
"143","364.59649631700466","44.95270681519639","0.027099609375","0.017578125","0.03662109375","2180","0.0001193457950402293","32","0.0001193457950402293","0","0.0001193457950402293","0.0001193457950402293","142:0.0014270818452294665;144:0.0013859507796953052;136:0.001984148926145124","142:68;144:68;136:68","142:0.001158035463359075;144:0.001341245464857782;136:0.0028734049338701717","0.027099609375","0.05224609375","Yes"
"144","272.36177068056423","300.93094607443925","0.013916015625","0.02099609375","0.0068359375","2180","0.00022233247784368026","32","0.00022233247784368026","0","0.00022233247784368026","0.00022233247784368026","145:0.02272275356772155;143:0.0013859507796953052","145:68;143:68","145:0.03148135744779881;143:0.001341245464857782","0.013916015625","0.008056640625","Yes"
"145","384.98328121631766","123.08032678438624","0.011962890625","0.0126953125","0.01123046875","2180","0.0009606765001344523","32","0.0009606765001344523","0","0.0009606765001344523","0.0009606765001344523","144:0.02272275356772155","144:68;146:68","144:0.03148135744779881","0.011962890625","0.033935546875","Yes"
"146","","","0.509033203125","0.50439453125","0.513671875","2180","","32","","0","","","","145:68;147:68","","0.509033203125","0.483154296875","Yes"
"147","361.84712330208055","74.64887079103309","0.006591796875","0.00927734375","0.00390625","2180","0.001171217120182698","32","0.001171217120182698","0","0.001171217120182698","0.001171217120182698","148:0.003218578419823037;137:0.0032463418318898762","148:68;137:68;146:68","148:0.0026956511516273707;137:0.0023631200667580954","0.006591796875","0.010498046875","Yes"
"148","306.8980126287941","207.0491630071018","0.0029296875","0.0048828125","0.0009765625","2180","0.00013790069144099755","32","0.00013790069144099755","0","0.00013790069144099755","0.00013790069144099755","147:0.003218578419823037;149:0.0021918590247126113","147:68;149:68","147:0.0026956511516273707;149:0.0032095957377177298","0.0029296875","0.001708984375","Yes"
"149","447.53175061525974","352.6971528162061","0.007080078125","0.01220703125","0.001953125","2180","0.0004442900931852717","32","0.0004442900931852717","0","0.0004442900931852717","0.0004442900931852717","150:0.0024406097481744493;148:0.0021918590247126113","150:68;148:68","150:0.0018607199279128128;148:0.0032095957377177298","0.007080078125","0.00439453125","Yes"
"150","376.93346457210674","315.1692119809573","0.007080078125","0.00830078125","0.005859375","2180","0.00019795699994710976","32","0.00019795699994710976","0","0.00019795699994710976","0.00019795699994710976","149:0.0024406097481744493;151:0.0016792961147006347","149:68;151:68","149:0.0018607199279128128;151:0.0013491210888111893","0.007080078125","0.00537109375","Yes"
"151","327.89351553595736","221.39963470183653","0.00439453125","0.00341796875","0.00537109375","2180","0.0002024708593026161","32","0.0002024708593026161","0","0.0002024708593026161","0.0002024708593026161","138:0.0014290645443464367;152:0.0013715510638572515;150:0.0016792961147006347","138:80;152:68;150:68","138:0.002027645583230764;152:0.0017226408362509549;150:0.0013491210888111893","0.00439453125","0.008056640625","Yes"
"152","328.0342941409185","82.08005240655446","0.00439453125","0.0078125","0.0009765625","2180","0.00017674729717721477","32","0.00017674729717721477","0","0.00017674729717721477","0.00017674729717721477","151:0.0013715510638572515;153:0.00372765270913461","151:68;153:68","151:0.0017226408362509549;153:0.0025128124228634696","0.00439453125","0.004638671875","Yes"
"153","335.8046563819368","165.8397062704702","0.021484375","0.02685546875","0.01611328125","2180","0.00016607686478773987","32","0.00016607686478773987","0","0.00016607686478773987","0.00016607686478773987","152:0.00372765270913461;154:0.0018617358303917864","152:68;154:68","152:0.0025128124228634696;154:0.0010520505472091657","0.021484375","0.016845703125","Yes"
"154","288.49445651268064","146.6248476510131","0.0029296875","0.00439453125","0.00146484375","2180","0.0002677004637043977","32","0.0002677004637043977","0","0.0002677004637043977","0.0002677004637043977","153:0.0018617358303917864;155:0.0015627020233205668","153:68;155:68","153:0.0010520505472091657;155:0.00159881937150827","0.0029296875","0.0048828125","Yes"
"155","286.0507227060047","231.16755462231237","0.0048828125","0.00830078125","0.00146484375","2180","0.00009145671153093457","32","0.00009145671153093457","0","0.00009145671153093457","0.00009145671153093457","139:0.0014152631560914453;154:0.0015627020233205668","139:68;154:68","139:0.001896450154251439;154:0.00159881937150827","0.0048828125","0.0068359375","Yes"
