t,d2,d_out,p_out,p_out_unitary,delta_p_out,A_stationary_frobenius,B_frobenius,trace_error,hermitian_error,A_min_eigenvalue,pair_index,physical_min_eigenvalue
2.400000000000000355e+00,1.246268426640990967e-02,2.993266578380183313e-02,1.067162558543824358e-02,9.525105120098159572e-03,1.146520465340084005e-03,8.505605014144962395e-01,2.379652172148731537e-01,4.454342341501741973e-17,1.824313039871182585e-14,4.037157819056873019e-09,1.000000000000000000e+01,1.643705430821398221e-09
2.500000000000000000e+00,1.633988977218955863e-02,4.482630672311235798e-02,1.143954831883381429e-02,9.963530391198321956e-03,1.476017927635492333e-03,8.503600136371917140e-01,2.241502141742693355e-01,2.011457332020028860e-17,1.856753802954165912e-14,8.423762329057422432e-09,1.000000000000000000e+01,3.350142753653944853e-09
2.600000000000000089e+00,1.745701137332816844e-02,5.931611130722081598e-02,1.214184779297756978e-02,1.032167694283993298e-02,1.820170850137636798e-03,8.499241809206610210e-01,2.112200233120915260e-01,1.456122038054037831e-16,1.935396557989003280e-14,1.642144631198114895e-08,1.000000000000000000e+01,6.385379734233907799e-09
2.700000000000000178e+00,1.528763474300640079e-02,7.072700348612620536e-02,1.280337997723948740e-02,1.064999244100094111e-02,2.153387536238546285e-03,8.492465752876526830e-01,1.991349141027778935e-01,2.741240768808696781e-16,1.955037176231866916e-14,2.913156533787455328e-08,1.000000000000000000e+01,1.085742863734292832e-08
2.800000000000000266e+00,1.342509398591167080e-02,7.734509701125363845e-02,1.343491706032742469e-02,1.098404505042838847e-02,2.450872009899036225e-03,8.484039983245533767e-01,1.878233047186338711e-01,4.756594202973591739e-16,2.062771551698569056e-14,4.228193899857049767e-08,1.400000000000000000e+01,1.600542867810025040e-08
2.900000000000000355e+00,1.629608404612202174e-02,7.815743521796839066e-02,1.402269771982646990e-02,1.132930782514603857e-02,2.693389894680431329e-03,8.475339542038662355e-01,1.771924097803866949e-01,6.706262395680972736e-16,2.111219295498960426e-14,5.625212887943155464e-08,1.400000000000000000e+01,2.205644168969946323e-08
3.000000000000000000e+00,2.119263678032543008e-02,7.291018075382026120e-02,1.452922538408773709e-02,1.165851618524736850e-02,2.870709198840368584e-03,8.467874609715473344e-01,1.671477377010901766e-01,8.101315610571961104e-16,2.244798045323998494e-14,7.434054641924211837e-08,8.000000000000000000e+00,3.002737175320749542e-08
3.100000000000000089e+00,2.638876364950505649e-02,6.231823164847651031e-02,1.490527878823092595e-02,1.192237796090762220e-02,2.982900827323303750e-03,8.462742142722285976e-01,1.576134003924765381e-01,8.273532089217455088e-16,2.320173060835862099e-14,9.892201710159755159e-08,8.000000000000000000e+00,4.080125580644870801e-08
3.200000000000000178e+00,2.542194542463544274e-02,4.864580152643136618e-02,1.510889404541973340e-02,1.206948221347972812e-02,3.039411831940005276e-03,8.460206819106319553e-01,1.485454355057142795e-01,7.834149288362275691e-16,2.446854284105823412e-14,1.295891746593776210e-07,8.000000000000000000e+00,5.448644755167576391e-08
3.300000000000000266e+00,2.392758525243730491e-02,3.756511372513065411e-02,1.512434393274166705e-02,1.206780314761983670e-02,3.056540785121830348e-03,8.459584236726249706e-01,1.399330909921757404e-01,8.088121691698702566e-16,2.460858310563468972e-14,1.628453643195173153e-07,1.800000000000000000e+01,7.061549542659183485e-08
3.400000000000000355e+00,2.503853996533247223e-02,3.907668520060734313e-02,1.497389086634213530e-02,1.191952040569495969e-02,3.054370460647175614e-03,8.459494130499728426e-01,1.317876867135438224e-01,5.829809202293191937e-16,2.475736461820574651e-14,2.048696935064198289e-07,1.800000000000000000e+01,9.277974412513184520e-08
3.500000000000000000e+00,2.391449153243814518e-02,5.238036208216377554e-02,1.471745658331226857e-02,1.166326768725431395e-02,3.054188896057954614e-03,8.458397541096734917e-01,1.241240432263648469e-01,5.934258315364634211e-16,2.560072041724878677e-14,3.016407030367593792e-07,1.800000000000000000e+01,1.376761181095190301e-07
3.600000000000000089e+00,2.229939918449542341e-02,6.755073491948913877e-02,1.443952490965876023e-02,1.136253990155552430e-02,3.076985008103235927e-03,8.455198616914574306e-01,1.169429414564457786e-01,7.020087927354140040e-16,2.671958280751102363e-14,4.709357698508429659e-07,0.000000000000000000e+00,2.151751071046290141e-07
3.700000000000000178e+00,2.623898827786308452e-02,7.921900014094014619e-02,1.422710642991486044e-02,1.108415905363923162e-02,3.142947376275628812e-03,8.449658391843972716e-01,1.102222315454525203e-01,6.815534502575409691e-16,2.713574933613693566e-14,6.895560412356445929e-07,2.000000000000000000e+01,3.193717100481761002e-07
3.800000000000000266e+00,2.757190435887696411e-02,8.503025591381369042e-02,1.414584134508851260e-02,1.087451603886305240e-02,3.271325306225460194e-03,8.442457439894138771e-01,1.039194121336914911e-01,6.674079638468730105e-16,2.792884814136704838e-14,9.884923021159765636e-07,2.000000000000000000e+01,4.470748568109982385e-07
3.900000000000000355e+00,2.740487437639834573e-02,8.412865088358104093e-02,1.422213362224089561e-02,1.074233933032625599e-02,3.479794291914639626e-03,8.434901548173533437e-01,9.798293835074353697e-02,6.661482971236006379e-16,2.868211764916814890e-14,1.228341338925267434e-06,3.000000000000000000e+00,5.249220688309734694e-07
4.000000000000000000e+00,2.894186004412314939e-02,7.681537489441311872e-02,1.443728689783230212e-02,1.065457207358863623e-02,3.782714824243665896e-03,8.428404725711973189e-01,9.236627409481718010e-02,2.222101877625214032e-16,2.881404098013572247e-14,1.336527011102292438e-06,3.000000000000000000e+00,5.743873616049420961e-07
4.100000000000000533e+00,3.079265355198913812e-02,6.464297965759789599e-02,1.473560971321627444e-02,1.054732134161137647e-02,4.188288371604897975e-03,8.423954592198632518e-01,8.703852334579102734e-02,1.912175611876873095e-17,2.970179342816953620e-14,1.438346285302155852e-06,1.000000000000000000e+01,6.289195269865508383e-07
4.200000000000000178e+00,2.995562111034815941e-02,5.103216076176984861e-02,1.504376632642745459e-02,1.034843727487327891e-02,4.695329051554175681e-03,8.421759584650848618e-01,8.198750485589625936e-02,2.222761327163318317e-16,3.020351820986154159e-14,1.557369839485583316e-06,1.000000000000000000e+01,6.946138082923720502e-07
4.299999999999999822e+00,2.143227468372443240e-02,4.271549147715475447e-02,1.529489845311479690e-02,1.000404377748581597e-02,5.290854675628980930e-03,8.421207125187193387e-01,7.721452808336498608e-02,6.688022900318107400e-16,3.144622798062219212e-14,1.695062981591233391e-06,1.000000000000000000e+01,7.721606579630849327e-07
4.400000000000000355e+00,1.787415091525574456e-02,4.667376978808132626e-02,1.544952296080684406e-02,9.499814389756694455e-03,5.949708571050149608e-03,8.421143240655337703e-01,7.272393312976144220e-02,6.708985745592485973e-16,3.207425424884237356e-14,1.871230476623150268e-06,2.000000000000000000e+01,8.693314797814987836e-07
4.500000000000000000e+00,1.827068605455163530e-02,5.853619262300019388e-02,1.550642234919724638e-02,8.869521912602346125e-03,6.636900436594900254e-03,8.420353192441667467e-01,6.851290254374835242e-02,7.841959520231028583e-16,3.271876703685342269e-14,2.171188351814645639e-06,2.000000000000000000e+01,1.022073220209719402e-06
4.600000000000000533e+00,2.446506805797662998e-02,7.013135318053090317e-02,1.550023649299014927e-02,8.187761605265325704e-03,7.312474887724823569e-03,8.418038725064566075e-01,6.456649055940753834e-02,6.699453815610443182e-16,3.328828762897005377e-14,2.683048620820994470e-06,4.000000000000000000e+00,1.278657200619183093e-06
4.700000000000000178e+00,3.066891136387303596e-02,7.724147102835278444e-02,1.548700247244882977e-02,7.549183839420853248e-03,7.937818633027976523e-03,8.414097423885144034e-01,6.085956439535391421e-02,9.994976633658194115e-16,3.429001427846586320e-14,3.410398112087938457e-06,4.000000000000000000e+00,1.650469228328539609e-06
4.800000000000000711e+00,2.882311819714093726e-02,7.818821544357716646e-02,1.552290407994368071e-02,7.041137746813447285e-03,8.481766333130233426e-03,8.409107266975550665e-01,5.736371165717059351e-02,7.819661035561367180e-16,3.493071503966724570e-14,4.385533152232182493e-06,1.800000000000000000e+01,2.147511541104529817e-06
4.900000000000000355e+00,2.982452342639752008e-02,7.280006582647183255e-02,1.564362818616140544e-02,6.718729892704937423e-03,8.924898293456468013e-03,8.404048796510904529e-01,5.405525023829777648e-02,8.263344329809123365e-16,3.502068037450397379e-14,5.682274771124401044e-06,1.800000000000000000e+01,2.792130238943120913e-06
5.000000000000000000e+00,3.148539982113488650e-02,6.220392280451657319e-02,1.585130409803314072e-02,6.590259976177507972e-03,9.261044121855632749e-03,8.399895695073646973e-01,5.092062404504005269e-02,9.026164770485044394e-16,3.529247704572650152e-14,7.058179873790917622e-06,1.400000000000000000e+01,3.407335998001234026e-06
5.100000000000000533e+00,3.528997736544473018e-02,4.921029969502720147e-02,1.611323996325089714e-02,6.617263536670549111e-03,9.495976426580347157e-03,8.397239360114566731e-01,4.795693364491884769e-02,1.081146495396714862e-15,3.634549941278053781e-14,7.570269184637832104e-06,8.000000000000000000e+00,3.591036370752504085e-06
5.200000000000000178e+00,3.307340649034741509e-02,3.973910812411463045e-02,1.637257494865179686e-02,6.728365199919098677e-03,9.644209748732698179e-03,8.396084894319123526e-01,4.516753693643982270e-02,1.227647667371693515e-15,3.784074554974302011e-14,7.598818636612964115e-06,8.000000000000000000e+00,3.610434165913224269e-06
5.300000000000000711e+00,2.066764864018136305e-02,4.185853931523746130e-02,1.656696598828832218e-02,6.841629936768574283e-03,9.725336051519747893e-03,8.395882709644268971e-01,4.255499481735131734e-02,1.109747407176171031e-15,3.845877224070488937e-14,7.643135579570129544e-06,8.000000000000000000e+00,3.656553979522309623e-06
5.400000000000000355e+00,9.239327145668690955e-03,5.369897245181107226e-02,1.664886978688064414e-02,6.887644852644872299e-03,9.761224934235770978e-03,8.395767910716718241e-01,4.011500847169924971e-02,1.161034569351752388e-15,3.885067034579765651e-14,7.824604203031841358e-06,1.200000000000000000e+01,3.776881236834810168e-06
5.500000000000000000e+00,2.052488821167960595e-02,6.692095905809244960e-02,1.660067283871869553e-02,6.825919940639696946e-03,9.774752898078997720e-03,8.394901943577672832e-01,3.783434055384730238e-02,8.480389903952578248e-16,3.954506242154817587e-14,8.232248923385549331e-06,1.300000000000000000e+01,4.010551238403419473e-06
