t,d2,d_out,p_out,p_out_unitary,delta_p_out,A_stationary_frobenius,B_frobenius,trace_error,hermitian_error,A_min_eigenvalue,pair_index,physical_min_eigenvalue
4.200000000000000000e+01,5.984373050555254203e-02,1.235900963861173985e-01,7.133705641373358497e-02,1.013242793533037853e-02,6.120462847840320297e-02,7.714730671202593149e-01,3.760146937752365922e-09,1.266847499172674358e-14,2.700975037328966202e-13,7.174458105726896299e-04,8.000000000000000000e+00,3.587229050205819258e-04
4.210000000000000142e+01,7.107976096736601246e-02,1.144531659221370706e-01,7.161422126164283808e-02,1.020990173541993194e-02,6.140431952622290440e-02,7.713849674835592252e-01,3.646342789023044962e-09,1.233731401202095925e-14,2.706562175966471056e-13,7.184814872219766118e-04,8.000000000000000000e+00,3.592407433579637623e-04
4.220000000000000284e+01,6.780191969918376860e-02,1.087702077564622616e-01,7.173953418023566730e-02,1.025033567125677690e-02,6.148919850897888867e-02,7.713642074289598360e-01,3.531071236515745719e-09,1.255780742157716103e-14,2.710274960961729776e-13,7.186302666433053588e-04,8.000000000000000000e+00,3.593151330826180843e-04
4.230000000000000426e+01,6.458913467519566964e-02,1.092947433107773481e-01,7.169748312052520722e-02,1.020980062526939854e-02,6.148768249525581042e-02,7.713603283263783528e-01,3.418475759957542163e-09,1.255354434116955736e-14,2.709656463830106188e-13,7.187776141022952535e-04,1.800000000000000000e+01,3.593888068257308820e-04
4.240000000000000568e+01,6.307712621874020376e-02,1.153399882564530299e-01,7.150763811274696291e-02,1.007476605508186504e-02,6.143287205766509440e-02,7.713172979411988539e-01,3.312339703706206379e-09,1.188338492962822261e-14,2.709299055484735288e-13,7.197448132024939762e-04,1.800000000000000000e+01,3.598724063866750298e-04
4.250000000000000000e+01,5.838774718594384738e-02,1.234266662299099981e-01,7.122151965740529389e-02,9.861661896068246377e-03,6.135985776133704578e-02,7.711920136016937599e-01,3.214052597300871283e-09,1.176952804647375677e-14,2.710842736053082943e-13,7.221437717903813475e-04,1.800000000000000000e+01,3.610718856894299723e-04
4.260000000000000142e+01,6.174081812136086866e-02,1.299907847419609075e-01,7.091037473079117581e-02,9.604670333212958142e-03,6.130570439757821594e-02,7.709685001598636234e-01,3.122172830613205714e-09,1.176836954734330585e-14,2.714828475766754910e-13,7.262302297001155000e-04,1.300000000000000000e+01,3.631151146538548870e-04
4.270000000000000284e+01,6.836486383851020365e-02,1.327823991002165249e-01,7.064747775255181272e-02,9.337323210579007160e-03,6.131015454197280556e-02,7.706630552690441061e-01,3.033543639768848031e-09,1.176842173870246119e-14,2.718323314234634163e-13,7.317484579948290747e-04,1.300000000000000000e+01,3.658742288110363350e-04
4.280000000000000426e+01,6.429325979159206117e-02,1.310146723107945554e-01,7.049028305082874479e-02,9.075667109805493626e-03,6.141461594102325117e-02,7.703187489124010412e-01,2.945029855001050508e-09,1.199121016312815636e-14,2.719997820796459249e-13,7.379014868734178924e-04,9.000000000000000000e+00,3.689507432571615970e-04
4.290000000000000568e+01,6.034520209971186433e-02,1.252521508350727120e-01,7.046775892240104977e-02,8.809947396736794722e-03,6.165781152566425505e-02,7.699912529398506011e-01,2.855021352395529889e-09,1.199146130531315014e-14,2.720275973037788238e-13,7.435805725183509572e-04,2.000000000000000000e+01,3.717902860821584404e-04
4.300000000000000000e+01,5.463077146669925721e-02,1.173579909763011742e-01,7.057653468405218622e-02,8.508320717603795602e-03,6.206821396644839062e-02,7.697306962590010349e-01,2.764179975025528298e-09,1.243555356405759525e-14,2.720015731744275369e-13,7.478192362535088797e-04,2.000000000000000000e+01,3.739096179509704648e-04
4.310000000000000142e+01,6.318237332714018994e-02,1.103435727421450963e-01,7.078664830809031083e-02,8.131366504870063405e-03,6.265528180322024743e-02,7.695653663290635826e-01,2.675070653445340993e-09,1.265834752699205832e-14,2.723966783252992119e-13,7.502228349326751228e-04,1.000000000000000000e+01,3.751114172946464495e-04
4.320000000000000284e+01,6.003976812527220264e-02,1.074741367190331365e-01,7.105462149083913159e-02,7.651920423625974133e-03,6.340270106721315746e-02,7.694924496186116292e-01,2.590733225855453647e-09,1.265847522278465673e-14,2.727817761388781503e-13,7.510882256254531241e-04,5.000000000000000000e+00,3.755441126489018249e-04
4.330000000000000426e+01,6.751436768332069738e-02,1.101852552520637268e-01,7.133930661692464148e-02,7.072569099499825818e-03,6.426673751742481566e-02,7.694788518472076566e-01,2.512983383144579111e-09,1.332505544570944909e-14,2.732254051822612014e-13,7.511813378271842666e-04,5.000000000000000000e+00,3.755906687591100204e-04
4.340000000000000568e+01,6.668301315153332687e-02,1.167823177898336812e-01,7.161518313456996521e-02,6.433809044896432461e-03,6.518137408967353275e-02,7.694719768341429234e-01,2.441511694872036381e-09,1.332541564350259319e-14,2.793515367833324592e-13,7.514095698887819728e-04,5.000000000000000000e+00,3.757047847987312434e-04
4.350000000000000000e+01,5.772721929737997804e-02,1.239388065082922402e-01,7.187876787057828620e-02,5.809109234123088772e-03,6.606965863645519743e-02,7.694170335726774335e-01,2.374224332249862353e-09,1.321415649400752461e-14,2.792313855527049141e-13,7.525912746824867626e-04,5.000000000000000000e+00,3.762956372033039168e-04
4.360000000000000142e+01,4.635441970419806879e-02,1.287666412727340726e-01,7.214620799749468794e-02,5.287723303190827728e-03,6.685848469430386021e-02,7.692751252534821838e-01,2.308404088380795845e-09,1.299168314142398697e-14,2.795171789150830375e-13,7.553087994224324392e-04,4.000000000000000000e+00,3.776543995789235510e-04
4.370000000000000284e+01,5.294417895617516134e-02,1.296024665758872541e-01,7.244314636222590198e-02,4.950406655591182981e-03,6.749273970663471900e-02,7.690360270281157984e-01,2.241987406100731257e-09,1.310185591353392588e-14,2.741691511618842690e-13,7.597500751315498617e-04,9.000000000000000000e+00,3.798750374349165533e-04
4.380000000000000426e+01,6.597584971631392792e-02,1.260495684891458357e-01,7.279058618720823937e-02,4.845691686339498316e-03,6.794489450086874105e-02,7.687214090843941250e-01,2.174440491038326013e-09,1.332276591320099648e-14,2.742032383809008374e-13,7.655599350782243441e-04,9.000000000000000000e+00,3.827799674046317461e-04
4.390000000000000568e+01,6.852944862386473046e-02,1.189160218051778933e-01,7.319186372754807324e-02,4.974237071486711792e-03,6.821762665606136145e-02,7.683775755453376988e-01,2.106893755062900290e-09,1.321229597406982145e-14,2.836424222792903058e-13,7.718486793720344321e-04,9.000000000000000000e+00,3.859243395456734248e-04
4.400000000000000000e+01,7.050887748858372661e-02,1.102119363196929214e-01,7.362550585823042504e-02,5.286125138825994996e-03,6.833938071940443004e-02,7.680602659029868162e-01,2.041411930276788695e-09,1.321533858634442423e-14,2.798285289135054141e-13,7.774733298826072211e-04,8.000000000000000000e+00,3.887366647975677844e-04
4.410000000000000142e+01,7.049295907299971131e-02,1.030067994081222266e-01,7.404681180953674724e-02,5.691827340035679299e-03,6.835498446950107054e-02,7.678165162808650024e-01,1.979753809621001278e-09,1.332961764855842875e-14,2.839592292989270033e-13,7.815171858703530905e-04,8.000000000000000000e+00,3.907585927932473793e-04
4.420000000000000284e+01,5.408782633857940614e-02,1.004376571761421283e-01,7.439809060114967176e-02,6.083350765641574835e-03,6.831473983550809259e-02,7.676693761363949653e-01,1.922384580878402806e-09,1.333450278035482365e-14,2.887359697986051444e-13,7.836909819953597834e-04,8.000000000000000000e+00,3.918454908616785469e-04
4.430000000000000426e+01,6.302723129782264455e-02,1.035485845290822077e-01,7.462456480747811649e-02,6.359206475914982830e-03,6.826535833156313626e-02,7.676103525631674529e-01,1.868325448457895556e-09,1.311300438968250783e-14,2.817482524950790801e-13,7.843928393961708103e-04,1.200000000000000000e+01,3.921964195695929194e-04
4.440000000000000568e+01,6.857451756406121590e-02,1.103419897096414443e-01,7.469098045471329883e-02,6.446144861037093193e-03,6.824483559367620911e-02,7.676020908490318595e-01,1.815788644571931815e-09,1.333278518389008014e-14,2.813596131573131902e-13,7.844485760938333177e-04,1.200000000000000000e+01,3.922242879258895556e-04
4.450000000000000000e+01,6.552997394704726530e-02,1.176315733301979416e-01,7.459359620876455932e-02,6.312133251657900401e-03,6.828146295710665892e-02,7.675905636794085884e-01,1.763108158982814137e-09,1.299600359848550529e-14,2.819482769921892180e-13,7.847864657836578365e-04,1.200000000000000000e+01,3.923932327776117430e-04
4.460000000000000142e+01,6.372811241321710285e-02,1.229398396079544875e-01,7.436359282019777694e-02,5.968115314625476245e-03,6.839547750557230243e-02,7.675228510574725327e-01,1.709502795876929201e-09,1.254826534660826643e-14,2.818703886423440102e-13,7.862181753580341778e-04,1.300000000000000000e+01,3.931090875701060534e-04
4.470000000000000284e+01,6.760180312662653068e-02,1.250113118597656614e-01,7.406060933933919510e-02,5.459564964849117352e-03,6.860104437449007775e-02,7.673645890042696260e-01,1.655392472616138857e-09,1.254585412926700245e-14,2.822591324694857141e-13,7.892870026373084019e-04,6.000000000000000000e+00,3.946435012124226626e-04
4.480000000000000426e+01,7.338656183193831284e-02,1.237038532162939158e-01,7.375821462669893136e-02,4.851595407632573742e-03,6.890661921906635068e-02,7.671112182669489465e-01,1.602134797378239063e-09,1.265655214618753360e-14,2.899543998266853728e-13,7.940999573972143920e-04,6.000000000000000000e+00,3.970499785929785825e-04
4.490000000000000568e+01,7.172326766909087326e-02,1.197880030649209893e-01,7.352565653864584494e-02,4.212643747968515540e-03,6.931301279067733634e-02,7.667893296867328568e-01,1.551283469329574449e-09,1.265712628089939897e-14,2.828078465284942763e-13,8.001929012408484686e-04,6.000000000000000000e+00,4.000964505153121889e-04
4.500000000000000000e+01,6.979659645665721446e-02,1.147079120053572654e-01,7.341137686165966070e-02,3.601337213645333657e-03,6.981003964801432704e-02,7.664478138975331367e-01,1.503774924461264698e-09,1.288020433515877851e-14,2.903544294778558621e-13,8.065846613456615580e-04,9.000000000000000000e+00,4.032923305700323669e-04
4.510000000000000142e+01,6.006602086025528142e-02,1.101800001649805988e-01,7.343316964047091888e-02,3.059428898050553514e-03,7.037374074242036537e-02,7.661418629881885378e-01,1.459518632600014408e-09,1.288058003431411694e-14,2.829202950784490729e-13,8.121112538933817054e-04,0.000000000000000000e+00,4.060556268479773891e-04
4.520000000000000284e+01,6.380137750736283864e-02,1.075403860218107910e-01,7.357769758694140960e-02,2.611390203896585271e-03,7.096630738304482433e-02,7.659150428858712001e-01,1.417568689791839847e-09,1.310175993017991643e-14,2.830160686623950322e-13,8.159235037812556180e-04,0.000000000000000000e+00,4.079617517965317456e-04
4.530000000000000426e+01,6.342228807939805091e-02,1.071064909114804731e-01,7.380907358198246504e-02,2.269145876649558691e-03,7.153992770533290635e-02,7.657851439100366031e-01,1.376684905048980547e-09,1.332409104502469582e-14,2.907836628056085949e-13,8.178494371876155866e-04,0.000000000000000000e+00,4.089247185042695532e-04
