t,d2,d_out,p_out,p_out_unitary,delta_p_out,A_stationary_frobenius,B_frobenius,trace_error,hermitian_error,A_min_eigenvalue,pair_index,physical_min_eigenvalue
1.372900000000000091e+03,3.822876896033267080e-01,6.579833776694719027e-01,3.153056356578732289e-01,1.392355628917096855e-03,3.139132800289561320e-01,1.110889009187296245e-01,0.000000000000000000e+00,6.508157344188257383e-13,1.734551243426046130e-12,7.196048991387526961e-02,9.000000000000000000e+00,3.598024495693763480e-02
1.373000000000000000e+03,3.737621124172961773e-01,6.580365099544802643e-01,3.153701676823698064e-01,1.952907679512408401e-03,3.134172600028574118e-01,1.110591188708024840e-01,0.000000000000000000e+00,6.509025439269522674e-13,1.771268672989402647e-12,7.196397934184181611e-02,9.000000000000000000e+00,3.598198967092090805e-02
1.373100000000000136e+03,3.006714360404916242e-01,6.580794019519091709e-01,3.154278258389839329e-01,2.535362562108869205e-03,3.128924632768750880e-01,1.110320281714062829e-01,0.000000000000000000e+00,6.509491229652559209e-13,1.770963355755851347e-12,7.196712881222878944e-02,9.000000000000000000e+00,3.598356440611439472e-02
1.373200000000000045e+03,3.451042750828504646e-01,6.580955831449365467e-01,3.154737496634598681e-01,3.076042962162873866e-03,3.123977067012970177e-01,1.110112045688709664e-01,0.000000000000000000e+00,6.510244417386498845e-13,1.733689059112907963e-12,7.196952114538444911e-02,1.200000000000000000e+01,3.598476057269222456e-02
1.373300000000000182e+03,4.852390910831789750e-01,6.580762698381648068e-01,3.155036505341398678e-01,3.511019659216141949e-03,3.119926308749237376e-01,1.109983611894222455e-01,0.000000000000000000e+00,6.510503396150439077e-13,1.770215215615913401e-12,7.197096765985137867e-02,1.200000000000000000e+01,3.598548382992568934e-02
1.373400000000000091e+03,5.836571465242812451e-01,6.580258689357462165e-01,3.155143895510735819e-01,3.786999864292621941e-03,3.117273896867809868e-01,1.109928388356139911e-01,0.000000000000000000e+00,6.511157213310408094e-13,1.733037641554819273e-12,7.197156369524010389e-02,1.200000000000000000e+01,3.598578184762005194e-02
1.373500000000000000e+03,6.218118362238597152e-01,6.579626803310871797e-01,3.155044872977316173e-01,3.872841666164483082e-03,3.116316456315671446e-01,1.109918025550428733e-01,0.000000000000000000e+00,6.511652022249828617e-13,1.769707801600706245e-12,7.197165636776313435e-02,1.200000000000000000e+01,3.598582818388156718e-02
1.373600000000000136e+03,5.923557913725515656e-01,6.579137072121301610e-01,3.154744459619270858e-01,3.768793589704728508e-03,3.117056523722223638e-01,1.109910858327567834e-01,0.000000000000000000e+00,6.512113754942681789e-13,1.769640407406288790e-12,7.197173838077615404e-02,1.200000000000000000e+01,3.598586919038807702e-02
1.373700000000000045e+03,5.010173214177431333e-01,6.579049268511628634e-01,3.154267969513612213e-01,3.510519146975509160e-03,3.119162778043856887e-01,1.109864300864534803e-01,0.000000000000000000e+00,6.512573234183336977e-13,1.769673510053051800e-12,7.197230271156120074e-02,1.200000000000000000e+01,3.598615135578060037e-02
1.373800000000000182e+03,3.651194648341944959e-01,6.579505451250362569e-01,3.153658449339006298e-01,3.165839224994146731e-03,3.122000057089064917e-01,1.109747499177232977e-01,0.000000000000000000e+00,6.513038240019169746e-13,1.769752053340895837e-12,7.197370005979822349e-02,1.200000000000000000e+01,3.598685002989911175e-02
1.373900000000000091e+03,2.860154370997957662e-01,6.580456750655121478e-01,3.152971467811749307e-01,2.823820072878832632e-03,3.124733267082960841e-01,1.109550484142062809e-01,0.000000000000000000e+00,6.513596933675374011e-13,1.732907028480482822e-12,7.197603708704509995e-02,9.000000000000000000e+00,3.598801854352254997e-02
1.374000000000000000e+03,3.657844390833956960e-01,6.581659487829489841e-01,3.152268228370265768e-01,2.577954213627088598e-03,3.126488686233994674e-01,1.109287119695533119e-01,0.000000000000000000e+00,6.514017043697757622e-13,1.769764379358271491e-12,7.197914308961973762e-02,9.000000000000000000e+00,3.598957154480986881e-02
1.374100000000000136e+03,3.831246435418613761e-01,6.582749847646405250e-01,3.151608322599627754e-01,2.507104621676956024e-03,3.126537276382858055e-01,1.108990981231780942e-01,0.000000000000000000e+00,6.515015994517766740e-13,1.769596181860080305e-12,7.198261689925909701e-02,9.000000000000000000e+00,3.599130844962954850e-02
1.374200000000000045e+03,3.329368935231890037e-01,6.583374214016841641e-01,3.151043448827802185e-01,2.658949467114188336e-03,3.124453954156660163e-01,1.108705385752050548e-01,0.000000000000000000e+00,6.515410802801856483e-13,1.769322755494444982e-12,7.198594434846704304e-02,9.000000000000000000e+00,3.599297217423352152e-02
1.374300000000000182e+03,2.819568665262977003e-01,6.583327885020878734e-01,3.150613096537558944e-01,3.040409620885614617e-03,3.120209000328703075e-01,1.108470523935803365e-01,0.000000000000000000e+00,6.515889027634130467e-13,1.768978051718628763e-12,7.198865340127587331e-02,5.000000000000000000e+00,3.599432670063793666e-02
1.374400000000000091e+03,4.242797570645578942e-01,6.582648532572772382e-01,3.150342641836277324e-01,3.617886245171425541e-03,3.114163779384563346e-01,1.108311511238805752e-01,0.000000000000000000e+00,6.516536753507388737e-13,1.731785217118965734e-12,7.199045834051387427e-02,5.000000000000000000e+00,3.599522917025693713e-02
1.374500000000000000e+03,5.345981504224803782e-01,6.581624742426703811e-01,3.150243675125677933e-01,4.327469642705833452e-03,3.106968978698619877e-01,1.108230915828397611e-01,0.000000000000000000e+00,6.517275471456985797e-13,1.768243880387284513e-12,7.199134581132675403e-02,5.000000000000000000e+00,3.599567290566337702e-02
1.374600000000000136e+03,5.931555593858932607e-01,6.580709223973152389e-01,3.150315867762697453e-01,5.092374627415824362e-03,3.099392121488538931e-01,1.108207996662605582e-01,0.000000000000000000e+00,6.517834913547570441e-13,1.731216257263254879e-12,7.199157578906129062e-02,5.000000000000000000e+00,3.599578789453064531e-02
1.374700000000000045e+03,5.891302631107595555e-01,6.580361455853724895e-01,3.150549421384538640e-01,5.842635533417656069e-03,3.092123066050361802e-01,1.108204881669655750e-01,0.000000000000000000e+00,6.517950115941251056e-13,1.767863504441399990e-12,7.199160040798781302e-02,5.000000000000000000e+00,3.599580020399390651e-02
1.374800000000000182e+03,5.233402813323715375e-01,6.580873994389395687e-01,3.150927195042748652e-01,6.531323018803047997e-03,3.085613964854718172e-01,1.108177838934471665e-01,0.000000000000000000e+00,6.518704201216769638e-13,1.767837797624668486e-12,7.199192901449234794e-02,5.000000000000000000e+00,3.599596450724617397e-02
1.374900000000000091e+03,4.080170889597679595e-01,6.582248357604555400e-01,3.151425938914165226e-01,7.142557441564223453e-03,3.080000364498522991e-01,1.108090276454946899e-01,0.000000000000000000e+00,6.519176022824846814e-13,1.731098401277510633e-12,7.199298010134523584e-02,5.000000000000000000e+00,3.599649005067261792e-02
1.375000000000000000e+03,2.718806988830252402e-01,6.584172425848782151e-01,3.152016561871450739e-01,7.689141527617043836e-03,3.075125146595280023e-01,1.107923603963058973e-01,0.000000000000000000e+00,6.519882628956595492e-13,1.767941242653190566e-12,7.199496046139308714e-02,1.200000000000000000e+01,3.599748023069654357e-02
1.375100000000000136e+03,3.381335509535214889e-01,6.586114266651604821e-01,3.152663857771195177e-01,8.200939416816432903e-03,3.070654463603030848e-01,1.107682740643405606e-01,0.000000000000000000e+00,6.520793713473198840e-13,1.731180804967121187e-12,7.199780368179814483e-02,9.000000000000000000e+00,3.599890184089907241e-02
1.375200000000000045e+03,3.808705244423941094e-01,6.587502005117596982e-01,3.153326448181523745e-01,8.708120638312430439e-03,3.066245241798399301e-01,1.107394646392852178e-01,0.000000000000000000e+00,6.520831869161451937e-13,1.767854346525332186e-12,7.200118642530406454e-02,9.000000000000000000e+00,3.600059321265203227e-02
1.375300000000000182e+03,3.562279368672477964e-01,6.587925705253235842e-01,3.153957755577131428e-01,9.225061507728705978e-03,3.061707140499844160e-01,1.107100315602225493e-01,0.000000000000000000e+00,6.521554442085729122e-13,1.767635978756914824e-12,7.200462153115648467e-02,9.000000000000000000e+00,3.600231076557824234e-02
1.375400000000000091e+03,2.715510732488095602e-01,6.587288739403215354e-01,3.154508575046189867e-01,9.740461961945948849e-03,3.057103955426730413e-01,1.106842602069551540e-01,0.000000000000000000e+00,6.522209145605160373e-13,1.730541215773113202e-12,7.200760362574699924e-02,9.000000000000000000e+00,3.600380181287349962e-02
1.375500000000000000e+03,3.756059959549010729e-01,6.585853889437678355e-01,3.154931332955481227e-01,1.021713424848790311e-02,3.052759990470602092e-01,1.106653482414027834e-01,0.000000000000000000e+00,6.522491487484910678e-13,1.766919183915481522e-12,7.200976312790237366e-02,1.200000000000000000e+01,3.600488156395118683e-02
1.375600000000000136e+03,5.066935750769157032e-01,6.584165050574364297e-01,3.155185550777757086e-01,1.060162990865460425e-02,3.049169251691211113e-01,1.106544544718739559e-01,0.000000000000000000e+00,6.522977391430787359e-13,1.729837032723430139e-12,7.201097867380297501e-02,1.200000000000000000e+01,3.600548933690148751e-02
1.375700000000000045e+03,5.914749487574804121e-01,6.582867400477409037e-01,3.155243546118350340e-01,1.084049220823155371e-02,3.046838624036034560e-01,1.106503541255391410e-01,0.000000000000000000e+00,6.523648906030456401e-13,1.766265680951880388e-12,7.201141159465475339e-02,1.200000000000000000e+01,3.600570579732737669e-02
1.375800000000000182e+03,6.138879955672854605e-01,6.582485479006803253e-01,3.155095155026396148e-01,1.089760247932647190e-02,3.046119130233131411e-01,1.106498038256281680e-01,0.000000000000000000e+00,6.524102595253827805e-13,1.766104456575551576e-12,7.201145385340441962e-02,1.200000000000000000e+01,3.600572692670220981e-02
1.375900000000000091e+03,5.696136050222482261e-01,6.583237472720429029e-01,3.154750336975321590e-01,1.076663581525980594e-02,3.047083978822723305e-01,1.106485072084067434e-01,0.000000000000000000e+00,6.524603904172226224e-13,1.729349105064498101e-12,7.201160938488246344e-02,1.200000000000000000e+01,3.600580469244123172e-02
1.376000000000000000e+03,4.671788213320977046e-01,6.584954907061508766e-01,3.154238919531426877e-01,1.047423109529845714e-02,3.049496608578442514e-01,1.106423926799856572e-01,0.000000000000000000e+00,6.525021196783590871e-13,1.766102270403973902e-12,7.201234641651781121e-02,1.200000000000000000e+01,3.600617320825890560e-02
1.376100000000000136e+03,3.257752171781311268e-01,6.587139288674359605e-01,3.153607353707013061e-01,1.007259145198243118e-02,3.052881439187188906e-01,1.106288226932521379e-01,0.000000000000000000e+00,6.525942244395355209e-13,1.729871048849544420e-12,7.201396230316739477e-02,1.200000000000000000e+01,3.600698115158369739e-02
1.376200000000000045e+03,3.048245403732183778e-01,6.589135037668657491e-01,3.152913018665205458e-01,9.623816765336783846e-03,3.056674851011837446e-01,1.106073758537508139e-01,0.000000000000000000e+00,6.526386854245333465e-13,1.766210593654268731e-12,7.201649670494159050e-02,9.000000000000000000e+00,3.600824835247079525e-02
1.376300000000000182e+03,3.713419882042807152e-01,6.590354459253702224e-01,3.152217154099061225e-01,9.181111502245729861e-03,3.060406039076604134e-01,1.105799709685900967e-01,0.000000000000000000e+00,6.527118761688183472e-13,1.766140915212410760e-12,7.201971732379723601e-02,9.000000000000000000e+00,3.600985866189861800e-02
1.376400000000000091e+03,3.732280503856169052e-01,6.590474001079333899e-01,3.151577764215671706e-01,8.773137327010294140e-03,3.063846390945568765e-01,1.105502969836904409e-01,0.000000000000000000e+00,6.527559720908478276e-13,1.729300366515503976e-12,7.202318524849660175e-02,9.000000000000000000e+00,3.601159262424830088e-02
1.376500000000000000e+03,3.098987139103802080e-01,6.589535323883360940e-01,3.151043760753115541e-01,8.396798363143262445e-03,3.067075777121682778e-01,1.105227175557508962e-01,0.000000000000000000e+00,6.528050983135033543e-13,1.728997491326873725e-12,7.202638461017615845e-02,9.000000000000000000e+00,3.601319230508807923e-02
1.376600000000000136e+03,3.133746445221007870e-01,6.587920272364206076e-01,3.150651223120883304e-01,8.020979985120385569e-03,3.070441423269679726e-01,1.105009745309289970e-01,0.000000000000000000e+00,6.528444807036768262e-13,1.728646007587863492e-12,7.202887895797206730e-02,5.000000000000000000e+00,3.601443947898603365e-02
1.376700000000000045e+03,4.504481884480660558e-01,6.586211677967739320e-01,3.150422068967096423e-01,7.600134808787128993e-03,3.074420720879225133e-01,1.104870752522920940e-01,0.000000000000000000e+00,6.528993220762192441e-13,1.765319603091530152e-12,7.203044454100425431e-02,5.000000000000000000e+00,3.601522227050212716e-02
1.376800000000000182e+03,5.510602259065245923e-01,6.584989622353518701e-01,3.150364818692075186e-01,7.093333368498572211e-03,3.079431485007089186e-01,1.104806953188936514e-01,0.000000000000000000e+00,6.529782351921032879e-13,1.764587632774601611e-12,7.203113687590310954e-02,5.000000000000000000e+00,3.601556843795155477e-02
1.376900000000000091e+03,5.969889680999648229e-01,6.584634818155614688e-01,3.150476675754326217e-01,6.482557210584771745e-03,3.085651103648478499e-01,1.104792754626371665e-01,0.000000000000000000e+00,6.530081079165498998e-13,1.764377738768990487e-12,7.203127062644877621e-02,5.000000000000000000e+00,3.601563531322438810e-02
1.377000000000000000e+03,5.796339224496617204e-01,6.585208593475211369e-01,3.150745955991204883e-01,5.784204592967412406e-03,3.092903910061530759e-01,1.104787837361336789e-01,0.000000000000000000e+00,6.530669806924093199e-13,1.727605770670724416e-12,7.203132269234496787e-02,5.000000000000000000e+00,3.601566134617248394e-02
1.377100000000000136e+03,5.021945763083504044e-01,6.586450522562830034e-01,3.151154024199309123e-01,5.049918300433081653e-03,3.100654841194978584e-01,1.104749151621241265e-01,0.000000000000000000e+00,6.531170121679717417e-13,1.727637707549899980e-12,7.203179097859557789e-02,5.000000000000000000e+00,3.601589548929778895e-02
1.377200000000000045e+03,3.788792304495612884e-01,6.587889591682605239e-01,3.151676280285711784e-01,4.356207533543515753e-03,3.108114204950276349e-01,1.104643710119181804e-01,0.000000000000000000e+00,6.531611570402454399e-13,1.764328494636155354e-12,7.203305018908778834e-02,5.000000000000000000e+00,3.601652509454389417e-02
1.377300000000000182e+03,2.679963063455388372e-01,6.589022146512411027e-01,3.152282248192523340e-01,3.785816101517902599e-03,3.114424087177344314e-01,1.104458376142095216e-01,0.000000000000000000e+00,6.532342786929908380e-13,1.764367012708693645e-12,7.203524335825300939e-02,9.000000000000000000e+00,3.601762167912650470e-02
1.377400000000000091e+03,3.557976119146611382e-01,6.589488144576119977e-01,3.152935289366965987e-01,3.406277425180306850e-03,3.118872515115163058e-01,1.104203752014851492e-01,0.000000000000000000e+00,6.532836951847320809e-13,1.764350467903949448e-12,7.203823828008985852e-02,9.000000000000000000e+00,3.601911914004492926e-02
1.377500000000000000e+03,3.840880348814843526e-01,6.589183497940958034e-01,3.153592734308255929e-01,3.251843772720516834e-03,3.121074296581050622e-01,1.103911024897456794e-01,0.000000000000000000e+00,6.533483705069674723e-13,1.727602651966432423e-12,7.204166305663874115e-02,9.000000000000000000e+00,3.602083152831937057e-02
1.377600000000000136e+03,3.444098102910155834e-01,6.588274395313866716e-01,3.154207207889829778e-01,3.313823258318311649e-03,3.121068975306646731e-01,1.103622706022424765e-01,0.000000000000000000e+00,6.533516738057402146e-13,1.727360881504748936e-12,7.204501438020345649e-02,9.000000000000000000e+00,3.602250719010172825e-02
1.377700000000000045e+03,2.777449645891529317e-01,6.587116376212016622e-01,3.154729614111604352e-01,3.541756123964949488e-03,3.119312052871954788e-01,1.103380003302436296e-01,0.000000000000000000e+00,6.534082975367066914e-13,1.763623701059575377e-12,7.204780890851406050e-02,5.000000000000000000e+00,3.602390445425703025e-02
1.377800000000000182e+03,4.140305413901942955e-01,6.586113643482056634e-01,3.155113732563206153e-01,3.854694508000917896e-03,3.116566787483197043e-01,1.103210571388816702e-01,0.000000000000000000e+00,6.534684020087077762e-13,1.763628926444387418e-12,7.204973083022973845e-02,1.200000000000000000e+01,3.602486541511486923e-02
1.377900000000000091e+03,5.374797140329845568e-01,6.585572846659827340e-01,3.155321816356569942e-01,4.159117061776483604e-03,3.113730645738805314e-01,1.103120284682276159e-01,0.000000000000000000e+00,6.535664375737949456e-13,1.762893259107323200e-12,7.205072741274291814e-02,1.200000000000000000e+01,3.602536370637145907e-02
1.378000000000000000e+03,6.095510469182269242e-01,6.585604536893772121e-01,3.155330143132104026e-01,4.368497959718455580e-03,3.111645163534919600e-01,1.103091491016812142e-01,0.000000000000000000e+00,6.536087009666387358e-13,1.726065868619864026e-12,7.205102216102192425e-02,1.200000000000000000e+01,3.602551108051096213e-02
1.378100000000000136e+03,6.164325484404671318e-01,6.586104746852937675e-01,3.155133297761252287e-01,4.419597763511859574e-03,3.110937320126133665e-01,1.103088270436541202e-01,0.000000000000000000e+00,6.536544142178455895e-13,1.725925059125171637e-12,7.205104435721389200e-02,1.200000000000000000e+01,3.602552217860694600e-02
1.378200000000000045e+03,5.567507005824223754e-01,6.586816560226841366e-01,3.154746123023856041e-01,4.281974803989515611e-03,3.111926374983960963e-01,1.103067126891645877e-01,0.000000000000000000e+00,6.536589603523607141e-13,1.762475900287908769e-12,7.205130030444213685e-02,1.200000000000000000e+01,3.602565015222106842e-02
1.378300000000000182e+03,4.419358852182803110e-01,6.587440832102372523e-01,3.154202732466186987e-01,3.959447013279411044e-03,3.114608262333392608e-01,1.102989920199577423e-01,0.000000000000000000e+00,6.537669375703855772e-13,1.725984885814269805e-12,7.205222575403720520e-02,1.200000000000000000e+01,3.602611287701860260e-02
1.378400000000000091e+03,2.933079796407219719e-01,6.587749317197576504e-01,3.153552619464000673e-01,3.484506372788246514e-03,3.118707555736118242e-01,1.102835189759026335e-01,0.000000000000000000e+00,6.538172072527797250e-13,1.762993437067400805e-12,7.205406014696563721e-02,1.200000000000000000e+01,3.602703007348281861e-02
1.378500000000000000e+03,3.311646685905126897e-01,6.587657662970807237e-01,3.152854545695907840e-01,2.908329034420314985e-03,3.123771255351704967e-01,1.102604514965286192e-01,0.000000000000000000e+00,6.538893902785410805e-13,1.726059790905142404e-12,7.205677599828011481e-02,9.000000000000000000e+00,3.602838799914005741e-02
1.378600000000000136e+03,3.843863479022798790e-01,6.587235950345218249e-01,3.152169374053395146e-01,2.289650055241183868e-03,3.129272873500983376e-01,1.102322037151548806e-01,0.000000000000000000e+00,6.539224891539980478e-13,1.725992101676117327e-12,7.206008392830826059e-02,9.000000000000000000e+00,3.603004196415413030e-02
1.378700000000000045e+03,3.699118081168528693e-01,6.586660810899934715e-01,3.151553195844104538e-01,1.685367415254060419e-03,3.134699521691564073e-01,1.102027289697556228e-01,0.000000000000000000e+00,6.539723962420038325e-13,1.762335443734864106e-12,7.206351537070711244e-02,9.000000000000000000e+00,3.603175768535355622e-02
1.378800000000000182e+03,2.920198231344117712e-01,6.586135007765105964e-01,3.151051944919877057e-01,1.144605983599084054e-03,3.139605885083885939e-01,1.101763457642837285e-01,0.000000000000000000e+00,6.539946929191026349e-13,1.725497893591875080e-12,7.206656206376131635e-02,9.000000000000000000e+00,3.603328103188065817e-02
1.378900000000000091e+03,3.526832471235853417e-01,6.585810053822687138e-01,3.150698244192853270e-01,7.065761025069339230e-04,3.143632483167784208e-01,1.101564544104932236e-01,0.000000000000000000e+00,6.540261823429629804e-13,1.761623223404370783e-12,7.206883068420316674e-02,5.000000000000000000e+00,3.603441534210158337e-02
1.379000000000000000e+03,4.845940048925682642e-01,6.585742141021813101e-01,3.150510626251295521e-01,4.013612390711407407e-04,3.146497013860584113e-01,1.101445257082309531e-01,0.000000000000000000e+00,6.541272456537096154e-13,1.725171757801885152e-12,7.207016273065282308e-02,5.000000000000000000e+00,3.603508136532641154e-02
1.379100000000000136e+03,5.741893273979394863e-01,6.585894326119863251e-01,3.150494684367285414e-01,2.520725872467710627e-04,3.147973958494817426e-01,1.101396633575340844e-01,0.000000000000000000e+00,6.541383609059233399e-13,1.724445127020257381e-12,7.207068063889604526e-02,5.000000000000000000e+00,3.603534031944802263e-02
1.379200000000000045e+03,6.049856675746674295e-01,6.586176521520156202e-01,3.150645307924384575e-01,2.767125086740040985e-04,3.147878182837644534e-01,1.101388711334920639e-01,0.000000000000000000e+00,6.542157665505108925e-13,1.760747098634875812e-12,7.207074740997590490e-02,5.000000000000000000e+00,3.603537370498795245e-02
1.379300000000000182e+03,5.711830266053028460e-01,6.586499069907206794e-01,3.150949043640668412e-01,4.885014739005044682e-04,3.146064028901663367e-01,1.101379450310111668e-01,0.000000000000000000e+00,6.542660489318371381e-13,1.724191940834315425e-12,7.207085607409699501e-02,5.000000000000000000e+00,3.603542803704849751e-02
1.379400000000000091e+03,4.791402303020103615e-01,6.586812335041192235e-01,3.151385818392945515e-01,8.941414173398998244e-04,3.142444404219546517e-01,1.101327237612549637e-01,0.000000000000000000e+00,6.543410309634778496e-13,1.760691239699661011e-12,7.207148468945270836e-02,5.000000000000000000e+00,3.603574234472635418e-02
1.379500000000000000e+03,3.457608683638870306e-01,6.587114514174362556e-01,3.151929685506811296e-01,1.490286060251533318e-03,3.137026824904295963e-01,1.101203249105402182e-01,0.000000000000000000e+00,6.543622751189317006e-13,1.724277453325233490e-12,7.207295822445197730e-02,5.000000000000000000e+00,3.603647911222598865e-02
1.379600000000000136e+03,2.963246575458805543e-01,6.587427445213475119e-01,3.152548769479129875e-01,2.259179489801588225e-03,3.129956974581113993e-01,1.100999998709519256e-01,0.000000000000000000e+00,6.544407243312554746e-13,1.760817591198741324e-12,7.207535404716451655e-02,9.000000000000000000e+00,3.603767702358225827e-02
1.379700000000000045e+03,3.714086783374996870e-01,6.587757029971328393e-01,3.153205014879022494e-01,3.164882394636137075e-03,3.121556190932661123e-01,1.100733549841539094e-01,0.000000000000000000e+00,6.544897879078078671e-13,1.760777846312890954e-12,7.207847694894607693e-02,9.000000000000000000e+00,3.603923847447303846e-02
1.379800000000000182e+03,3.824238050975632408e-01,6.588063122722529474e-01,3.153854551096124115e-01,4.151654182588844499e-03,3.112338009270235739e-01,1.100438741630025141e-01,0.000000000000000000e+00,6.545536236795249434e-13,1.724137906128366247e-12,7.208191339915041851e-02,9.000000000000000000e+00,3.604095669957520925e-02
1.379900000000000091e+03,3.261133707873897225e-01,6.588259377093848013e-01,3.154449393407769420e-01,5.145852590700071560e-03,3.102990867500768912e-01,1.100158843769362127e-01,0.000000000000000000e+00,6.546043706503108950e-13,1.760329137940249048e-12,7.208515310260070474e-02,9.000000000000000000e+00,3.604257655130035237e-02
1.380000000000000000e+03,2.993617290243238416e-01,6.588248412731032566e-01,3.154940832807947571e-01,6.062133624981681790e-03,3.094319496558130544e-01,1.099932701646740563e-01,0.000000000000000000e+00,6.546261545363110944e-13,1.723540724287234015e-12,7.208774328505052065e-02,1.200000000000000000e+01,3.604387164252526032e-02
1.380100000000000136e+03,4.465343936192305296e-01,6.587978748482787861e-01,3.155284329468326932e-01,6.813821170813753186e-03,3.087146117760189434e-01,1.099783186355417219e-01,0.000000000000000000e+00,6.546990699258789379e-13,1.759964129178616423e-12,7.208942700381502922e-02,1.200000000000000000e+01,3.604471350190751461e-02
1.380200000000000045e+03,5.586880830601946846e-01,6.587496264558474479e-01,3.155445180115375448e-01,7.326195682613684083e-03,3.082183223289238772e-01,1.099710390085053280e-01,0.000000000000000000e+00,6.547640129352772643e-13,1.722819185493150236e-12,7.209022018708387269e-02,1.200000000000000000e+01,3.604511009354193635e-02
1.380300000000000182e+03,6.149178372889143596e-01,6.586961307251485431e-01,3.155403847251274096e-01,7.550363405894410136e-03,3.079900213192329761e-01,1.099691601479031999e-01,0.000000000000000000e+00,6.548550115287061345e-13,1.722613509471389941e-12,7.209040364614038854e-02,1.200000000000000000e+01,3.604520182307019427e-02
1.380400000000000091e+03,6.044298445664604280e-01,6.586614551966156750e-01,3.155159743124615890e-01,7.474633107161207483e-03,3.080413412053003563e-01,1.099688070205850215e-01,0.000000000000000000e+00,6.549409617300511421e-13,1.758909881531245403e-12,7.209043594252143028e-02,1.200000000000000000e+01,3.604521797126071514e-02
1.380500000000000000e+03,5.292981781263365049e-01,6.586696264376588061e-01,3.154732496608621539e-01,7.130267153174844365e-03,3.083429825076873243e-01,1.099656538306656856e-01,0.000000000000000000e+00,6.549676162134019050e-13,1.722506230227132753e-12,7.209081699015819356e-02,1.200000000000000000e+01,3.604540849507909678e-02
1.380600000000000136e+03,4.039192739845708369e-01,6.587346188326516083e-01,3.154160243603653657e-01,6.589286558723055423e-03,3.088267378016423259e-01,1.099562097242946096e-01,0.000000000000000000e+00,6.550188347118240715e-13,1.758989111995102215e-12,7.209194297692407549e-02,1.200000000000000000e+01,3.604597148846203775e-02
1.380700000000000045e+03,2.743048874832939577e-01,6.588524895360058364e-01,3.153495136705360968e-01,5.953656900738159286e-03,3.093958567697979167e-01,1.099388548308326830e-01,0.000000000000000000e+00,6.550392404818579396e-13,1.723045550141266808e-12,7.209399186521657510e-02,5.000000000000000000e+00,3.604699593260828755e-02
1.380800000000000182e+03,3.477913984148516824e-01,6.589994407092693018e-01,3.152796890318440015e-01,5.337335082809369080e-03,3.099423539490346324e-01,1.099143200236502166e-01,0.000000000000000000e+00,6.550821724157955921e-13,1.722633985667690315e-12,7.209687002388649735e-02,9.000000000000000000e+00,3.604843501194324867e-02
1.380900000000000091e+03,3.836466831139232481e-01,6.591375338597375011e-01,3.152125594390071672e-01,4.844744659256106090e-03,3.103678147797510611e-01,1.098854691886991253e-01,0.000000000000000000e+00,6.551490755017947616e-13,1.758924961570734656e-12,7.210023648843956467e-02,9.000000000000000000e+00,3.605011824421978234e-02
1.381000000000000000e+03,3.514448833848963227e-01,6.592267382989652758e-01,3.151535132278403539e-01,4.550608979343048754e-03,3.106029042484972913e-01,1.098564487894430064e-01,0.000000000000000000e+00,6.552242201348303203e-13,1.722315830406443082e-12,7.210360162801439377e-02,9.000000000000000000e+00,3.605180081400719688e-02
1.381100000000000136e+03,2.693210019565837610e-01,6.592392739780174038e-01,3.151068304363557337e-01,4.486174110246432534e-03,3.106206563261093012e-01,1.098314563202401062e-01,0.000000000000000000e+00,6.552400855037436747e-13,1.758337760757778985e-12,7.210647389648350281e-02,1.200000000000000000e+01,3.605323694824175140e-02
1.381200000000000045e+03,3.877220569384500215e-01,6.591709749939065333e-01,3.150754262579942289e-01,4.635501484969412056e-03,3.104399247730248446e-01,1.098134926534258260e-01,0.000000000000000000e+00,6.553146565039137757e-13,1.721613679606170259e-12,7.210850976161758963e-02,5.000000000000000000e+00,3.605425488080879481e-02
1.381300000000000182e+03,5.092164916036840960e-01,6.590451334448093057e-01,3.150608248891612062e-01,4.942962009688245395e-03,3.101178628794729608e-01,1.098034693759995378e-01,0.000000000000000000e+00,6.553719734783592504e-13,1.721251171712940991e-12,7.210961800016676970e-02,5.000000000000000000e+00,3.605480900008338485e-02
1.381400000000000091e+03,5.836120242978750650e-01,6.589067107901633857e-01,3.150633079112977741e-01,5.330000607325496853e-03,3.097333073039723050e-01,1.097999376556247353e-01,0.000000000000000000e+00,6.554263295477019496e-13,1.757327402806816940e-12,7.210998483248086399e-02,5.000000000000000000e+00,3.605499241624043200e-02
1.381500000000000000e+03,5.972291292065586843e-01,6.588081609836771158e-01,3.150821476179216374e-01,5.716580543436766693e-03,3.093655670744848707e-01,1.097995199320916382e-01,0.000000000000000000e+00,6.554815028651252458e-13,1.757159742462781971e-12,7.211001451016267605e-02,5.000000000000000000e+00,3.605500725508133802e-02
1.381600000000000136e+03,5.475715897071468108e-01,6.587913579605060299e-01,3.151158320379851552e-01,6.041322779637953166e-03,3.090745092583472298e-01,1.097979153933162644e-01,0.000000000000000000e+00,6.555328968496962612e-13,1.757126928047602017e-12,7.211020743370921693e-02,5.000000000000000000e+00,3.605510371685460846e-02
1.381700000000000045e+03,4.439384936871235698e-01,6.588720654651740727e-01,3.151622142581265162e-01,6.274735036828044121e-03,3.088874792212984444e-01,1.097911788885515272e-01,0.000000000000000000e+00,6.555691115762821948e-13,1.720827190997270194e-12,7.211101386097085175e-02,5.000000000000000000e+00,3.605550693048542588e-02
