t,pair,phi_plus,phi_minus,psi_plus,psi_minus,purity,svn,concurrence,psi_norm,ph03
0.0000,5_6_center_bell,1,0,0,0,1,1.60171325190746E-16,1,0.333333333333333,0
0.0000,4_5_adjacent,0.25,0.25,0.25,0.25,0.5,1,0,0.333333333333333,0
0.0000,0_1_far_edge,0.5,0,0.5,0,1,0,3.54919669236837E-21,1,0
0.1000,5_6_center_bell,0.916494417692357,0.0276060025686617,0.0371909417681871,0.0187086379707943,0.909476537248409,0.322893070367512,0.90539208149934,0.546532029396456,-6.21202417315437E-19
0.1000,4_5_adjacent,0.242111888109475,0.26817467469845,0.258454668153652,0.231258769038422,0.495027937278487,1.04539612933491,0.115927717648522,0.401611579325293,1
0.1000,0_1_far_edge,0.495049668023281,0.0049503319767186,0.495049668023281,0.00495033197671864,0.980296695245117,0.0904486473379372,0,0.986766112792095,5.62724099544922E-20
0.2000,5_6_center_bell,0.741148963730006,0.0721410586386618,0.12451256316511,0.0621974144662216,0.748241287686257,0.754206025087548,0.70826963807339,0.637461505293624,7.73785184370039E-19
0.2000,4_5_adjacent,0.237004529973362,0.306404362831188,0.270587786408956,0.186003320786493,0.489523379004484,1.08529823360703,0.203145756610747,0.451250081661077,-1
0.2000,0_1_far_edge,0.49019712879038,0.00980286981618247,0.490197129228758,0.00980287216467876,0.961172902009771,0.160270875548347,0,0.973728307543121,-3.1401667667904E-19
0.3000,5_6_center_bell,0.575483790690607,0.102550452308798,0.218550273279527,0.103415483721067,0.624255082379158,1.06191063835218,0.505421158365851,0.642338899712582,-3.28377191777625E-18
0.3000,4_5_adjacent,0.263412062497581,0.333171510242482,0.266234246831256,0.13718218042868,0.482162923097796,1.13933923808674,0.197059272818565,0.462275777204838,-1
0.3000,0_1_far_edge,0.485435386988634,0.0145645378203027,0.485435376107939,0.0145646990831234,0.9425900487933,0.222098579097377,0,0.960869635290786,-1.24196162815472E-18
0.4000,5_6_center_bell,0.472543600142303,0.108281146531629,0.297846538271979,0.121328715054089,0.575740283661438,1.18860124635148,0.369703762977029,0.639520178815886,3.55285316984253E-18
0.4000,4_5_adjacent,0.322203263994684,0.329294304832867,0.245071001809049,0.1034314293634,0.475601580364183,1.20734978309819,0.114051442670094,0.442729011711559,1
0.4000,0_1_far_edge,0.48072885295151,0.0192701536469482,0.480728148791213,0.0192728446103285,0.924399660638807,0.279030486191659,0,0.948094151945871,-1.16855077796026E-20
