N,topo,Qstar,Q,delta,signedDelta,imMax,rigidity,K,rate
4,star,1.878584,1.991669,0.113085,0.113085,1.245375185e-15,0.800546191,1.5604,1.260590155
4,star,1.878584,2.005481,0.126898,0.126898,7.910349987e-16,0.805424344,1.5415,1.253157543
4,star,1.878584,2.02098,0.142397,0.142397,3.478880481e-16,0.805370021,1.5417,1.244901299
4,star,1.878584,2.038373,0.159789,0.159789,8.996963203e-16,0.789843598,1.6029,1.235741975
4,star,1.878584,2.057889,0.179305,0.179305,5.457992321e-16,0.722956157,1.9133,1.225595531
4,star,1.878584,2.079789,0.201205,0.201205,1.779610963e-16,0.812837956,1.5135,1.214373902
4,star,1.878584,2.104364,0.22578,0.22578,8.072427275e-16,0.814349225,1.5079,1.201985852
4,star,1.878584,2.13194,0.253356,0.253356,3.068724135e-16,0.825517946,1.4674,1.188338138
4,star,1.878584,2.162885,0.284301,0.284301,6.603875433e-16,0.822111585,1.4796,1.173337065
4,star,1.878584,2.197609,0.319025,0.319025,3.331074303e-16,0.836245174,1.43,1.156890438
4,star,1.878584,2.236574,0.35799,0.35799,2.220446378e-16,0.53508747,3.4926,1.13890997
4,star,1.878584,2.280298,0.401714,0.401714,1.394283994e-16,0.8351358,1.4338,1.119314138
4,star,1.878584,2.329363,0.450779,0.450779,6.676040575e-18,0.839215615,1.4199,1.098031462
4,star,1.878584,2.384421,0.505837,0.505837,3.674070412e-16,0.848434921,1.3892,1.075004159
4,star,1.878584,2.446203,0.567619,0.567619,5.51259245e-16,0.866439871,1.3321,1.050192053
4,star,1.878584,2.515531,0.636947,0.636947,8.8550495e-17,0.87513017,1.3057,1.023576585
4,star,1.878584,2.593326,0.714743,0.714743,8.035657972e-17,0.852151658,1.3771,0.995164714
4,star,1.878584,2.680624,0.80204,0.80204,7.490196258e-17,0.887734504,1.2689,0.964992452
4,star,1.878584,2.778584,0.9,0.9,1.246832498e-16,0.862005812,1.3458,0.933127742
5,chain,2.372198,2.368198,0.004,-0.004,4.299410491e-15,0.065714761,231.5656,0.817202169
5,chain,2.372198,2.36771,0.004489,-0.004489,2.169636198e-15,0.068580749,212.6158,0.814867729
5,chain,2.372198,2.367161,0.005037,-0.005037,1.551899885e-15,0.071659682,194.7378,0.812366122
5,chain,2.372198,2.366546,0.005652,-0.005652,6.535688985e-16,0.074963362,177.9516,0.809689085
5,chain,2.372198,2.365856,0.006342,-0.006342,1.110223025e-16,0.078504132,162.2613,0.806828087
5,chain,2.372198,2.365081,0.007117,-0.007117,5.440092821e-15,0.082294932,147.6569,0.803774318
5,chain,2.372198,2.364212,0.007986,-0.007986,7.041861041e-16,0.086349342,134.1164,0.80051866
5,chain,2.372198,2.363237,0.008962,-0.008962,2.940359194e-15,0.090681638,121.6078,0.797051673
5,chain,2.372198,2.362142,0.010056,-0.010056,3.683242727e-15,0.095306841,110.091,0.793363568
5,chain,2.372198,2.360914,0.011284,-0.011284,7.771567021e-16,0.100240771,99.5202,0.789444196
5,chain,2.372198,2.359535,0.012663,-0.012663,1.026859356e-16,0.105500104,89.8451,0.78528302
5,chain,2.372198,2.357989,0.014209,-0.014209,1.610684955e-15,0.111102425,81.0127,0.780869103
5,chain,2.372198,2.356253,0.015945,-0.015945,6.081807905e-16,0.117066283,72.9687,0.776191089
5,chain,2.372198,2.354306,0.017892,-0.017892,3.046282844e-15,0.123411251,65.6584,0.771237188
5,chain,2.372198,2.352121,0.020078,-0.020078,1.386643889e-15,0.130157975,59.028,0.765995161
5,chain,2.372198,2.349668,0.02253,-0.02253,9.811567823e-16,0.137328232,53.025,0.760452307
5,chain,2.372198,2.346917,0.025282,-0.025282,8.497143923e-16,0.144944984,47.5985,0.754595449
5,chain,2.372198,2.343829,0.028369,-0.028369,2.798430984e-16,0.153032427,42.7005,0.748410923
5,chain,2.372198,2.340364,0.031834,-0.031834,2.065708784e-19,0.161616041,38.2852,0.741884565
5,chain,2.372198,2.336476,0.035723,-0.035723,2.411165682e-15,0.170722636,34.3098,0.735001702
5,chain,2.372198,2.332112,0.040086,-0.040086,6.661338148e-16,0.180380395,30.7342,0.727747134
5,chain,2.372198,2.327216,0.044982,-0.044982,2.130101515e-16,0.190618906,27.5212,0.720105126
5,chain,2.372198,2.321722,0.050476,-0.050476,2.911588389e-15,0.201469189,24.6367,0.712059389
5,chain,2.372198,2.315557,0.056641,-0.056641,1.488851368e-15,0.21296372,22.049,0.703593061
5,chain,2.372198,2.308639,0.063559,-0.063559,8.837804868e-16,0.225136425,19.7292,0.694688688
5,chain,2.372198,2.300877,0.071322,-0.071322,1.521665315e-15,0.238022676,17.6508,0.685328194
5,chain,2.372198,2.292165,0.080033,-0.080033,2.668441173e-16,0.251659255,15.7897,0.675492846
5,chain,2.372198,2.28239,0.089808,-0.089808,8.315989326e-16,0.266084293,14.1241,0.665163211
5,chain,2.372198,2.271421,0.100777,-0.100777,1.221082084e-17,0.281337179,12.6341,0.654319107
5,chain,2.372198,2.259113,0.113085,-0.113085,1.520480559e-15,0.297458422,11.3018,0.642939527
5,chain,2.372198,2.245301,0.126898,-0.126898,6.033238053e-16,0.314489461,10.1109,0.631002561
5,chain,2.372198,2.229802,0.142397,-0.142397,4.108886549e-15,0.33247241,9.0467,0.618485288
5,chain,2.372198,2.212409,0.159789,-0.159789,7.027416719e-16,0.351449712,8.0961,0.605363648
5,chain,2.372198,2.192893,0.179305,-0.179305,4.070340499e-15,0.371463688,7.2472,0.591612276
5,chain,2.372198,2.170993,0.201205,-0.201205,9.561102089e-16,0.392555947,6.4893,0.577204307
5,chain,2.372198,2.146418,0.22578,-0.22578,1.070323932e-15,0.414766621,5.8129,0.562111127
5,chain,2.372198,2.118842,0.253356,-0.253356,1.335696338e-15,0.438133378,5.2094,0.546302075
5,chain,2.372198,2.087897,0.284301,-0.284301,2.03254673e-15,0.462690145,4.6711,0.529744068
5,chain,2.372198,2.053173,0.319025,-0.319025,1.122453546e-15,0.48846547,4.1911,0.51240115
5,chain,2.372198,2.014208,0.35799,-0.35799,1.469849241e-15,0.515480412,3.7634,0.494233925
5,chain,2.372198,1.970484,0.401714,-0.401714,2.243968702e-16,0.543745829,3.3823,0.475198874
5,chain,2.372198,1.921419,0.450779,-0.450779,8.829052709e-16,0.573258879,3.043,0.45524749
5,chain,2.372198,1.866361,0.505837,-0.505837,2.778857027e-15,0.603998518,2.7411,0.43432522
5,chain,2.372198,1.804579,0.567619,-0.567619,1.965372261e-15,0.635919687,2.4728,0.412370122
5,chain,2.372198,1.735251,0.636947,-0.636947,1.68994594e-15,0.66894579,2.2347,0.389311182
5,chain,2.372198,1.657456,0.714743,-0.714743,3.305380825e-15,0.702958957,2.0237,0.365066154
5,chain,2.372198,1.570158,0.80204,-0.80204,1.808263628e-15,0.737787403,1.8371,0.339538772
5,chain,2.372198,1.472198,0.9,-0.9,4.874237269e-15,0.773188959,1.6727,0.312615088
5,chain,2.372198,2.376198,0.004,0.004,3.868251782e-02,0.044662843,501.311,0.871533037
5,chain,2.372198,2.376687,0.004489,0.004489,4.224955496e-02,0.04877955,420.2662,0.871366551
5,chain,2.372198,2.377235,0.005037,0.005037,4.592121229e-02,0.0530165,355.777,0.871179816
5,chain,2.372198,2.37785,0.005652,0.005652,4.971680467e-02,0.057395887,303.5557,0.870970381
5,chain,2.372198,2.37854,0.006342,0.006342,5.365408092e-02,0.061938077,260.6661,0.8707355
5,chain,2.372198,2.379315,0.007117,0.007117,5.774983166e-02,0.066662302,225.0295,0.8704721
5,chain,2.372198,2.380184,0.007986,0.007986,6.202030235e-02,0.071587134,195.1327,0.870176742
5,chain,2.372198,2.38116,0.008962,0.008962,6.648148393e-02,0.076730817,169.848,0.869845577
5,chain,2.372198,2.382254,0.010056,0.010056,7.11493235e-02,0.082111501,148.3174,0.869474301
5,chain,2.372198,2.383482,0.011284,0.011284,7.60398804e-02,0.087747415,129.8767,0.869058101
5,chain,2.372198,2.384861,0.012663,0.012663,8.116944369e-02,0.093656994,114.0039,0.8685916
5,chain,2.372198,2.386407,0.014209,0.014209,8.655462078e-02,0.099858969,100.2827,0.86806879
5,chain,2.372198,2.388143,0.015945,0.015945,9.221240373e-02,0.106372431,88.3775,0.867482966
5,chain,2.372198,2.39009,0.017892,0.017892,9.816021685e-02,0.113216871,78.0149,0.866826646
5,chain,2.372198,2.392276,0.020078,0.020078,1.044159479e-01,0.120412195,68.9698,0.866091493
5,chain,2.372198,2.394728,0.02253,0.02253,1.109979636e-01,0.12797872,61.0555,0.865268215
5,chain,2.372198,2.39748,0.025282,0.025282,1.179251099e-01,0.135937151,54.1157,0.864346476
5,chain,2.372198,2.400567,0.028369,0.028369,1.252166962e-01,0.144308529,48.0193,0.863314783
5,chain,2.372198,2.404032,0.031834,0.031834,1.328924611e-01,0.153114154,42.6549,0.862160374
5,chain,2.372198,2.407921,0.035723,0.035723,1.409725197e-01,0.162375482,37.9279,0.860869096
5,chain,2.372198,2.412284,0.040086,0.040086,1.494772887e-01,0.172113987,33.7573,0.859425278
5,chain,2.372198,2.41718,0.044982,0.044982,1.584273857e-01,0.18235098,30.0735,0.857811594
5,chain,2.372198,2.422674,0.050476,0.050476,1.678435009e-01,0.193107394,26.8165,0.856008927
5,chain,2.372198,2.428839,0.056641,0.056641,1.777462362e-01,0.204403509,23.9344,0.853996229
5,chain,2.372198,2.435757,0.063559,0.063559,1.881559067e-01,0.216258623,21.3822,0.851750377
5,chain,2.372198,2.44352,0.071322,0.071322,1.990923015e-01,0.228690656,19.1207,0.849246045
5,chain,2.372198,2.452231,0.080033,0.080033,2.105743974e-01,0.24171568,17.1155,0.846455575
5,chain,2.372198,2.462006,0.089808,0.089808,2.226200201e-01,0.255347364,15.3369,0.843348871
5,chain,2.372198,2.472975,0.100777,0.100777,2.352454497e-01,0.269596322,13.7585,0.839893313
5,chain,2.372198,2.485284,0.113085,0.113085,2.484649634e-01,0.284469358,12.3575,0.836053714
5,chain,2.372198,2.499096,0.126898,0.126898,2.622903132e-01,0.299968595,11.1134,0.831792314
5,chain,2.372198,2.514595,0.142397,0.142397,2.76730135e-01,0.31609048,10.0087,0.82706884
5,chain,2.372198,2.531987,0.159789,0.159789,2.917892887e-01,0.332824651,9.0275,0.821840644
5,chain,2.372198,2.551503,0.179305,0.179305,3.074681301e-01,0.350152672,8.1561,0.816062933
5,chain,2.372198,2.573403,0.201205,0.201205,3.237617218e-01,0.368046613,7.3823,0.809689123
5,chain,2.372198,2.597978,0.22578,0.22578,3.406589891e-01,0.386467499,6.6954,0.802671321
5,chain,2.372198,2.625554,0.253356,0.253356,3.581418395e-01,0.405363611,6.0857,0.79496098
5,chain,2.372198,2.656499,0.284301,0.284301,3.761842633e-01,0.424668657,5.545,0.786509728
5,chain,2.372198,2.691223,0.319025,0.319025,3.947514444e-01,0.444299846,5.0658,0.777270407
5,chain,2.372198,2.730188,0.35799,0.35799,4.137989159e-01,0.464155863,4.6416,0.767198327
5,chain,2.372198,2.773913,0.401714,0.401714,4.332718002e-01,0.484114809,4.2668,0.75625275
5,chain,2.372198,2.822977,0.450779,0.450779,4.531041816e-01,0.50403214,3.9363,0.744398594
5,chain,2.372198,2.878035,0.505837,0.505837,4.732186578e-01,0.52373867,3.6456,0.731608349
5,chain,2.372198,2.939817,0.567619,0.567619,4.935261183e-01,0.543038742,3.3911,0.717864166
5,chain,2.372198,3.009145,0.636947,0.636947,5.139257853e-01,0.561708667,3.1694,0.703160063
5,chain,2.372198,3.086941,0.714743,0.714743,5.343055383e-01,0.579495664,2.9778,0.687504168
5,chain,2.372198,3.174238,0.80204,0.80204,5.545425095e-01,0.596117603,2.8141,0.670920898
5,chain,2.372198,3.272198,0.9,0.9,5.745038937e-01,0.611264161,2.6763,0.653452918
5,ring,2.372198,2.368198,0.004,-0.004,1.293600495e+00,0.617450248,2.623,1.260250916
5,ring,2.372198,2.36771,0.004489,-0.004489,1.293520576e+00,0.612836552,2.6626,1.260480703
5,ring,2.372198,2.367161,0.005037,-0.005037,1.293430784e+00,0.614970008,2.6442,1.260738671
5,ring,2.372198,2.366546,0.005652,-0.005652,1.293329884e+00,0.615174831,2.6424,1.261028291
5,ring,2.372198,2.365856,0.006342,-0.006342,1.293216483e+00,0.617159355,2.6255,1.261353468
5,ring,2.372198,2.365081,0.007117,-0.007117,1.293089006e+00,0.613411102,2.6576,1.26171859
5,ring,2.372198,2.364212,0.007986,-0.007986,1.292945677e+00,0.588856033,2.8839,1.262128597
5,ring,2.372198,2.363237,0.008962,-0.008962,1.292784484e+00,0.617031419,2.6265,1.262589048
5,ring,2.372198,2.362142,0.010056,-0.010056,1.292603153e+00,0.57920984,2.9808,1.263106198
5,ring,2.372198,2.360914,0.011284,-0.011284,1.292399105e+00,0.546445847,3.3489,1.263687095
5,ring,2.372198,2.359535,0.012663,-0.012663,1.292169415e+00,0.613420468,2.6576,1.264339676
5,ring,2.372198,2.357989,0.014209,-0.014209,1.291910762e+00,0.616144963,2.6341,1.26507289
5,ring,2.372198,2.356253,0.015945,-0.015945,1.291619369e+00,0.61585532,2.6366,1.265896831
5,ring,2.372198,2.354306,0.017892,-0.017892,1.291290931e+00,0.614329521,2.6497,1.266822888
5,ring,2.372198,2.352121,0.020078,-0.020078,1.290920537e+00,0.614812186,2.6455,1.267863925
5,ring,2.372198,2.349668,0.02253,-0.02253,1.290502573e+00,0.600171596,2.7762,1.269034484
5,ring,2.372198,2.346917,0.025282,-0.025282,1.290030605e+00,0.607030998,2.7138,1.270351013
5,ring,2.372198,2.343829,0.028369,-0.028369,1.289497245e+00,0.605863875,2.7243,1.271832142
5,ring,2.372198,2.340364,0.031834,-0.031834,1.288893982e+00,0.612399622,2.6664,1.273498992
5,ring,2.372198,2.336476,0.035723,-0.035723,1.288210991e+00,0.611017002,2.6785,1.275375541
5,ring,2.372198,2.332112,0.040086,-0.040086,1.287436888e+00,0.594073334,2.8335,1.277489053
5,ring,2.372198,2.327216,0.044982,-0.044982,1.286558438e+00,0.604926467,2.7327,1.279870577
5,ring,2.372198,2.321722,0.050476,-0.050476,1.285560193e+00,0.60252805,2.7545,1.282555543
5,ring,2.372198,2.315557,0.056641,-0.056641,1.284424052e+00,0.599709571,2.7805,1.285584466
5,ring,2.372198,2.308639,0.063559,-0.063559,1.2831287e+00,0.60582804,2.7246,1.289003793
5,ring,2.372198,2.300877,0.071322,-0.071322,1.281648914e+00,0.593560004,2.8384,1.292866922
5,ring,2.372198,2.292165,0.080033,-0.080033,1.279954686e+00,0.594646342,2.828,1.297235439
5,ring,2.372198,2.28239,0.089808,-0.089808,1.278010097e+00,0.600162382,2.7763,1.302180644
5,ring,2.372198,2.271421,0.100777,-0.100777,1.275771876e+00,0.59800024,2.7964,1.307785429
5,ring,2.372198,2.259113,0.113085,-0.113085,1.273187533e+00,0.588387173,2.8885,1.314146644
5,ring,2.372198,2.245301,0.126898,-0.126898,1.270192906e+00,0.592622701,2.8474,1.321378097
5,ring,2.372198,2.229802,0.142397,-0.142397,1.266708928e+00,0.58139628,2.9584,1.329614405
5,ring,2.372198,2.212409,0.159789,-0.159789,1.262637307e+00,0.574642464,3.0283,1.339016045
5,ring,2.372198,2.192893,0.179305,-0.179305,1.257854686e+00,0.576824367,3.0055,1.349776051
5,ring,2.372198,2.170993,0.201205,-0.201205,2.209459145e-16,0.572394195,3.0522,1.36195718
5,ring,2.372198,2.146418,0.22578,-0.22578,1.817463941e-15,0.444584881,5.0593,1.373362343
5,ring,2.372198,2.118842,0.253356,-0.253356,1.717071309e-16,0.551482197,3.288,1.386144288
5,ring,2.372198,2.087897,0.284301,-0.284301,1.739927646e-15,0.510698131,3.8342,1.400418453
5,ring,2.372198,2.053173,0.319025,-0.319025,7.355227538e-16,0.514625427,3.7759,1.416265428
5,ring,2.372198,2.014208,0.35799,-0.35799,6.106226636e-16,0.337554899,8.7763,1.433684535
5,ring,2.372198,1.970484,0.401714,-0.401714,2.664339386e-15,0.477100578,4.3932,1.452502115
5,ring,2.372198,1.921419,0.450779,-0.450779,1.262011329e-15,0.438392768,5.2032,1.472185825
5,ring,2.372198,1.866361,0.505837,-0.505837,1.008947031e-15,0.400212227,6.2434,1.491455598
5,ring,2.372198,1.804579,0.567619,-0.567619,1.276756478e-15,0.36830026,7.3722,1.507438288
5,ring,2.372198,1.735251,0.636947,-0.636947,4.440892099e-16,0.309433588,10.444,1.513809569
5,ring,2.372198,1.657456,0.714743,-0.714743,9.197073531e-16,0.267157558,14.0109,1.497210143
5,ring,2.372198,1.570158,0.80204,-0.80204,1.528551963e-15,0.220301573,20.6046,1.435438737
5,ring,2.372198,1.472198,0.9,-0.9,4.822531263e-16,0.277878145,12.9506,1.317324765
5,ring,2.372198,2.376198,0.004,0.004,1.294895911e+00,0.618940001,2.6104,1.256501787
5,ring,2.372198,2.376687,0.004489,0.004489,1.294974218e+00,0.606809699,2.7158,1.256273656
5,ring,2.372198,2.377235,0.005037,0.005037,1.295061981e+00,0.61900658,2.6098,1.256017775
5,ring,2.372198,2.37785,0.005652,0.005652,1.295160325e+00,0.618268228,2.6161,1.255730782
5,ring,2.372198,2.37854,0.006342,0.006342,1.295270509e+00,0.60147217,2.7642,1.255408914
5,ring,2.372198,2.379315,0.007117,0.007117,1.295393933e+00,0.619964456,2.6018,1.255047957
5,ring,2.372198,2.380184,0.007986,0.007986,1.29553216e+00,0.618595834,2.6133,1.254643195
5,ring,2.372198,2.38116,0.008962,0.008962,1.295686927e+00,0.619743112,2.6036,1.254189349
5,ring,2.372198,2.382254,0.010056,0.010056,1.295860168e+00,0.621022591,2.5929,1.253680516
5,ring,2.372198,2.383482,0.011284,0.011284,1.296054028e+00,0.620146081,2.6002,1.253110093
5,ring,2.372198,2.384861,0.012663,0.012663,1.296270888e+00,0.621291024,2.5907,1.2524707
5,ring,2.372198,2.386407,0.014209,0.014209,1.296513386e+00,0.620580747,2.5966,1.251754093
5,ring,2.372198,2.388143,0.015945,0.015945,1.296784436e+00,0.618069909,2.6177,1.250951066
5,ring,2.372198,2.39009,0.017892,0.017892,1.297087256e+00,0.616109714,2.6344,1.250051345
5,ring,2.372198,2.392276,0.020078,0.020078,1.297425388e+00,0.620591911,2.5965,1.249043473
5,ring,2.372198,2.394728,0.02253,0.02253,1.297802725e+00,0.621129137,2.592,1.247914681
5,ring,2.372198,2.39748,0.025282,0.025282,1.298223528e+00,0.608534776,2.7004,1.246650752
5,ring,2.372198,2.400567,0.028369,0.028369,1.298692451e+00,0.622784369,2.5782,1.24523587
5,ring,2.372198,2.404032,0.031834,0.031834,1.299214557e+00,0.620271456,2.5992,1.243652458
5,ring,2.372198,2.407921,0.035723,0.035723,1.299795327e+00,0.620217431,2.5996,1.241881004
5,ring,2.372198,2.412284,0.040086,0.040086,1.300440671e+00,0.597778,2.7985,1.239899878
5,ring,2.372198,2.41718,0.044982,0.044982,1.301156919e+00,0.61727286,2.6245,1.237685135
5,ring,2.372198,2.422674,0.050476,0.050476,1.301950808e+00,0.621038739,2.5928,1.235210305
5,ring,2.372198,2.428839,0.056641,0.056641,1.30282945e+00,0.629048711,2.5272,1.232446185
5,ring,2.372198,2.435757,0.063559,0.063559,1.303800282e+00,0.631635147,2.5065,1.229360616
5,ring,2.372198,2.44352,0.071322,0.071322,1.304870991e+00,0.63155866,2.5071,1.225918261
5,ring,2.372198,2.452231,0.080033,0.080033,1.306049411e+00,0.632549693,2.4993,1.222080387
5,ring,2.372198,2.462006,0.089808,0.089808,1.307343385e+00,0.63417633,2.4865,1.217804648
5,ring,2.372198,2.472975,0.100777,0.100777,1.308760589e+00,0.635968169,2.4725,1.21304489
5,ring,2.372198,2.485284,0.113085,0.113085,1.310308311e+00,0.560367287,3.1846,1.207750976
5,ring,2.372198,2.499096,0.126898,0.126898,1.311993181e+00,0.637061059,2.464,1.201868642
5,ring,2.372198,2.514595,0.142397,0.142397,1.313820856e+00,0.633833003,2.4891,1.1953394
5,ring,2.372198,2.531987,0.159789,0.159789,1.315795647e+00,0.647481523,2.3853,1.188100502
5,ring,2.372198,2.551503,0.179305,0.179305,1.31792011e+00,0.643052046,2.4183,1.180084986
5,ring,2.372198,2.573403,0.201205,0.201205,1.320194603e+00,0.655738062,2.3256,1.171221814
5,ring,2.372198,2.597978,0.22578,0.22578,1.322616817e+00,0.661251158,2.287,1.161436142
5,ring,2.372198,2.625554,0.253356,0.253356,1.325181334e+00,0.665706972,2.2565,1.150649744
5,ring,2.372198,2.656499,0.284301,0.284301,1.327879212e+00,0.672582166,2.2106,1.138781627
5,ring,2.372198,2.691223,0.319025,0.319025,1.330697672e+00,0.629201122,2.5259,1.125748879
5,ring,2.372198,2.730188,0.35799,0.35799,1.333619917e+00,0.685613413,2.1274,1.111467802
5,ring,2.372198,2.773913,0.401714,0.401714,1.33662514e+00,0.633637334,2.4907,1.095855379
5,ring,2.372198,2.822977,0.450779,0.450779,1.339688771e+00,0.692536098,2.085,1.078831132
5,ring,2.372198,2.878035,0.505837,0.505837,1.342782995e+00,0.673771695,2.2028,1.060319411
5,ring,2.372198,2.939817,0.567619,0.567619,1.345877551e+00,0.715953164,1.9509,1.040252165
5,ring,2.372198,3.009145,0.636947,0.636947,1.348940791e+00,0.730132256,1.8758,1.018572171
5,ring,2.372198,3.086941,0.714743,0.714743,1.351940939e+00,0.728041013,1.8866,0.995236688
5,ring,2.372198,3.174238,0.80204,0.80204,1.354847459e+00,0.72394185,1.9081,0.970221416
5,ring,2.372198,3.272198,0.9,0.9,1.357632403e+00,0.764147426,1.7126,0.943524565
5,star,2.372198,2.368198,0.004,-0.004,6.727958235e-17,0.794377387,1.5847,0.906797393
5,star,2.372198,2.36771,0.004489,-0.004489,7.363901156e-16,0.595869493,2.8164,0.906942691
5,star,2.372198,2.367161,0.005037,-0.005037,3.48296779e-17,0.788837852,1.607,0.907105772
5,star,2.372198,2.366546,0.005652,-0.005652,9.992014536e-16,0.802089228,1.5544,0.907288818
5,star,2.372198,2.365856,0.006342,-0.006342,1.652324111e-15,0.385861591,6.7164,0.907494279
5,star,2.372198,2.365081,0.007117,-0.007117,3.324163861e-16,0.758004698,1.7404,0.907724908
5,star,2.372198,2.364212,0.007986,-0.007986,1.026956298e-15,0.792872108,1.5907,0.907983798
5,star,2.372198,2.363237,0.008962,-0.008962,1.445186485e-15,0.752520527,1.7659,0.908274425
5,star,2.372198,2.362142,0.010056,-0.010056,6.530956321e-16,0.754852956,1.755,0.908600695
5,star,2.372198,2.360914,0.011284,-0.011284,7.224476143e-16,0.781867213,1.6358,0.908966999
5,star,2.372198,2.359535,0.012663,-0.012663,1.268757345e-15,0.799441613,1.5647,0.909378275
5,star,2.372198,2.357989,0.014209,-0.014209,3.917240647e-15,0.79942317,1.5648,0.909840074
5,star,2.372198,2.356253,0.015945,-0.015945,5.551115125e-16,0.796540253,1.5761,0.910358644
5,star,2.372198,2.354306,0.017892,-0.017892,2.416469802e-15,0.794910251,1.5826,0.910941012
5,star,2.372198,2.352121,0.020078,-0.020078,2.037564796e-16,0.790355226,1.6009,0.911595091
5,star,2.372198,2.349668,0.02253,-0.02253,1.776356839e-15,0.799614493,1.564,0.912329786
5,star,2.372198,2.346917,0.025282,-0.025282,1.72270927e-15,0.780308246,1.6424,0.913155133
5,star,2.372198,2.343829,0.028369,-0.028369,5.124525294e-16,0.798657298,1.5678,0.91408244
5,star,2.372198,2.340364,0.031834,-0.031834,1.086904345e-15,0.768772708,1.692,0.915124455
5,star,2.372198,2.336476,0.035723,-0.035723,1.059644993e-15,0.782865209,1.6316,0.916295559
5,star,2.372198,2.332112,0.040086,-0.040086,2.523298789e-15,0.797311287,1.5731,0.917611984
5,star,2.372198,2.327216,0.044982,-0.044982,1.150881704e-15,0.784404222,1.6252,0.919092062
5,star,2.372198,2.321722,0.050476,-0.050476,1.396452398e-15,0.794289827,1.585,0.920756511
5,star,2.372198,2.315557,0.056641,-0.056641,3.387535402e-16,0.793423799,1.5885,0.922628761
5,star,2.372198,2.308639,0.063559,-0.063559,1.667530046e-15,0.793510598,1.5882,0.924735329
5,star,2.372198,2.300877,0.071322,-0.071322,9.187723271e-16,0.778627867,1.6495,0.927106255
5,star,2.372198,2.292165,0.080033,-0.080033,2.655110267e-15,0.761557807,1.7242,0.929775588
5,star,2.372198,2.28239,0.089808,-0.089808,1.581066335e-15,0.774803969,1.6658,0.932781962
5,star,2.372198,2.271421,0.100777,-0.100777,3.88578025e-16,0.784069403,1.6266,0.936169244
5,star,2.372198,2.259113,0.113085,-0.113085,2.678413047e-15,0.672932759,2.2083,0.939987277
5,star,2.372198,2.245301,0.126898,-0.126898,7.771561172e-16,0.75992042,1.7317,0.94429273
5,star,2.372198,2.229802,0.142397,-0.142397,1.344167269e-15,0.780299013,1.6424,0.949150052
5,star,2.372198,2.212409,0.159789,-0.159789,6.661338148e-16,0.679748633,2.1642,0.95463253
5,star,2.372198,2.192893,0.179305,-0.179305,4.739318746e-17,0.76943357,1.6891,0.960823441
5,star,2.372198,2.170993,0.201205,-0.201205,1.965224858e-15,0.731290788,1.8699,0.967817251
5,star,2.372198,2.146418,0.22578,-0.22578,1.038723279e-15,0.747535822,1.7895,0.975720749
5,star,2.372198,2.118842,0.253356,-0.253356,1.08213074e-15,0.582699384,2.9452,0.984653952
5,star,2.372198,2.087897,0.284301,-0.284301,2.220446049e-16,0.475667759,4.4197,0.991810768
5,star,2.372198,2.053173,0.319025,-0.319025,7.788908407e-16,0.488051677,4.1983,0.988828594
5,star,2.372198,2.014208,0.35799,-0.35799,7.500044984e-16,0.230881609,18.7595,0.983774614
5,star,2.372198,1.970484,0.401714,-0.401714,4.116190549e-16,0.459118606,4.7441,0.975803569
5,star,2.372198,1.921419,0.450779,-0.450779,5.496905015e-16,0.146125854,46.8323,0.963847433
5,star,2.372198,1.866361,0.505837,-0.505837,4.440892099e-15,0.396714261,6.354,0.946674418
5,star,2.372198,1.804579,0.567619,-0.567619,1.603535013e-16,0.190535393,27.5454,0.923063407
5,star,2.372198,1.735251,0.636947,-0.636947,8.029194714e-16,0.388123103,6.6384,0.892083686
5,star,2.372198,1.657456,0.714743,-0.714743,9.937136824e-16,0.465447894,4.6159,0.85334867
5,star,2.372198,1.570158,0.80204,-0.80204,7.607255939e-16,0.517278429,3.7372,0.807049166
5,star,2.372198,1.472198,0.9,-0.9,1.711310477e-15,0.309634002,10.4304,0.753710562
5,star,2.372198,2.376198,0.004,0.004,6.416816568e-16,0.799149851,1.5658,0.904422566
5,star,2.372198,2.376687,0.004489,0.004489,4.422291189e-16,0.802760556,1.5518,0.904277806
5,star,2.372198,2.377235,0.005037,0.005037,8.326672685e-16,0.782862443,1.6317,0.904115403
5,star,2.372198,2.37785,0.005652,0.005652,1.054711873e-15,0.800843232,1.5592,0.90393321
5,star,2.372198,2.37854,0.006342,0.006342,9.159339953e-16,0.77962536,1.6452,0.903728824
5,star,2.372198,2.379315,0.007117,0.007117,4.524150877e-16,0.678456401,2.1725,0.903499548
5,star,2.372198,2.380184,0.007986,0.007986,1.349094246e-15,0.804060155,1.5468,0.903242362
5,star,2.372198,2.38116,0.008962,0.008962,1.977090465e-15,0.681445289,2.1535,0.90295388
5,star,2.372198,2.382254,0.010056,0.010056,2.127638343e-15,0.80113399,1.5581,0.902630312
5,star,2.372198,2.383482,0.011284,0.011284,2.636779683e-16,0.800694098,1.5598,0.90226741
5,star,2.372198,2.384861,0.012663,0.012663,1.102172834e-15,0.799990343,1.5625,0.901860417
5,star,2.372198,2.386407,0.014209,0.014209,2.498218646e-15,0.803224573,1.55,0.901404011
5,star,2.372198,2.388143,0.015945,0.015945,7.228603477e-16,0.626454323,2.5481,0.900892232
5,star,2.372198,2.39009,0.017892,0.017892,3.347691048e-15,0.782522124,1.6331,0.900318415
