N,topo,sector,Q,pc,pr,imMax,rigidity,rate
6,ring,0_1,5.17627,0,1,2e+00,1,0.38637852
6,ring,0_1,5.2678,0,1,2e+00,1,0.37966538
6,ring,0_1,5.35932,0,1,1e+00,0.991618177,0.373181531
6,ring,0_1,5.45085,0,1,2e+00,1,0.366915423
6,ring,0_1,5.54237,0,1,2e+00,1,0.360856269
6,ring,0_1,5.6339,0,1,1e+00,0.990127716,0.354993983
6,ring,0_1,5.72542,0,1,2e+00,1,0.349319124
6,ring,0_1,5.81695,0,1,1e+00,0.957436325,0.343822844
6,ring,0_1,5.90847,0,1,1e+00,0.999154647,0.338496845
6,ring,0_1,6,0,1,2e+00,1,0.333333333
6,ring,3_3,0.6,3,3,2.415321258e-15,0.909772218,0.307255115
6,ring,3_3,0.69153,3,3,9.575671685e-16,0.878907694,0.357162374
6,ring,3_3,0.78305,3,3,2.860125331e-15,0.841109036,0.408602071
6,ring,3_3,0.87458,3,3,2.858137367e-15,0.80467707,0.461985523
6,ring,3_3,0.9661,3,3,5.330292469e-15,0.761841408,0.517861953
6,ring,3_3,1.05763,3,3,1.934398788e-15,0.713789554,0.576998607
6,ring,3_3,1.14915,3,3,1.667397266e-15,0.658321504,0.640526673
6,ring,3_3,1.24068,3,3,1.553991766e-15,0.594621684,0.710232478
6,ring,3_3,1.3322,3,3,7.518930777e-15,0.513389785,0.789218194
6,ring,3_3,1.42373,3,3,5.181039665e-15,0.424893968,0.88372759
6,ring,3_3,1.51525,3,3,1.590978503e-15,0.309728434,1.010356833
6,ring,3_3,1.60678,3,3,5.940476529e-15,0.392478454,1.166665057
6,ring,3_3,1.69831,3,3,4.197393843e-15,0.350298147,1.218563463
6,ring,3_3,1.78983,3,3,5.164543135e-01,0.399643333,1.25099176
6,ring,3_3,1.88136,3,3,6.077296317e-01,0.472704561,1.200932584
6,ring,3_3,1.97288,3,3,6.748112036e-01,0.52195478,1.155440188
6,ring,3_3,2.06441,3,3,7.264636458e-01,0.562670887,1.113826677
6,ring,3_3,2.15593,3,3,7.673464267e-01,0.592325865,1.075527745
6,ring,3_3,2.24746,3,3,8.003071076e-01,0.62139632,1.0400799
6,ring,3_3,2.33898,3,3,8.272402162e-01,0.635931741,1.007102351
6,ring,3_3,2.43051,3,3,8.494796277e-01,0.66216664,0.976282205
6,ring,3_3,2.52203,3,3,8.68002435e-01,0.680790008,0.947362133
6,ring,3_3,2.61356,3,3,8.835450858e-01,0.696376913,0.920130016
6,ring,3_3,2.70508,3,3,8.966743809e-01,0.711481831,0.894410257
6,ring,3_3,2.79661,3,3,9.078334161e-01,0.717228045,0.870056576
6,ring,3_3,2.88814,3,3,9.173727301e-01,0.732259671,0.846946088
6,ring,3_3,2.97966,3,3,9.255722434e-01,0.749266682,0.824974529
6,ring,3_3,3.07119,3,3,9.326571935e-01,0.756263302,0.804052456
6,ring,3_3,3.16271,3,3,9.388099916e-01,0.757350806,0.784102249
6,ring,3_3,3.25424,3,3,9.441792109e-01,0.778790931,0.765055784
6,ring,3_3,3.34576,3,3,9.488864961e-01,0.789361317,0.746852636
6,ring,3_3,3.43729,3,3,9.530319339e-01,0.798166951,0.729438684
6,ring,3_3,3.52881,3,3,9.566982607e-01,0.801083258,0.712765048
6,ring,3_3,3.62034,3,3,9.599541829e-01,0.814021777,0.69678726
6,ring,3_3,3.71186,3,3,9.628570104e-01,0.817085664,0.681464618
6,ring,3_3,3.80339,3,3,9.654547555e-01,0.825726197,0.666759683
6,ring,3_3,3.89492,3,3,9.677878138e-01,0.82945799,0.652637877
6,ring,3_3,3.98644,3,3,9.698903154e-01,0.841965255,0.639067154
6,ring,3_3,4.07797,3,3,9.717912148e-01,0.84632709,0.626017739
6,ring,3_3,4.16949,3,3,9.735151744e-01,0.83041459,0.613461902
6,ring,3_3,4.26102,3,3,9.750832834e-01,0.857717789,0.601373771
6,ring,3_3,4.35254,3,3,9.765136439e-01,0.863822915,0.589729169
6,ring,3_3,4.44407,3,3,9.778218518e-01,0.867495892,0.57850548
6,ring,3_3,4.53559,3,3,9.79021392e-01,0.866708336,0.567681515
6,ring,3_3,4.62712,3,3,9.801239648e-01,0.876267065,0.557237411
6,ring,3_3,4.71864,3,3,9.811397565e-01,0.88236505,0.547154525
6,ring,3_3,4.81017,3,3,9.820776641e-01,0.884183777,0.537415351
6,ring,3_3,4.90169,3,3,9.829454834e-01,0.882034202,0.528003434
6,ring,3_3,4.99322,3,3,9.837500656e-01,0.890748726,0.518903296
6,ring,3_3,5.08475,3,3,9.844974502e-01,0.892814662,0.510100371
6,ring,3_3,5.17627,3,3,9.851929755e-01,0.899800716,0.50158094
6,ring,3_3,5.2678,3,3,9.858413737e-01,0.903649272,0.493332075
6,ring,3_3,5.35932,3,3,9.864468506e-01,0.906070307,0.485341584
6,ring,3_3,5.45085,3,3,9.870131536e-01,0.909309248,0.477597965
6,ring,3_3,5.54237,3,3,9.8754363e-01,0.912194974,0.470090358
6,ring,3_3,5.6339,3,3,9.880412767e-01,0.914827766,0.462808503
6,ring,3_3,5.72542,3,3,9.885087835e-01,0.916480759,0.455742703
6,ring,3_3,5.81695,3,3,9.889485693e-01,0.89156437,0.448883785
6,ring,3_3,5.90847,3,3,9.893628146e-01,0.916741567,0.442223072
6,ring,3_3,6,3,3,9.897534887e-01,0.924355807,0.435752346
6,star,0_1,0.6,0,1,7.355227538e-16,0.992311223,3.333333333
6,star,0_1,0.69153,0,1,2.236067977e+00,1,2.892156863
6,star,0_1,0.78305,0,1,2.236067977e+00,1,2.554112554
6,star,0_1,0.87458,0,1,7.320533069e-16,0.985628808,2.286821705
6,star,0_1,0.9661,0,1,2.236067977e+00,1,2.070175439
6,star,0_1,1.05763,0,1,0e+00,0.638162339,1.891025641
6,star,0_1,1.14915,0,1,2.236067977e+00,1,1.740412979
6,star,0_1,1.24068,0,1,2.236067977e+00,1,1.612021858
6,star,0_1,1.3322,0,1,0e+00,0.983313163,1.501272265
6,star,0_1,1.42373,0,1,1.838806885e-16,0.99569158,1.404761905
6,star,0_1,1.51525,0,1,5.447031715e-16,0.994003891,1.319910515
6,star,0_1,1.60678,0,1,2.236067977e+00,1,1.244725738
6,star,0_1,1.69831,0,1,0e+00,0.91180848,1.177644711
6,star,0_1,1.78983,0,1,2.236067977e+00,1,1.117424242
6,star,0_1,1.88136,0,1,2.236067977e+00,1,1.063063063
6,star,0_1,1.97288,0,1,0e+00,0.955330294,1.013745704
6,star,0_1,2.06441,0,1,2.236067977e+00,1,0.968801314
6,star,0_1,2.15593,0,1,1.665334537e-16,0.996271928,0.927672956
6,star,0_1,2.24746,0,1,2.236067977e+00,1,0.889894419
6,star,0_1,2.33898,0,1,0e+00,0.86105654,0.855072464
6,star,0_1,2.43051,0,1,1.942890293e-16,0.987905326,0.822873082
6,star,0_1,2.52203,0,1,2.236067977e+00,1,0.793010753
6,star,0_1,2.61356,0,1,2.236067977e+00,1,0.765239948
6,star,0_1,2.70508,0,1,0e+00,0.949709162,0.739348371
6,star,0_1,2.79661,0,1,0e+00,0.969556259,0.715151515
6,star,0_1,2.88814,0,1,2.236067977e+00,1,0.692488263
6,star,0_1,2.97966,0,1,0e+00,0.994553941,0.671217292
6,star,0_1,3.07119,0,1,2.236067977e+00,1,0.651214128
6,star,0_1,3.16271,0,1,0e+00,0.938933324,0.632368703
6,star,0_1,3.25424,0,1,0e+00,0.8,0.614583333
6,star,0_1,3.34576,0,1,2.236067977e+00,1,0.597771023
6,star,0_1,3.43729,0,1,2.236067977e+00,1,0.581854043
6,star,0_1,3.52881,0,1,2.236067977e+00,1,0.566762728
6,star,0_1,3.62034,0,1,0e+00,0.895172982,0.552434457
6,star,0_1,3.71186,0,1,2.236067977e+00,1,0.538812785
6,star,0_1,3.80339,0,1,0e+00,0.864177527,0.525846702
6,star,0_1,3.89492,0,1,0e+00,0.96986927,0.513489991
6,star,0_1,3.98644,0,1,0e+00,0.944395465,0.50170068
6,star,0_1,4.07797,0,1,2.236067977e+00,1,0.490440565
6,star,0_1,4.16949,0,1,0e+00,0.781600072,0.479674797
6,star,0_1,4.26102,0,1,0e+00,0.796948801,0.469371519
6,star,0_1,4.35254,0,1,0e+00,0.97145216,0.459501558
6,star,0_1,4.44407,0,1,2.236067977e+00,1,0.450038139
6,star,0_1,4.53559,0,1,0e+00,0.904673894,0.440956652
6,star,0_1,4.62712,0,1,2.236067977e+00,1,0.432234432
6,star,0_1,4.71864,0,1,2.236067977e+00,1,0.423850575
6,star,0_1,4.81017,0,1,0e+00,0.974882133,0.415785765
6,star,0_1,4.90169,0,1,2.236067977e+00,1,0.40802213
6,star,0_1,4.99322,0,1,2.236067977e+00,1,0.400543109
6,star,0_1,5.08475,0,1,0e+00,0.789959462,0.393333333
6,star,0_1,5.17627,0,1,0e+00,0.827123547,0.38637852
6,star,0_1,5.2678,0,1,0e+00,0.878851549,0.37966538
6,star,0_1,5.35932,0,1,2.236067977e+00,1,0.373181531
6,star,0_1,5.45085,0,1,0e+00,0.927791683,0.366915423
6,star,0_1,5.54237,0,1,2.236067977e+00,1,0.360856269
6,star,0_1,5.6339,0,1,2.236067977e+00,1,0.354993983
6,star,0_1,5.72542,0,1,0e+00,0.823156951,0.349319124
6,star,0_1,5.81695,0,1,2.236067977e+00,1,0.343822844
6,star,0_1,5.90847,0,1,0e+00,0.973328527,0.338496845
6,star,0_1,6,0,1,2.236067977e+00,1,0.333333333
6,star,3_3,0.6,3,3,4.017368849e-15,0.913671245,0.294262222
6,star,3_3,0.69153,3,3,2.295799438e-15,0.593400548,0.337454097
6,star,3_3,0.78305,3,3,3.159450947e-15,0.86247531,0.380223542
6,star,3_3,0.87458,3,3,2.775730529e-16,0.833186612,0.422689546
6,star,3_3,0.9661,3,3,1.742186408e-15,0.786156121,0.465020397
6,star,3_3,1.05763,3,3,2.900457652e-15,0.762483937,0.507434569
6,star,3_3,1.14915,3,3,1.086695837e-15,0.682827098,0.550203422
6,star,3_3,1.24068,3,3,2.127256166e-15,0.407699071,0.593657678
6,star,3_3,1.3322,3,3,3.132419107e-15,0.656644636,0.638200373
6,star,3_3,1.42373,3,3,7.929011067e-16,0.610858789,0.684330489
6,star,3_3,1.51525,3,3,8.19440002e-16,0.493734299,0.732684568
6,star,3_3,1.60678,3,3,1.550053353e-15,0.524732538,0.784110529
6,star,3_3,1.69831,3,3,5.495603972e-15,0.420210024,0.839804204
6,star,3_3,1.78983,3,3,4.810986204e-15,0.415126081,0.901582139
6,star,3_3,1.88136,3,3,6.919378265e-16,0.55804355,0.9644472
6,star,3_3,1.97288,3,3,5.455027706e-16,0.662214511,0.941434328
6,star,3_3,2.06441,3,3,6.498483735e-16,0.337256784,0.917957985
6,star,3_3,2.15593,3,3,4.086574829e-15,0.615996702,0.89444288
6,star,3_3,2.24746,3,3,1.15009456e-15,0.767199248,0.871183153
6,star,3_3,2.33898,3,3,6.256280216e-15,0.749443421,0.848378396
6,star,3_3,2.43051,3,3,2.073184289e-15,0.770989135,0.826160199
6,star,3_3,2.52203,3,3,4.135580767e-15,0.670875735,0.80461146
6,star,3_3,2.61356,3,3,3.26876113e-15,0.82020518,0.78378034
6,star,3_3,2.70508,3,3,3.774887033e-16,0.593020372,0.763690341
6,star,3_3,2.79661,3,3,1.678478027e-15,0.82512312,0.744347566
6,star,3_3,2.88814,3,3,2.179145646e-15,0.843121012,0.725745965
6,star,3_3,2.97966,3,3,3.522139178e-15,0.817092665,0.707871131
6,star,3_3,3.07119,3,3,1.42247325e-15,0.833724859,0.690703046
6,star,3_3,3.16271,3,3,8.596422185e-15,0.866764813,0.674218066
6,star,3_3,3.25424,3,3,1.720303587e-15,0.833925716,0.658390358
6,star,3_3,3.34576,3,3,2.125486169e-15,0.859689736,0.643192935
6,star,3_3,3.43729,3,3,6.910069373e-16,0.884405166,0.628598399
6,star,3_3,3.52881,3,3,2.243479577e-15,0.875604315,0.614579464
6,star,3_3,3.62034,3,3,3.552713679e-15,0.876048538,0.601109325
6,star,3_3,3.71186,3,3,1.139306748e-15,0.8793623,0.588161913
6,star,3_3,3.80339,3,3,5.551115123e-17,0.891772135,0.575712059
6,star,3_3,3.89492,3,3,1.817339682e-15,0.859193946,0.563735596
6,star,3_3,3.98644,3,3,4.231993515e-15,0.910682493,0.552209422
6,star,3_3,4.07797,3,3,1.19755551e-15,0.895480841,0.541111522
6,star,3_3,4.16949,3,3,6.938860023e-16,0.263141121,0.530420969
6,star,3_3,4.26102,3,3,2.793203152e-15,0.9056385,0.52011791
6,star,3_3,4.35254,3,3,1.64202419e-15,0.844066832,0.510183535
6,star,3_3,4.44407,3,3,1.702644644e-15,0.92431136,0.500600046
6,star,3_3,4.53559,3,3,1.415534356e-15,0.915838134,0.49135061
6,star,3_3,4.62712,3,3,4.072665579e-15,0.932451277,0.482419319
6,star,3_3,4.71864,3,3,3.305441045e-15,0.92744869,0.473791146
6,star,3_3,4.81017,3,3,2.461626823e-15,0.913468059,0.465451895
6,star,3_3,4.90169,3,3,2.327998914e-15,0.9345952,0.457388158
6,star,3_3,4.99322,3,3,1.232648085e-15,0.918503695,0.449587273
6,star,3_3,5.08475,3,3,2.581919054e-15,0.920866814,0.442037275
6,star,3_3,5.17627,3,3,1.759463614e-15,0.945381245,0.434726864
6,star,3_3,5.2678,3,3,2.066626317e-15,0.939972861,0.427645358
6,star,3_3,5.35932,3,3,7.179751958e-16,0.940473083,0.420782658
6,star,3_3,5.45085,3,3,3.060470011e-15,0.935041332,0.414129216
6,star,3_3,5.54237,3,3,1.054711873e-15,0.85614085,0.407675999
6,star,3_3,5.6339,3,3,1.439508777e-15,0.9499093,0.401414457
6,star,3_3,5.72542,3,3,2.657582813e-15,0.949821802,0.395336496
6,star,3_3,5.81695,3,3,4.385380947e-15,0.943917326,0.389434449
6,star,3_3,5.90847,3,3,1.544042489e-15,0.930546153,0.38370105
6,star,3_3,6,3,3,2.77628601e-16,0.924735876,0.378129411
