N,topo,Q,pc,pr,dn,route,frozen,imMax,nXy,rate,rigidity
7,ring,6.584596,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.30373921,0.949985178
7,ring,7.444602,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.268651036,0.999119165
7,ring,8.416932,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.237616273,0.994921776
7,ring,9.516257,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.210166668,0.99197357
7,ring,10.759163,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.185888062,0.999946793
7,ring,12.164404,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.164414138,0.998014525
7,ring,13.753182,0,1,1,UnfreezingSeEp,0,2e+00,1,0.145420898,1
7,ring,15.549467,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.12862177,0.999145573
7,ring,17.580364,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.11376329,0.998769112
7,ring,19.876513,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.100621272,0.997666165
7,ring,22.472559,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.088997429,0.998116007
7,ring,25.407672,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.078716382,0.995143677
7,ring,28.726136,0,1,1,UnfreezingSeEp,0,2e+00,1,0.069623008,1
7,ring,32.478021,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.061580108,0.998535201
7,ring,36.719934,0,1,1,UnfreezingSeEp,0,2e+00,1,0.054466329,1
7,ring,41.515878,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.048174339,0.980470694
7,ring,46.938215,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.042609204,0.991951577
7,ring,53.068756,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.037686958,0.998884063
7,ring,60,0,1,1,UnfreezingSeEp,0,2e+00,1,0.033333333,1
7,star,0.5,6,6,0,FrozenCommutant,1,7.285838599e-17,0.060431336,0.241725342,0.711510029
7,star,0.565304,1,1,0,FrozenCommutant,1,2.417770845e-17,0.07646391,0.270522975,0.295293313
7,star,0.639138,6,6,0,FrozenCommutant,1,3.369108965e-16,0.096427067,0.301740961,0.41947464
7,star,0.722615,6,6,0,FrozenCommutant,1,1.026956192e-15,0.121049412,0.335031511,0.224666361
7,star,0.816995,6,6,0,FrozenCommutant,1,2.220446049e-16,0.151014861,0.369683715,0.624181237
7,star,0.923702,6,6,0,FrozenCommutant,1,6.911746753e-17,0.186802528,0.40446509,0.780029464
7,star,1.044345,1,1,0,FrozenCommutant,1,1.006139616e-15,0.228437611,0.437475326,0.729967042
7,star,1.180746,1,1,0,FrozenCommutant,1,1.461504529e-16,0.275187588,0.466125064,0.392595794
7,star,1.334961,1,1,0,FrozenCommutant,1,8.881784197e-16,0.325343909,0.487420684,0.760212403
7,star,1.509319,1,1,0,FrozenCommutant,1,1.273178374e-16,0.376325695,0.4986695,0.592885999
7,star,1.706449,1,1,0,FrozenCommutant,1,7.771561172e-16,0.425240194,0.498391816,0.446195116
7,star,1.929327,6,6,0,FrozenCommutant,1,4.512853442e-16,0.469669458,0.486873991,0.575339596
7,star,2.181313,6,6,0,FrozenCommutant,1,4.479923377e-16,0.508203145,0.465960673,0.621006554
7,star,2.466212,6,6,0,FrozenCommutant,1,2.064320936e-16,0.54047064,0.438300214,0.554150666
7,star,2.788321,6,6,0,FrozenCommutant,1,7.316620196e-16,0.566834125,0.406577391,0.811548429
7,star,3.1525,1,1,0,FrozenCommutant,1,1.249000903e-16,0.588025772,0.373053619,0.830455587
7,star,3.564244,6,6,0,FrozenCommutant,1,9.887923813e-17,0.604884007,0.339417835,0.885501459
7,star,4.029766,6,6,0,FrozenCommutant,1,1.595945598e-16,0.618208255,0.306820955,0.629394157
7,star,4.556088,1,1,0,FrozenCommutant,1,1.484272774e-16,0.628697351,0.275981206,0.708163306
7,star,5.151153,1,1,0,FrozenCommutant,1,2.576064362e-16,0.636934398,0.247297794,0.877209735
7,star,5.823939,1,1,0,FrozenCommutant,1,1.832301672e-16,0.643393279,0.220947819,0.964088709
7,star,6.584596,1,1,0,FrozenCommutant,1,8.635883901e-17,0.648453256,0.19696068,0.765995817
7,star,7.444602,6,6,0,FrozenCommutant,1,4.083105382e-16,0.652415118,0.175271997,0.902526746
7,star,8.416932,1,1,0,FrozenCommutant,1,1.151422707e-16,0.655516132,0.1557613,0.844796926
7,star,9.516257,6,6,0,FrozenCommutant,1,2.254056317e-16,0.657942848,0.138277656,0.908720299
7,star,10.759163,6,6,0,FrozenCommutant,1,3.924811864e-16,0.65984165,0.122656686,0.842742831
7,star,12.164404,1,1,0,FrozenCommutant,1,2.428612866e-17,0.661327268,0.108731553,0.824649369
7,star,13.753182,1,1,0,FrozenCommutant,1,1.249000903e-16,0.662489558,0.096339826,0.92492047
7,star,15.549467,6,6,0,FrozenCommutant,1,4.163336342e-17,0.663398862,0.085327536,0.806674049
7,star,17.580364,6,6,0,FrozenCommutant,1,4.510281038e-17,0.664110233,0.075551365,0.90805786
7,star,19.876513,1,1,0,FrozenCommutant,1,1.994931997e-17,0.664666751,0.066879614,0.964007523
7,star,22.472559,6,6,0,FrozenCommutant,1,4.163336342e-17,0.665102122,0.059192379,0.763388346
7,star,25.407672,1,1,0,FrozenCommutant,1,5.627920725e-16,0.665442715,0.052381243,0.993651389
7,star,28.726136,1,1,0,FrozenCommutant,1,4.563135893e-17,0.665709164,0.046348675,0.853085395
7,star,32.478021,1,1,0,FrozenCommutant,1,7.285838599e-17,0.665917609,0.041007278,0.965482541
7,star,36.719934,6,6,0,FrozenCommutant,1,2.87964097e-16,0.666080676,0.036278969,0.838215421
7,star,41.515878,6,6,0,FrozenCommutant,1,2.604940619e-16,0.666208244,0.032094142,0.558157411
7,star,46.938215,6,6,0,FrozenCommutant,1,2.870967353e-16,0.666308041,0.028390855,0.797494474
7,star,53.068756,6,6,0,FrozenCommutant,1,3.053113318e-16,0.666386112,0.025114065,0.825622227
7,star,60,1,1,0,FrozenCommutant,1,1.301042607e-17,0.666447188,0.022214906,0.990960189
