label,site,alpha,beta,rmse,boundary
0.5,0,1.0586741212972681,-0.028777105776382733,0.007933377248811073,0
0.5,1,2.96849664796993,-3.9394831079178974,0.005608487693476664,0
0.5,2,2.511889472631495,-0.7925865816287345,0.004579527762479525,0
0.5,3,5.7691487321879285,-1.9830616496871474,0.006702764464191382,0
0.5,4,0.7010882391693274,0.25455358107550075,0.005786824122819913,0
0.5,5,0.9986841259069155,-1.4558077054098668,0.005181819025961889,0
0.5,6,0.807546216665117,-1.1623161416092147,0.0052867123059187815,0
2,0,0.7497270317301282,0.6174913467402142,0.005746777328132636,0
2,1,0.6794870202856215,0.924271873850623,0.004900412221889879,0
2,2,0.5022887839480658,0.19513028212735334,0.008790860428082643,0
2,3,0.18499176666184314,-0.9249588338260578,0.014077594101278453,0
2,4,1.294124212640751,-6.312112365769261,0.0071344889924974016,0
2,5,6.338496515132298,-5.828448516484585,0.013753474040923403,0
2,6,4.508476736458075,-1.5684849197834414,0.007727934479985301,0
