label,site,alpha,rmse,boundary
0.5,0,1.4875054655669657,0.008929724621861429,0
0.5,1,2.595843764600858,0.009941548884660218,0
0.5,2,1.9576024810219714,0.011073281620524813,0
0.5,3,1.0009355291593698,0.014360906890658495,0
0.5,4,0.27784648502838205,0.01085309119234472,0
0.5,5,0.5790753889078304,0.008923952473027727,0
0.5,6,0.8655876933377682,0.010339302849631787,0
2,0,0.5658896113146805,0.0068036525827842005,0
2,1,0.3335495207409337,0.009513067132335644,0
2,2,0.31418615178759823,0.016406145381239277,0
2,3,7.3922255443133045,0.0309327516153714,0
2,4,9.385688704308643,0.029299999180329835,0
2,5,0.7122778096939496,0.011254494535188276,0
2,6,0.7219637854752352,0.004471797702945543,0
