label,site,alpha,rmse,boundary
0.5,0,0.8655876933363906,0.010339302849631643,0
0.5,1,0.5790753889079339,0.008923952473027684,0
0.5,2,0.2778464850288932,0.010853091192344708,0
0.5,3,1.0009355291554247,0.01436090689065854,0
0.5,4,1.9576024823590215,0.01107328162052498,0
0.5,5,2.595843764584642,0.009941548884660369,0
0.5,6,1.487505465590285,0.008929724621861479,0
2,0,0.7219637854742496,0.004471797702945437,0
2,1,0.7122778097211115,0.011254494535188363,0
2,2,9.38568870679632,0.02929999918033015,0
2,3,7.392225093121961,0.03093275161537168,0
2,4,0.3141861517823823,0.016406145381239252,0
2,5,0.33354952073927085,0.00951306713233562,0
2,6,0.5658896113146344,0.006803652582784223,0
