label,site,alpha,beta,rmse,boundary
0.5,0,2.1960146654107384,-1.981553914677752,0.009739073350250706,0
0.5,1,5.559267231110247,-7.350676604528555,0.009577980144713099,0
0.5,2,4.529956648313763,-1.4978301069914222,0.010975748839875765,0
0.5,3,0.7435396740987441,0.3172328753365484,0.00678262528755364,0
0.5,4,1.8873824216738553,-10.0,0.00579783660883455,1
0.5,5,1.1451501176801127,-6.842385139765303,0.004318035754665762,0
0.5,6,0.745298263367631,-0.5197485842290497,0.010674268807197278,0
2,0,0.6273724510008365,0.6722879511240674,0.006480501593108985,0
2,1,0.48712698872733096,0.18500509772145257,0.0028285752297939875,0
2,2,0.5427590177124093,-2.5763740782422504,0.011329413403951757,0
2,3,0.15481935533563254,-0.5883135642046058,0.014979980750760447,0
2,4,6.195855402259616,-2.129755983160709,0.022756716783115548,0
2,5,9.336470082006281,-2.8852646512305617,0.02099114513964641,0
2,6,0.8530444645581631,0.5095720549995604,0.005596223668869995,0
