label,site,alpha,beta,rmse,boundary
0.5,0,1.7241985073630917,-0.7720899193776022,0.00837466431235602,0
0.5,1,3.3859875671099076,-1.7247969268944872,0.009529544851281217,0
0.5,2,2.0249294822071775,-0.3355933773920466,0.011027468424249304,0
0.5,3,2.3206987946504585,-10.0,0.008989163001636644,1
0.5,4,0.46458387307505755,-2.546756365885957,0.006445197261484265,0
0.5,5,0.41506717299836904,1.4978983080811072,0.005698606798969192,0
0.5,6,0.6460797657051102,1.1244401121512144,0.00585976086329579,0
2,0,0.5393046742118665,0.22134722529790918,0.006672903505177768,0
2,1,0.5258952788774185,-1.6828648924439045,0.005779887500488122,0
2,2,0.6192218852418702,-2.3497479190602624,0.011026727299347273,0
2,3,7.392224371103509,-7.79443783821554e-07,0.03093275160555142,0
2,4,12.368863632052834,-2.2073960798191226,0.029234552869580915,0
2,5,0.8480094650468964,-0.8480094608666603,0.010776490497736898,0
2,6,0.7018068268128305,0.11557133718119823,0.0044087452146096264,0
