label,site,alpha,beta,rmse,boundary
0.5,0,0.7452981278679598,-0.5197467448554237,0.01067426880719916,0
0.5,1,1.1451520792823033,-6.842381717533388,0.00431803575349803,0
0.5,2,1.8873823943352908,-10.0,0.005797836608834456,1
0.5,3,0.7435395849182412,0.3172328744068364,0.0067826252875550185,0
0.5,4,4.529946390677596,-1.4978329633255165,0.010975748839879285,0
0.5,5,5.559286366903423,-7.350712500962701,0.009577980144732092,0
0.5,6,2.196014769401134,-1.9815542885363628,0.00973907335025039,0
2,0,0.8530457099690725,0.5095651152083503,0.005596223668919004,0
2,1,9.336574861744579,-2.885323341189073,0.02099114513956493,0
2,2,6.195801976714722,-2.1297230236673874,0.022756716783102482,0
2,3,0.15507751986616702,-0.5892945854805252,0.014979989834258713,0
2,4,0.5427588433954242,-2.576372497702362,0.011329413403951962,0
2,5,0.4871270313023908,0.18500474236675324,0.0028285752297936423,0
2,6,0.627372444918661,0.6722879952968087,0.006480501593108962,0
