label,site,alpha,beta,rmse,boundary
0.5,0,1.0930915538392425,-0.8811019717414238,0.01638129247040452,0
0.5,1,11.981081034569888,0.01807050664139528,0.027760492926388224,0
0.5,2,9.505180607367864,-0.09416721094373204,0.028835380529818454,0
0.5,3,8.464241638431114,-0.6933169879795475,0.03730306668704022,0
0.5,4,7.566631794731374,0.22856726257250007,0.03280514002408477,0
0.5,5,11.986650542948825,0.01445538638693649,0.030003534637871598,0
0.5,6,4.919279686812992,-5.6160834898100385,0.03044483213496354,0
1.5,0,4.680232969058555,-5.072794649770214,0.02960979335863839,0
1.5,1,11.976033816133832,0.01808321064761994,0.034567596638303846,0
1.5,2,7.680725717176995,0.20597665005089844,0.034757485524379836,0
1.5,3,8.464132285897971,-0.694294569624261,0.03204844158302997,0
1.5,4,7.5756742320328945,0.22386344057962132,0.0320862943643489,0
1.5,5,11.979055981331387,0.018550730432286926,0.030671160502048538,0
1.5,6,4.8048413681747535,-6.2071553354812945,0.023880962021462702,0
2,0,1.189109960371156,0.17986879620142365,0.022185161091638213,0
2,1,11.979075482599354,0.014087219021431185,0.044948469642725704,0
2,2,8.490509413258774,0.14289508940648737,0.03330981481229084,0
2,3,8.461201975878726,-0.6937409893384923,0.03505184918767724,0
2,4,8.484324659863665,0.13967458326646504,0.025324846279574327,0
2,5,11.973717933204389,0.021446123827333487,0.034682161856606705,0
2,6,7.392846529264634,-10.0,0.02532240422993382,1
