label,site,alpha,beta,rmse,boundary
0.9,0,2.931015748000713,-0.3990384096952133,0.003234758464790604,0
0.9,1,0.9963124409868321,0.03031288909984176,0.0013564960863952143,0
0.9,2,0.8456440375814613,-0.09674078903644767,0.0025665962186864582,0
0.9,3,0.9973834357174077,-0.025116041465858382,0.0008576973698044046,0
0.9,4,0.7793136545193986,-8.126993137702945e-07,0.0022392260638058937,0
0.9,5,0.9863574294446511,-0.014517703990718838,0.001230150605162862,0
0.9,6,0.8263794083743687,-0.0719962042598957,0.003190810183959646,0
1,0,0.9999999975624195,0.0,3.841790470228092e-11,0
1,1,0.9999999975867676,0.0,9.061412798244413e-11,0
1,2,0.9999999951061133,0.0,6.979437012071782e-11,0
1,3,0.9999999975273892,0.0,9.588920005318793e-11,0
1,4,0.9999999951061144,0.0,6.979437626845703e-11,0
1,5,0.9999999975867678,0.0,9.061412605657505e-11,0
1,6,0.9999999975624189,0.0,3.8417910306391205e-11,0
1.1,0,0.653045071052972,-0.21857250735675865,0.0042020841070020175,0
1.1,1,0.9991169359495711,-0.011697536363981773,0.0012434159462463752,0
1.1,2,1.049313433281651,0.17806669988134158,0.0023411263710762568,0
1.1,3,1.0029511121879717,0.03061020127707219,0.0008438984773945104,0
1.1,4,1.3008342091562235,-0.08011324284129785,0.0017935702086047955,0
1.1,5,1.0057485782946458,0.02678963561295914,0.0011541834360482024,0
1.1,6,1.0791084368881358,0.12269683965531925,0.002911110694868615,0
