label,site,alpha,rmse,boundary
0.9,0,1.1543101458128424,0.0019475766000525841,0
0.9,1,1.1876044055438932,0.002583194910431647,0
0.9,2,0.938393641965403,0.0015863781785193,0
0.9,3,0.9119006517965375,0.0015084574330423972,0
0.9,4,1.0308035182453095,0.001494225222890316,0
0.9,5,0.9040583030719781,0.0022664063838553597,0
0.9,6,0.9606239328713357,0.001428437534255836,0
1,0,1.0000000474953183,7.794745689447505e-10,0
1,1,0.9999999966930426,7.033630793294561e-11,0
1,2,0.9999999981497428,5.929532380779443e-11,0
1,3,1.0000000844308978,1.4539227731084304e-09,0
1,4,0.999999998149743,5.929530246668996e-11,0
1,5,0.999999996693043,7.033629164613415e-11,0
1,6,1.0000000474953183,7.794745524156971e-10,0
1.1,0,0.8828719543054879,0.0024976828335424826,0
1.1,1,0.8751055004269563,0.0027709398489113024,0
1.1,2,1.0808815859524554,0.0020376739610658097,0
1.1,3,1.05805882825211,0.0014713929854989595,0
1.1,4,0.9800584132518615,0.0011947460335057247,0
1.1,5,1.1158711345463996,0.002313296257801294,0
1.1,6,1.0380076371099425,0.001602551260253195,0
