t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.352347,0.408681,0.409014,0.408942,0.408942
0.100000,0.304408,0.404570,0.406998,0.406473,0.406465
0.150000,0.266100,0.398212,0.405643,0.404064,0.404001
0.200000,0.236161,0.389174,0.405014,0.401790,0.401541
0.250000,0.213421,0.377392,0.404980,0.399769,0.399073
0.300000,0.196681,0.363087,0.405238,0.398155,0.396583
0.350000,0.184674,0.346685,0.405370,0.397108,0.394072
0.400000,0.176129,0.328756,0.404904,0.396763,0.391556
0.450000,0.169877,0.309958,0.403388,0.397192,0.389078
0.500000,0.164947,0.290995,0.400437,0.398376,0.386717
0.550000,0.160614,0.272572,0.395774,0.400186,0.384589
0.600000,0.156402,0.255355,0.389254,0.402388,0.382843
0.650000,0.152044,0.239917,0.380868,0.404652,0.381653
0.700000,0.147445,0.226678,0.370745,0.406595,0.381200
0.750000,0.142631,0.215852,0.359133,0.407808,0.381650
0.800000,0.137707,0.207411,0.346385,0.407906,0.383126
0.850000,0.132821,0.201093,0.332932,0.406554,0.385684
0.900000,0.128132,0.196461,0.319256,0.403499,0.389298
0.950000,0.123783,0.192980,0.305852,0.398595,0.393849
1.000000,0.119878,0.190116,0.293184,0.391811,0.399133
1.050000,0.116473,0.187401,0.281632,0.383245,0.404880
1.100000,0.113566,0.184480,0.271452,0.373125,0.410775
1.150000,0.111105,0.181125,0.262728,0.361809,0.416490
1.200000,0.109000,0.177230,0.255367,0.349781,0.421703
1.250000,0.107143,0.172790,0.249118,0.337635,0.426121
1.300000,0.105421,0.167882,0.243617,0.326054,0.429498
1.350000,0.103732,0.162627,0.238455,0.315755,0.431639
1.400000,0.101996,0.157166,0.233251,0.307414,0.432415
1.450000,0.100156,0.151631,0.227704,0.301562,0.431761
1.500000,0.098180,0.146117,0.221645,0.298486,0.429682
1.550000,0.096054,0.140674,0.215061,0.298159,0.426247
1.600000,0.093776,0.135300,0.208111,0.300239,0.421591
1.650000,0.091350,0.129953,0.201123,0.304139,0.415900
1.700000,0.088778,0.124568,0.194565,0.309138,0.409401
1.750000,0.086055,0.119092,0.189000,0.314494,0.402346
1.800000,0.083172,0.113517,0.184998,0.319534,0.394999
1.850000,0.080110,0.107916,0.183019,0.323709,0.387616
1.900000,0.076851,0.102473,0.183303,0.326620,0.380427
1.950000,0.073387,0.097512,0.185799,0.328021,0.373627
2.000000,0.069724,0.093489,0.190171,0.327809,0.367357
2.050000,0.065901,0.090944,0.195878,0.326013,0.361701
2.100000,0.062003,0.090389,0.202284,0.322773,0.356677
2.150000,0.058175,0.092143,0.208764,0.318320,0.352247
2.200000,0.054637,0.096211,0.214773,0.312955,0.348321
2.250000,0.051684,0.102271,0.219887,0.307027,0.344771
2.300000,0.049662,0.109782,0.223817,0.300898,0.341452
2.350000,0.048903,0.118117,0.226408,0.294923,0.338215
2.400000,0.049617,0.126668,0.227634,0.289410,0.334926
2.450000,0.051810,0.134902,0.227581,0.284594,0.331476
2.500000,0.055281,0.142380,0.226441,0.280613,0.327788
2.550000,0.059690,0.148760,0.224487,0.277499,0.323822
2.600000,0.064661,0.153793,0.222057,0.275181,0.319572
2.650000,0.069836,0.157314,0.219519,0.273505,0.315065
2.700000,0.074914,0.159243,0.217234,0.272267,0.310350
2.750000,0.079647,0.159575,0.215516,0.271252,0.305490
2.800000,0.083850,0.158379,0.214583,0.270258,0.300558
2.850000,0.087388,0.155794,0.214525,0.269130,0.295621
2.900000,0.090175,0.152030,0.215294,0.267773,0.290740
2.950000,0.092172,0.147361,0.216707,0.266153,0.285961
3.000000,0.093379,0.142122,0.218488,0.264299,0.281316
3.050000,0.093833,0.136699,0.220307,0.262289,0.276819
3.100000,0.093604,0.131505,0.221830,0.260228,0.272478
3.150000,0.092788,0.126944,0.222757,0.258232,0.268292
3.200000,0.091508,0.123367,0.222852,0.256398,0.264264
3.250000,0.089900,0.121014,0.221958,0.254792,0.260402
3.300000,0.088113,0.119966,0.220009,0.253423,0.256731
3.350000,0.086296,0.120134,0.217025,0.252246,0.253286
3.400000,0.084588,0.121279,0.213111,0.251157,0.250121
3.450000,0.083107,0.123066,0.208445,0.250009,0.247297
3.500000,0.081938,0.125127,0.203266,0.248634,0.244878
3.550000,0.081125,0.127112,0.197854,0.246858,0.242919
3.600000,0.080668,0.128728,0.192506,0.244529,0.241460
3.650000,0.080523,0.129756,0.187506,0.241534,0.240506
3.700000,0.080616,0.130052,0.183090,0.237817,0.240032
3.750000,0.080849,0.129551,0.179419,0.233387,0.239971
3.800000,0.081118,0.128256,0.176547,0.228324,0.240220
3.850000,0.081326,0.126233,0.174422,0.222782,0.240650
3.900000,0.081389,0.123592,0.172894,0.216983,0.241115
3.950000,0.081244,0.120486,0.171739,0.211201,0.241463
