t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.391869,0.408864,0.408962,0.408942,0.408942
0.100000,0.373781,0.405870,0.406623,0.406468,0.406466
0.150000,0.357345,0.402100,0.404502,0.404025,0.404007
0.200000,0.342669,0.397304,0.402630,0.401637,0.401562
0.250000,0.329788,0.391354,0.400977,0.399340,0.399127
0.300000,0.318656,0.384241,0.399450,0.397187,0.396698
0.350000,0.309161,0.376064,0.397901,0.395233,0.394274
0.400000,0.301127,0.367012,0.396151,0.393531,0.391859
0.450000,0.294333,0.357347,0.394004,0.392116,0.389465
0.500000,0.288538,0.347372,0.391278,0.390996,0.387118
0.550000,0.283497,0.337408,0.387824,0.390140,0.384855
0.600000,0.278986,0.327760,0.383542,0.389477,0.382725
0.650000,0.274810,0.318695,0.378393,0.388895,0.380790
0.700000,0.270817,0.310413,0.372406,0.388247,0.379115
0.750000,0.266902,0.303039,0.365672,0.387368,0.377766
0.800000,0.263002,0.296607,0.358341,0.386083,0.376800
0.850000,0.259095,0.291071,0.350604,0.384235,0.376255
0.900000,0.255191,0.286314,0.342681,0.381689,0.376145
0.950000,0.251321,0.282173,0.334797,0.378359,0.376452
1.000000,0.247528,0.278461,0.327160,0.374207,0.377121
1.050000,0.243855,0.274995,0.319942,0.369260,0.378068
1.100000,0.240343,0.271611,0.313264,0.363608,0.379175
1.150000,0.237017,0.268182,0.307180,0.357400,0.380305
1.200000,0.233890,0.264623,0.301678,0.350843,0.381313
1.250000,0.230958,0.260895,0.296687,0.344185,0.382050
1.300000,0.228202,0.256994,0.292091,0.337698,0.382380
1.350000,0.225595,0.252946,0.287753,0.331658,0.382190
1.400000,0.223100,0.248798,0.283534,0.326317,0.381390
1.450000,0.220679,0.244601,0.279322,0.321875,0.379926
1.500000,0.218297,0.240400,0.275042,0.318455,0.377778
1.550000,0.215919,0.236234,0.270678,0.316088,0.374960
1.600000,0.213516,0.232124,0.266270,0.314704,0.371519
1.650000,0.211065,0.228077,0.261914,0.314144,0.367533
1.700000,0.208545,0.224093,0.257750,0.314181,0.363098
1.750000,0.205938,0.220171,0.253946,0.314547,0.358329
1.800000,0.203225,0.216316,0.250672,0.314965,0.353347
1.850000,0.200388,0.212553,0.248072,0.315177,0.348273
1.900000,0.197411,0.208929,0.246243,0.314969,0.343220
1.950000,0.194278,0.205517,0.245215,0.314182,0.338282
2.000000,0.190977,0.202413,0.244943,0.312723,0.333533
2.050000,0.187505,0.199728,0.245309,0.310564,0.329020
2.100000,0.183870,0.197574,0.246140,0.307740,0.324762
2.150000,0.180095,0.196045,0.247230,0.304337,0.320752
2.200000,0.176226,0.195201,0.248360,0.300482,0.316960
2.250000,0.172328,0.195049,0.249331,0.296333,0.313337
2.300000,0.168491,0.195538,0.249973,0.292055,0.309824
2.350000,0.164825,0.196558,0.250167,0.287813,0.306361
2.400000,0.161453,0.197947,0.249845,0.283751,0.302888
2.450000,0.158505,0.199509,0.248994,0.279981,0.299358
2.500000,0.156102,0.201030,0.247654,0.276578,0.295737
2.550000,0.154344,0.202303,0.245903,0.273567,0.292008
2.600000,0.153293,0.203141,0.243853,0.270934,0.288170
2.650000,0.152965,0.203391,0.241629,0.268627,0.284239
2.700000,0.153325,0.202949,0.239357,0.266566,0.280241
2.750000,0.154286,0.201764,0.237143,0.264662,0.276214
2.800000,0.155726,0.199839,0.235063,0.262822,0.272199
2.850000,0.157495,0.197236,0.233152,0.260966,0.268241
2.900000,0.159435,0.194069,0.231400,0.259030,0.264379
2.950000,0.161390,0.190498,0.229752,0.256974,0.260650
3.000000,0.163224,0.186722,0.228119,0.254779,0.257083
3.050000,0.164825,0.182955,0.226392,0.252445,0.253698
3.100000,0.166111,0.179417,0.224452,0.249984,0.250511
3.150000,0.167032,0.176302,0.222195,0.247416,0.247530
3.200000,0.167572,0.173764,0.219537,0.244759,0.244757
3.250000,0.167741,0.171892,0.216430,0.242022,0.242194
3.300000,0.167577,0.170698,0.212868,0.239206,0.239839
3.350000,0.167137,0.170125,0.208887,0.236296,0.237686
3.400000,0.166489,0.170047,0.204568,0.233265,0.235729
3.450000,0.165711,0.170299,0.200025,0.230082,0.233958
3.500000,0.164878,0.170692,0.195399,0.226710,0.232357
3.550000,0.164055,0.171043,0.190845,0.223123,0.230903
3.600000,0.163297,0.171189,0.186513,0.219304,0.229565
3.650000,0.162635,0.171002,0.182537,0.215261,0.228302
3.700000,0.162084,0.170400,0.179013,0.211026,0.227063
3.750000,0.161634,0.169346,0.175994,0.206659,0.225790
3.800000,0.161259,0.167846,0.173480,0.202249,0.224420
3.850000,0.160919,0.165949,0.171422,0.197907,0.222888
3.900000,0.160564,0.163737,0.169731,0.193757,0.221132
3.950000,0.160143,0.161312,0.168294,0.189930,0.219097
4.000000,0.159608,0.158794,0.166989,0.186541,0.216740
4.050000,0.158918,0.156299,0.165705,0.183680,0.214032
4.100000,0.158046,0.153936,0.164353,0.181397,0.210965
4.150000,0.156975,0.151791,0.162881,0.179690,0.207547
4.200000,0.155701,0.149922,0.161272,0.178505,0.203810
4.250000,0.154236,0.148356,0.159550,0.177738,0.199802
4.300000,0.152600,0.147088,0.157773,0.177248,0.195589
4.350000,0.150820,0.146088,0.156021,0.176869,0.191249
4.400000,0.148932,0.145306,0.154388,0.176434,0.186867
4.450000,0.146970,0.144688,0.152966,0.175784,0.182532
4.500000,0.144971,0.144180,0.151827,0.174787,0.178325
4.550000,0.142969,0.143734,0.151013,0.173347,0.174316
4.600000,0.140994,0.143319,0.150529,0.171410,0.170560
4.650000,0.139071,0.142916,0.150335,0.168966,0.167087
4.700000,0.137224,0.142520,0.150356,0.166052,0.163904
4.750000,0.135471,0.142135,0.150488,0.162745,0.160996
4.800000,0.133829,0.141769,0.150611,0.159156,0.158324
4.850000,0.132314,0.141426,0.150607,0.155421,0.155835
4.900000,0.130942,0.141101,0.150367,0.151692,0.153465
4.950000,0.129728,0.140779,0.149808,0.148120,0.151150
5.000000,0.128685,0.140430,0.148876,0.144839,0.148829
5.050000,0.127824,0.140010,0.147552,0.141958,0.146452
5.100000,0.127152,0.139467,0.145850,0.139540,0.143986
5.150000,0.126667,0.138746,0.143820,0.137603,0.141414
5.200000,0.126359,0.137790,0.141537,0.136113,0.138740
5.250000,0.126208,0.136557,0.139093,0.134995,0.135984
5.300000,0.126182,0.135016,0.136592,0.134142,0.133183
5.350000,0.126240,0.133160,0.134135,0.133431,0.130384
5.400000,0.126332,0.131006,0.131807,0.132737,0.127642
5.450000,0.126404,0.128596,0.129671,0.131949,0.125013
5.500000,0.126402,0.125999,0.127756,0.130978,0.122548
5.550000,0.126274,0.123307,0.126059,0.129763,0.120290
5.600000,0.125975,0.120626,0.124539,0.128273,0.118267
5.650000,0.125472,0.118070,0.123132,0.126509,0.116494
5.700000,0.124742,0.115750,0.121755,0.124497,0.114968
5.750000,0.123778,0.113759,0.120323,0.122283,0.113672
5.800000,0.122589,0.112160,0.118755,0.119929,0.112576
5.850000,0.121198,0.110977,0.116992,0.117502,0.111645
5.900000,0.119638,0.110191,0.114996,0.115068,0.110836
5.950000,0.117957,0.109740,0.112763,0.112683,0.110109
6.000000,0.116206,0.109529,0.110319,0.110392,0.109426
6.050000,0.114440,0.109440,0.107721,0.108220,0.108755
6.100000,0.112711,0.109349,0.105051,0.106177,0.108070
6.150000,0.111064,0.109136,0.102409,0.104257,0.107349
6.200000,0.109533,0.108698,0.099900,0.102445,0.106578
6.250000,0.108138,0.107959,0.097626,0.100720,0.105744
6.300000,0.106882,0.106872,0.095668,0.099065,0.104838
6.350000,0.105750,0.105425,0.094078,0.097469,0.103851
6.400000,0.104715,0.103638,0.092868,0.095933,0.102774
6.450000,0.103738,0.101561,0.092014,0.094468,0.101601
6.500000,0.102774,0.099273,0.091454,0.093098,0.100321
6.550000,0.101777,0.096871,0.091101,0.091852,0.098929
6.600000,0.100703,0.094465,0.090857,0.090761,0.097420
6.650000,0.099516,0.092167,0.090625,0.089850,0.095794
6.700000,0.098193,0.090080,0.090322,0.089131,0.094058
6.750000,0.096719,0.088288,0.089884,0.088599,0.092224
6.800000,0.095097,0.086841,0.089278,0.088229,0.090314
6.850000,0.093341,0.085757,0.088497,0.087975,0.088356
6.900000,0.091475,0.085015,0.087563,0.087778,0.086386
6.950000,0.089534,0.084562,0.086519,0.087565,0.084446
7.000000,0.087560,0.084322,0.085427,0.087263,0.082579
7.050000,0.085596,0.084206,0.084356,0.086803,0.080826
7.100000,0.083687,0.084127,0.083371,0.086129,0.079222
7.150000,0.081871,0.084005,0.082526,0.085204,0.077795
7.200000,0.080181,0.083778,0.081856,0.084010,0.076558
7.250000,0.078639,0.083403,0.081367,0.082559,0.075509
7.300000,0.077259,0.082861,0.081038,0.080884,0.074630
7.350000,0.076040,0.082148,0.080823,0.079045,0.073893
7.400000,0.074977,0.081281,0.080658,0.077122,0.073257
7.450000,0.074053,0.080287,0.080469,0.075207,0.072676
7.500000,0.073250,0.079200,0.080183,0.073403,0.072104
7.550000,0.072545,0.078056,0.079734,0.071802,0.071501
7.600000,0.071918,0.076887,0.079073,0.070484,0.070833
7.650000,0.071349,0.075715,0.078173,0.069499,0.070078
7.700000,0.070823,0.074556,0.077028,0.068862,0.069229
7.750000,0.070325,0.073409,0.075658,0.068546,0.068291
7.800000,0.069846,0.072269,0.074103,0.068494,0.067285
7.850000,0.069377,0.071121,0.072423,0.068619,0.066241
7.900000,0.068909,0.069947,0.070690,0.068822,0.065198
7.950000,0.068434,0.068732,0.068980,0.069001,0.064200
8.000000,0.067940,0.067468,0.067369,0.069064,0.063292
8.050000,0.067417,0.066156,0.065915,0.068937,0.062510
8.100000,0.066851,0.064809,0.064662,0.068568,0.061884
8.150000,0.066229,0.063451,0.063622,0.067930,0.061428
8.200000,0.065539,0.062118,0.062783,0.067022,0.061142
8.250000,0.064770,0.060854,0.062106,0.065868,0.061010
8.300000,0.063915,0.059702,0.061535,0.064513,0.061002
8.350000,0.062974,0.058703,0.061002,0.063021,0.061082
8.400000,0.061951,0.057885,0.060441,0.061468,0.061205
8.450000,0.060856,0.057260,0.059796,0.059932,0.061328
8.500000,0.059709,0.056818,0.059026,0.058493,0.061410
8.550000,0.058531,0.056528,0.058111,0.057217,0.061419
8.600000,0.057349,0.056343,0.057053,0.056151,0.061329
8.650000,0.056192,0.056201,0.055879,0.055321,0.061125
8.700000,0.055088,0.056037,0.054635,0.054723,0.060802
8.750000,0.054061,0.055786,0.053382,0.054332,0.060362
8.800000,0.053126,0.055395,0.052191,0.054104,0.059815
8.850000,0.052292,0.054821,0.051132,0.053985,0.059176
8.900000,0.051557,0.054041,0.050266,0.053919,0.058465
8.950000,0.050907,0.053053,0.049632,0.053856,0.057701
9.000000,0.050320,0.051874,0.049246,0.053756,0.056903
9.050000,0.049770,0.050543,0.049091,0.053595,0.056089
9.100000,0.049223,0.049116,0.049127,0.053360,0.055272
9.150000,0.048650,0.047666,0.049291,0.053055,0.054461
9.200000,0.048021,0.046273,0.049511,0.052692,0.053664
9.250000,0.047315,0.045017,0.049716,0.052291,0.052883
9.300000,0.046520,0.043972,0.049841,0.051874,0.052121
9.350000,0.045630,0.043188,0.049836,0.051459,0.051378
9.400000,0.044654,0.042693,0.049671,0.051062,0.050657
9.450000,0.043608,0.042476,0.049333,0.050685,0.049962
9.500000,0.042518,0.042501,0.048834,0.050326,0.049296
9.550000,0.041417,0.042703,0.048198,0.049971,0.048667
9.600000,0.040342,0.043005,0.047468,0.049598,0.048083
9.650000,0.039330,0.043325,0.046695,0.049186,0.047551
9.700000,0.038419,0.043587,0.045933,0.048712,0.047076
9.750000,0.037636,0.043729,0.045233,0.048159,0.046662
9.800000,0.037000,0.043706,0.044634,0.047518,0.046307
9.850000,0.036517,0.043489,0.044160,0.046791,0.046004
9.900000,0.036182,0.043071,0.043815,0.045992,0.045744
9.950000,0.035975,0.042462,0.043582,0.045147,0.045509
10.000000,0.035870,0.041687,0.043427,0.044293,0.045283
10.050000,0.035834,0.040786,0.043304,0.043471,0.045046
10.100000,0.035834,0.039805,0.043161,0.042729,0.044781
10.150000,0.035839,0.038797,0.042951,0.042106,0.044473
10.200000,0.035821,0.037813,0.042632,0.041633,0.044112
10.250000,0.035761,0.036898,0.042176,0.041325,0.043695
10.300000,0.035646,0.036087,0.041571,0.041179,0.043224
10.350000,0.035470,0.035398,0.040819,0.041169,0.042708
10.400000,0.035235,0.034835,0.039941,0.041258,0.042165
10.450000,0.034945,0.034387,0.038972,0.041392,0.041615
10.500000,0.034609,0.034030,0.037958,0.041515,0.041081
10.550000,0.034239,0.033733,0.036954,0.041571,0.040589
10.600000,0.033844,0.033467,0.036013,0.041513,0.040160
10.650000,0.033434,0.033201,0.035186,0.041303,0.039810
10.700000,0.033018,0.032917,0.034508,0.040919,0.039550
10.750000,0.032599,0.032602,0.033999,0.040353,0.039378
10.800000,0.032179,0.032255,0.033653,0.039616,0.039287
10.850000,0.031758,0.031886,0.033449,0.038732,0.039257
10.900000,0.031335,0.031507,0.033344,0.037743,0.039266
10.950000,0.030907,0.031138,0.033291,0.036701,0.039285
11.000000,0.030475,0.030798,0.033238,0.035665,0.039285
11.050000,0.030037,0.030500,0.033137,0.034699,0.039240
11.100000,0.029597,0.030252,0.032955,0.033861,0.039125
11.150000,0.029161,0.030053,0.032668,0.033197,0.038924
11.200000,0.028734,0.029892,0.032271,0.032736,0.038626
11.250000,0.028325,0.029751,0.031774,0.032480,0.038228
11.300000,0.027942,0.029606,0.031203,0.032413,0.037736
11.350000,0.027592,0.029429,0.030593,0.032495,0.037160
11.400000,0.027279,0.029198,0.029989,0.032673,0.036517
11.450000,0.027003,0.028892,0.029440,0.032892,0.035829
11.500000,0.026762,0.028502,0.028988,0.033094,0.035118
11.550000,0.026546,0.028027,0.028665,0.033234,0.034409
11.600000,0.026346,0.027478,0.028488,0.033275,0.033723
11.650000,0.026147,0.026875,0.028452,0.033196,0.033079
11.700000,0.025935,0.026252,0.028536,0.032987,0.032491
11.750000,0.025697,0.025646,0.028701,0.032653,0.031963
11.800000,0.025422,0.025102,0.028902,0.032211,0.031498
11.850000,0.025104,0.024659,0.029091,0.031685,0.031091
11.900000,0.024740,0.024349,0.029221,0.031106,0.030732
11.950000,0.024335,0.024190,0.029256,0.030508,0.030409
12.000000,0.023899,0.024183,0.029172,0.029922,0.030110
12.050000,0.023446,0.024309,0.028956,0.029376,0.029823
12.100000,0.022996,0.024534,0.028610,0.028888,0.029537
12.150000,0.022570,0.024811,0.028149,0.028466,0.029248
12.200000,0.022191,0.025092,0.027599,0.028109,0.028952
12.250000,0.021878,0.025328,0.026995,0.027806,0.028648
12.300000,0.021646,0.025478,0.026377,0.027539,0.028339
12.350000,0.021503,0.025508,0.025788,0.027289,0.028029
12.400000,0.021448,0.025398,0.025263,0.027036,0.027722
12.450000,0.021471,0.025137,0.024831,0.026764,0.027423
12.500000,0.021556,0.024730,0.024506,0.026464,0.027134
12.550000,0.021680,0.024193,0.024286,0.026132,0.026854
12.600000,0.021820,0.023551,0.024155,0.025775,0.026583
12.650000,0.021949,0.022842,0.024084,0.025404,0.026317
12.700000,0.022048,0.022108,0.024037,0.025036,0.026051
12.750000,0.022097,0.021396,0.023976,0.024689,0.025780
12.800000,0.022084,0.020753,0.023866,0.024381,0.025500
