t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.365094,0.408740,0.408997,0.408942,0.408942
0.100000,0.325864,0.404977,0.406875,0.406472,0.406465
0.150000,0.293205,0.399386,0.405275,0.404052,0.404003
0.200000,0.266578,0.391545,0.404256,0.401740,0.401548
0.250000,0.245387,0.381330,0.403724,0.399632,0.399090
0.300000,0.228942,0.368866,0.403442,0.397850,0.396620
0.350000,0.216454,0.354477,0.403071,0.396523,0.394136
0.400000,0.207070,0.338631,0.402218,0.395766,0.391650
0.450000,0.199946,0.321894,0.400493,0.395645,0.389196
0.500000,0.194312,0.304884,0.397554,0.396155,0.386837
0.550000,0.189535,0.288228,0.393146,0.397202,0.384662
0.600000,0.185139,0.272517,0.387122,0.398600,0.382794
0.650000,0.180809,0.258261,0.379460,0.400086,0.381372
0.700000,0.176371,0.245833,0.370254,0.401338,0.380546
0.750000,0.171772,0.235432,0.359712,0.402011,0.380457
0.800000,0.167044,0.227059,0.348136,0.401769,0.381215
0.850000,0.162277,0.220523,0.335902,0.400315,0.382878
0.900000,0.157590,0.215484,0.323430,0.397420,0.385440
0.950000,0.153109,0.211512,0.311151,0.392944,0.388816
1.000000,0.148939,0.208162,0.299469,0.386850,0.392852
1.050000,0.145156,0.205033,0.288717,0.379213,0.397329
1.100000,0.141793,0.201805,0.279119,0.370221,0.401984
1.150000,0.138840,0.198262,0.270762,0.360177,0.406536
1.200000,0.136247,0.194288,0.263585,0.349492,0.410700
1.250000,0.133940,0.189863,0.257393,0.338669,0.414215
1.300000,0.131829,0.185036,0.251898,0.328278,0.416855
1.350000,0.129822,0.179904,0.246767,0.318912,0.418440
1.400000,0.127837,0.174586,0.241684,0.311130,0.418848
1.450000,0.125809,0.169196,0.236395,0.305378,0.418013
1.500000,0.123690,0.163827,0.230751,0.301910,0.415931
1.550000,0.121450,0.158533,0.224731,0.300741,0.412659
1.600000,0.119072,0.153328,0.218453,0.301635,0.408304
1.650000,0.116548,0.148194,0.212171,0.304148,0.403024
1.700000,0.113874,0.143093,0.206251,0.307706,0.397011
1.750000,0.111041,0.137996,0.201132,0.311695,0.390483
1.800000,0.108041,0.132904,0.197257,0.315532,0.383664
1.850000,0.104859,0.127879,0.194992,0.318728,0.376778
1.900000,0.101479,0.123063,0.194548,0.320909,0.370028
1.950000,0.097892,0.118687,0.195923,0.321832,0.363585
2.000000,0.094101,0.115067,0.198898,0.321383,0.357578
2.050000,0.090132,0.112565,0.203078,0.319562,0.352085
2.100000,0.086044,0.111527,0.207971,0.316476,0.347129
2.150000,0.081940,0.112195,0.213065,0.312315,0.342684
2.200000,0.077978,0.114633,0.217889,0.307335,0.338679
2.250000,0.074372,0.118694,0.222059,0.301835,0.335008
2.300000,0.071382,0.124047,0.225299,0.296130,0.331551
2.350000,0.069291,0.130247,0.227444,0.290531,0.328179
2.400000,0.068352,0.136806,0.228444,0.285309,0.324777
2.450000,0.068724,0.143256,0.228350,0.280675,0.321247
2.500000,0.070422,0.149182,0.227303,0.276761,0.317522
2.550000,0.073305,0.154245,0.225521,0.273606,0.313564
2.600000,0.077113,0.158183,0.223273,0.271162,0.309367
2.650000,0.081527,0.160819,0.220856,0.269309,0.304952
2.700000,0.086219,0.162057,0.218564,0.267879,0.300362
2.750000,0.090890,0.161876,0.216651,0.266687,0.295656
2.800000,0.095288,0.160332,0.215297,0.265556,0.290899
2.850000,0.099217,0.157554,0.214586,0.264343,0.286157
2.900000,0.102532,0.153738,0.214489,0.262949,0.281491
2.950000,0.105141,0.149148,0.214873,0.261331,0.276950
3.000000,0.107001,0.144104,0.215526,0.259491,0.272569
3.050000,0.108111,0.138966,0.216187,0.257476,0.268373
3.100000,0.108510,0.134117,0.216585,0.255356,0.264374
3.150000,0.108270,0.129920,0.216472,0.253214,0.260579
3.200000,0.107492,0.126676,0.215650,0.251123,0.256993
3.250000,0.106296,0.124578,0.213988,0.249130,0.253621
3.300000,0.104820,0.123669,0.211428,0.247247,0.250479
3.350000,0.103205,0.123842,0.207992,0.245442,0.247588
3.400000,0.101588,0.124863,0.203775,0.243642,0.244976
3.450000,0.100094,0.126417,0.198940,0.241742,0.242678
3.500000,0.098820,0.128168,0.193701,0.239618,0.240725
3.550000,0.097830,0.129799,0.188310,0.237146,0.239140
3.600000,0.097148,0.131046,0.183033,0.234217,0.237930
3.650000,0.096758,0.131712,0.178119,0.230756,0.237080
3.700000,0.096610,0.131675,0.173777,0.226734,0.236548
3.750000,0.096627,0.130882,0.170143,0.222177,0.236266
3.800000,0.096717,0.129347,0.167260,0.217174,0.236141
3.850000,0.096787,0.127139,0.165078,0.211871,0.236062
3.900000,0.096750,0.124375,0.163460,0.206467,0.235907
3.950000,0.096535,0.121206,0.162207,0.201205,0.235559
4.000000,0.096093,0.117805,0.161094,0.196343,0.234905
4.050000,0.095393,0.114350,0.159898,0.192134,0.233857
4.100000,0.094430,0.111008,0.158435,0.188787,0.232349
4.150000,0.093216,0.107919,0.156570,0.186433,0.230348
4.200000,0.091779,0.105177,0.154240,0.185107,0.227856
4.250000,0.090160,0.102827,0.151453,0.184730,0.224906
4.300000,0.088405,0.100859,0.148290,0.185124,0.221565
4.350000,0.086561,0.099221,0.144897,0.186036,0.217927
4.400000,0.084675,0.097828,0.141467,0.187175,0.214106
4.450000,0.082782,0.096587,0.138225,0.188243,0.210230
4.500000,0.080912,0.095413,0.135397,0.188973,0.206428
4.550000,0.079081,0.094245,0.133176,0.189144,0.202821
4.600000,0.077297,0.093058,0.131689,0.188603,0.199510
4.650000,0.075562,0.091867,0.130978,0.187264,0.196566
4.700000,0.073874,0.090721,0.130984,0.185112,0.194025
4.750000,0.072232,0.089699,0.131561,0.182204,0.191880
4.800000,0.070640,0.088893,0.132500,0.178654,0.190090
4.850000,0.069111,0.088390,0.133561,0.174632,0.188581
4.900000,0.067669,0.088254,0.134510,0.170348,0.187257
4.950000,0.066347,0.088509,0.135138,0.166034,0.186013
5.000000,0.065186,0.089126,0.135288,0.161927,0.184744
5.050000,0.064229,0.090029,0.134863,0.158243,0.183360
5.100000,0.063516,0.091097,0.133826,0.155152,0.181786
5.150000,0.063073,0.092184,0.132208,0.152757,0.179976
5.200000,0.062909,0.093134,0.130097,0.151084,0.177909
5.250000,0.063009,0.093799,0.127633,0.150075,0.175592
5.300000,0.063335,0.094051,0.124994,0.149605,0.173055
5.350000,0.063828,0.093794,0.122381,0.149503,0.170348
5.400000,0.064411,0.092972,0.119994,0.149579,0.167536
5.450000,0.065003,0.091571,0.118006,0.149647,0.164691
5.500000,0.065521,0.089623,0.116541,0.149550,0.161885
5.550000,0.065891,0.087205,0.115651,0.149169,0.159182
5.600000,0.066052,0.084439,0.115310,0.148435,0.156635
5.650000,0.065960,0.081486,0.115417,0.147327,0.154278
5.700000,0.065592,0.078538,0.115814,0.145867,0.152127
5.750000,0.064946,0.075802,0.116311,0.144117,0.150180
5.800000,0.064042,0.073483,0.116714,0.142167,0.148419
5.850000,0.062919,0.071749,0.116849,0.140119,0.146816
5.900000,0.061634,0.070706,0.116577,0.138079,0.145338
5.950000,0.060259,0.070376,0.115805,0.136137,0.143952
6.000000,0.058874,0.070689,0.114495,0.134357,0.142630
6.050000,0.057560,0.071497,0.112661,0.132773,0.141354
6.100000,0.056394,0.072608,0.110368,0.131377,0.140114
6.150000,0.055437,0.073811,0.107727,0.130129,0.138914
6.200000,0.054728,0.074908,0.104884,0.128962,0.137760
