t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.401595,0.408908,0.408951,0.408942,0.408942
0.100000,0.392191,0.406207,0.406533,0.406467,0.406466
0.150000,0.383333,0.403170,0.404221,0.404016,0.404008
0.200000,0.375107,0.399675,0.402029,0.401599,0.401567
0.250000,0.367566,0.395652,0.399944,0.399233,0.399141
0.300000,0.360727,0.391082,0.397926,0.396939,0.396727
0.350000,0.354579,0.386000,0.395910,0.394743,0.394326
0.400000,0.349076,0.380486,0.393811,0.392669,0.391938
0.450000,0.344151,0.374655,0.391539,0.390734,0.389570
0.500000,0.339719,0.368647,0.389003,0.388942,0.387232
0.550000,0.335688,0.362611,0.386129,0.387281,0.384940
0.600000,0.331965,0.356691,0.382862,0.385722,0.382715
0.650000,0.328462,0.351015,0.379178,0.384215,0.380586
0.700000,0.325107,0.345681,0.375087,0.382692,0.378580
0.750000,0.321839,0.340753,0.370628,0.381076,0.376730
0.800000,0.318621,0.336256,0.365871,0.379283,0.375060
0.850000,0.315427,0.332179,0.360910,0.377234,0.373592
0.900000,0.312251,0.328480,0.355848,0.374862,0.372333
0.950000,0.309098,0.325091,0.350796,0.372119,0.371281
1.000000,0.305981,0.321934,0.345853,0.368986,0.370413
1.050000,0.302918,0.318929,0.341104,0.365470,0.369695
1.100000,0.299925,0.315998,0.336607,0.361615,0.369075
1.150000,0.297020,0.313081,0.332389,0.357493,0.368490
1.200000,0.294212,0.310133,0.328448,0.353203,0.367870
1.250000,0.291506,0.307128,0.324757,0.348866,0.367140
1.300000,0.288899,0.304058,0.321265,0.344610,0.366231
1.350000,0.286384,0.300930,0.317912,0.340564,0.365079
1.400000,0.283948,0.297759,0.314637,0.336844,0.363632
1.450000,0.281577,0.294567,0.311390,0.333540,0.361857
1.500000,0.279253,0.291374,0.308137,0.330708,0.359735
1.550000,0.276960,0.288197,0.304867,0.328363,0.357268
1.600000,0.274682,0.285047,0.301597,0.326478,0.354475
1.650000,0.272405,0.281932,0.298367,0.324985,0.351392
1.700000,0.270114,0.278852,0.295235,0.323785,0.348067
1.750000,0.267796,0.275808,0.292274,0.322759,0.344558
1.800000,0.265438,0.272805,0.289554,0.321779,0.340927
1.850000,0.263029,0.269850,0.287140,0.320722,0.337238
1.900000,0.260554,0.266963,0.285076,0.319482,0.333547
