t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.290254,0.408389,0.409104,0.408942,0.408942
0.100000,0.211402,0.402768,0.407621,0.406482,0.406464
0.150000,0.160241,0.393523,0.407433,0.404128,0.403992
0.200000,0.128534,0.380562,0.408551,0.402030,0.401509
0.250000,0.110394,0.364276,0.410622,0.400414,0.398989
0.300000,0.100774,0.345280,0.413045,0.399551,0.396414
0.350000,0.095612,0.324285,0.415102,0.399700,0.393787
0.400000,0.092213,0.302045,0.416085,0.401044,0.391147
0.450000,0.089123,0.279335,0.415384,0.403633,0.388585
0.500000,0.085712,0.256952,0.412540,0.407346,0.386253
0.550000,0.081812,0.235696,0.407272,0.411887,0.384362
0.600000,0.077492,0.216347,0.399486,0.416811,0.383176
0.650000,0.072928,0.199594,0.389264,0.421569,0.382984
0.700000,0.068339,0.185939,0.376844,0.425575,0.384063
0.750000,0.063949,0.175593,0.362609,0.428253,0.386638
0.800000,0.059957,0.168399,0.347055,0.429094,0.390834
0.850000,0.056518,0.163858,0.330772,0.427687,0.396646
0.900000,0.053723,0.161238,0.314414,0.423752,0.403930
0.950000,0.051585,0.159738,0.298647,0.417161,0.412411
1.000000,0.050042,0.158633,0.284090,0.407944,0.421713
1.050000,0.048974,0.157355,0.271236,0.396304,0.431401
1.100000,0.048229,0.155528,0.260363,0.382614,0.441021
1.150000,0.047653,0.152953,0.251481,0.367428,0.450130
1.200000,0.047111,0.149583,0.244323,0.351482,0.458320
1.250000,0.046505,0.145487,0.238399,0.335697,0.465232
1.300000,0.045769,0.140806,0.233094,0.321147,0.470568
1.350000,0.044875,0.135719,0.227777,0.308969,0.474101
1.400000,0.043821,0.130399,0.221908,0.300206,0.475683
1.450000,0.042623,0.124979,0.215112,0.295577,0.475260
1.500000,0.041305,0.119525,0.207228,0.295283,0.472873
1.550000,0.039892,0.114021,0.198344,0.298936,0.468659
1.600000,0.038401,0.108372,0.188818,0.305659,0.462845
1.650000,0.036835,0.102424,0.179284,0.314312,0.455726
1.700000,0.035181,0.095992,0.170632,0.323722,0.447649
1.750000,0.033411,0.088911,0.163908,0.332849,0.438984
1.800000,0.031489,0.081078,0.160125,0.340863,0.430102
1.850000,0.029376,0.072522,0.159978,0.347170,0.421348
1.900000,0.027041,0.063493,0.163587,0.351394,0.413025
1.950000,0.024474,0.054625,0.170447,0.353358,0.405368
2.000000,0.021705,0.047212,0.179611,0.353058,0.398535
2.050000,0.018831,0.043390,0.189972,0.350638,0.392598
2.100000,0.016075,0.045281,0.200484,0.346368,0.387538
2.150000,0.013875,0.053010,0.210284,0.340616,0.383259
2.200000,0.012928,0.064798,0.218732,0.333826,0.379604
2.250000,0.013834,0.078761,0.225402,0.326480,0.376376
2.300000,0.016495,0.093576,0.230063,0.319066,0.373365
2.350000,0.020313,0.108357,0.232662,0.312035,0.370372
2.400000,0.024741,0.122473,0.233304,0.305756,0.367228
2.450000,0.029411,0.135456,0.232240,0.300479,0.363805
2.500000,0.034074,0.146952,0.229860,0.296305,0.360022
2.550000,0.038549,0.156701,0.226668,0.293185,0.355848
2.600000,0.042693,0.164525,0.223262,0.290938,0.351292
2.650000,0.046395,0.170319,0.220278,0.289298,0.346395
2.700000,0.049568,0.174049,0.218317,0.287969,0.341219
2.750000,0.052149,0.175746,0.217854,0.286669,0.335837
2.800000,0.054101,0.175507,0.219147,0.285184,0.330312
2.850000,0.055409,0.173492,0.222187,0.283388,0.324699
2.900000,0.056083,0.169926,0.226707,0.281260,0.319028
2.950000,0.056155,0.165097,0.232242,0.278883,0.313307
3.000000,0.055680,0.159360,0.238225,0.276426,0.307525
3.050000,0.054732,0.153130,0.244077,0.274119,0.301652
3.100000,0.053404,0.146867,0.249278,0.272216,0.295660
3.150000,0.051806,0.141053,0.253411,0.270945,0.289523
3.200000,0.050060,0.136143,0.256180,0.270466,0.283242
3.250000,0.048293,0.132510,0.257416,0.270834,0.276851
3.300000,0.046636,0.130375,0.257072,0.271975,0.270428
3.350000,0.045204,0.129766,0.255213,0.273694,0.264101
3.400000,0.044090,0.130514,0.252004,0.275699,0.258047
3.450000,0.043349,0.132296,0.247699,0.277635,0.252483
3.500000,0.042993,0.134708,0.242620,0.279131,0.247648
3.550000,0.042988,0.137335,0.237138,0.279840,0.243778
3.600000,0.043261,0.139808,0.231640,0.279469,0.241067
3.650000,0.043719,0.141833,0.226491,0.277806,0.239639
3.700000,0.044262,0.143205,0.221994,0.274728,0.239519
3.750000,0.044794,0.143808,0.218347,0.270218,0.240622
3.800000,0.045239,0.143607,0.215611,0.264366,0.242762
3.850000,0.045536,0.142639,0.213702,0.257369,0.245674
3.900000,0.045652,0.140994,0.212409,0.249537,0.249048
3.950000,0.045570,0.138806,0.211428,0.241279,0.252566
4.000000,0.045295,0.136231,0.210414,0.233087,0.255930
4.050000,0.044846,0.133428,0.209026,0.225508,0.258886
4.100000,0.044252,0.130542,0.206970,0.219082,0.261238
4.150000,0.043548,0.127683,0.204026,0.214270,0.262855
4.200000,0.042768,0.124910,0.200068,0.211371,0.263675
4.250000,0.041945,0.122226,0.195073,0.210459,0.263699
4.300000,0.041100,0.119578,0.189122,0.211365,0.262987
4.350000,0.040244,0.116863,0.182405,0.213713,0.261651
4.400000,0.039375,0.113949,0.175208,0.216995,0.259844
4.450000,0.038477,0.110692,0.167901,0.220663,0.257744
4.500000,0.037527,0.106958,0.160912,0.224201,0.255545
4.550000,0.036492,0.102641,0.154683,0.227174,0.253433
4.600000,0.035341,0.097678,0.149608,0.229260,0.251574
4.650000,0.034045,0.092068,0.145967,0.230252,0.250094
4.700000,0.032583,0.085876,0.143855,0.230059,0.249068
4.750000,0.030945,0.079250,0.143163,0.228695,0.248517
4.800000,0.029138,0.072434,0.143596,0.226268,0.248403
4.850000,0.027186,0.065784,0.144733,0.222966,0.248643
4.900000,0.025134,0.059773,0.146111,0.219042,0.249121
4.950000,0.023056,0.054976,0.147286,0.214787,0.249703
5.000000,0.021049,0.051968,0.147893,0.210511,0.250253
5.050000,0.019243,0.051123,0.147664,0.206507,0.250650
5.100000,0.017789,0.052418,0.146446,0.203021,0.250799
5.150000,0.016835,0.055414,0.144201,0.200220,0.250630
5.200000,0.016479,0.059462,0.141008,0.198170,0.250110
5.250000,0.016723,0.063915,0.137058,0.196836,0.249236
5.300000,0.017462,0.068243,0.132643,0.196087,0.248030
5.350000,0.018530,0.072055,0.128146,0.195732,0.246535
5.400000,0.019749,0.075080,0.124007,0.195545,0.244808
5.450000,0.020966,0.077153,0.120676,0.195309,0.242905
5.500000,0.022064,0.078194,0.118539,0.194843,0.240882
5.550000,0.022959,0.078200,0.117844,0.194022,0.238778
5.600000,0.023600,0.077236,0.118639,0.192790,0.236618
5.650000,0.023959,0.075434,0.120761,0.191164,0.234405
5.700000,0.024033,0.072991,0.123881,0.189231,0.232124
5.750000,0.023842,0.070162,0.127578,0.187135,0.229744
5.800000,0.023422,0.067260,0.131422,0.185059,0.227224
5.850000,0.022828,0.064630,0.135024,0.183199,0.224521
5.900000,0.022133,0.062618,0.138076,0.181740,0.221598
5.950000,0.021420,0.061514,0.140364,0.180819,0.218432
6.000000,0.020779,0.061484,0.141769,0.180505,0.215019
6.050000,0.020299,0.062533,0.142268,0.180780,0.211380
6.100000,0.020048,0.064505,0.141920,0.181542,0.207565
6.150000,0.020069,0.067138,0.140863,0.182619,0.203647
6.200000,0.020365,0.070125,0.139295,0.183790,0.199724
6.250000,0.020900,0.073176,0.137462,0.184817,0.195910
6.300000,0.021613,0.076047,0.135630,0.185472,0.192322
6.350000,0.022431,0.078556,0.134059,0.185560,0.189072
6.400000,0.023280,0.080585,0.132964,0.184934,0.186253
6.450000,0.024096,0.082074,0.132490,0.183511,0.183923
6.500000,0.024830,0.083022,0.132680,0.181272,0.182102
6.550000,0.025447,0.083469,0.133477,0.178270,0.180762
6.600000,0.025929,0.083498,0.134732,0.174627,0.179835
6.650000,0.026273,0.083216,0.136233,0.170528,0.179216
6.700000,0.026487,0.082746,0.137738,0.166210,0.178781
6.750000,0.026591,0.082211,0.139012,0.161949,0.178396
6.800000,0.026610,0.081720,0.139848,0.158036,0.177936
6.850000,0.026573,0.081351,0.140087,0.154740,0.177292
6.900000,0.026507,0.081143,0.139633,0.152273,0.176387
6.950000,0.026439,0.081091,0.138451,0.150759,0.175173
7.000000,0.026383,0.081143,0.136575,0.150209,0.173643
7.050000,0.026348,0.081218,0.134100,0.150519,0.171822
7.100000,0.026330,0.081210,0.131178,0.151492,0.169771
7.150000,0.026317,0.081010,0.128008,0.152870,0.167576
7.200000,0.026287,0.080513,0.124816,0.154374,0.165342
7.250000,0.026215,0.079638,0.121840,0.155740,0.163183
7.300000,0.026076,0.078332,0.119295,0.156743,0.161210
7.350000,0.025847,0.076574,0.117344,0.157217,0.159518
7.400000,0.025508,0.074385,0.116076,0.157058,0.158176
7.450000,0.025049,0.071826,0.115481,0.156232,0.157220
7.500000,0.024468,0.068998,0.115460,0.154766,0.156648
7.550000,0.023775,0.066043,0.115838,0.152745,0.156424
7.600000,0.022988,0.063131,0.116396,0.150302,0.156483
7.650000,0.022138,0.060452,0.116902,0.147608,0.156740
7.700000,0.021263,0.058194,0.117138,0.144851,0.157104
7.750000,0.020410,0.056516,0.116925,0.142220,0.157485
7.800000,0.019627,0.055511,0.116137,0.139884,0.157809
7.850000,0.018963,0.055189,0.114704,0.137968,0.158017
7.900000,0.018455,0.055467,0.112619,0.136539,0.158075
7.950000,0.018125,0.056188,0.109938,0.135596,0.157969
8.000000,0.017973,0.057152,0.106773,0.135077,0.157708
8.050000,0.017980,0.058150,0.103292,0.134867,0.157317
8.100000,0.018104,0.058991,0.099704,0.134819,0.156834
8.150000,0.018296,0.059516,0.096244,0.134781,0.156299
8.200000,0.018501,0.059610,0.093151,0.134613,0.155752
8.250000,0.018668,0.059199,0.090638,0.134204,0.155224
8.300000,0.018755,0.058256,0.088854,0.133486,0.154735
8.350000,0.018729,0.056797,0.087859,0.132436,0.154288
8.400000,0.018571,0.054878,0.087609,0.131080,0.153870
8.450000,0.018271,0.052595,0.087970,0.129489,0.153453
8.500000,0.017835,0.050079,0.088741,0.127770,0.153001
8.550000,0.017278,0.047496,0.089691,0.126055,0.152471
8.600000,0.016625,0.045031,0.090597,0.124481,0.151820
8.650000,0.015912,0.042880,0.091269,0.123178,0.151014
8.700000,0.015183,0.041216,0.091565,0.122243,0.150027
8.750000,0.014487,0.040167,0.091399,0.121730,0.148851
8.800000,0.013872,0.039775,0.090748,0.121635,0.147492
8.850000,0.013384,0.039992,0.089642,0.121899,0.145977
8.900000,0.013052,0.040690,0.088169,0.122414,0.144345
8.950000,0.012891,0.041695,0.086457,0.123043,0.142649
9.000000,0.012890,0.042827,0.084673,0.123634,0.140950
9.050000,0.013021,0.043927,0.082996,0.124039,0.139311
9.100000,0.013244,0.044869,0.081604,0.124134,0.137788
9.150000,0.013513,0.045574,0.080640,0.123823,0.136427
9.200000,0.013788,0.046001,0.080196,0.123053,0.135254
9.250000,0.014036,0.046151,0.080292,0.121814,0.134277
9.300000,0.014233,0.046060,0.080874,0.120139,0.133479
9.350000,0.014369,0.045791,0.081824,0.118107,0.132824
9.400000,0.014442,0.045427,0.082987,0.115832,0.132260
9.450000,0.014460,0.045064,0.084188,0.113456,0.131725
9.500000,0.014438,0.044792,0.085265,0.111140,0.131154
9.550000,0.014395,0.044685,0.086077,0.109044,0.130486
9.600000,0.014354,0.044791,0.086524,0.107309,0.129671
9.650000,0.014336,0.045118,0.086547,0.106039,0.128671
9.700000,0.014357,0.045639,0.086134,0.105285,0.127471
9.750000,0.014426,0.046293,0.085318,0.105033,0.126072
9.800000,0.014544,0.047001,0.084172,0.105216,0.124495
9.850000,0.014702,0.047672,0.082806,0.105714,0.122778
9.900000,0.014886,0.048219,0.081354,0.106382,0.120974
9.950000,0.015074,0.048570,0.079963,0.107068,0.119144
10.000000,0.015244,0.048669,0.078776,0.107627,0.117352
10.050000,0.015377,0.048487,0.077910,0.107940,0.115660
10.100000,0.015453,0.048020,0.077442,0.107921,0.114119
10.150000,0.015461,0.047291,0.077393,0.107523,0.112766
