t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.335239,0.408601,0.409037,0.408942,0.408942
0.100000,0.276924,0.404043,0.407166,0.406476,0.406465
0.150000,0.232829,0.396753,0.406137,0.404082,0.403999
0.200000,0.200314,0.386339,0.406015,0.401856,0.401533
0.250000,0.177207,0.372850,0.406614,0.399950,0.399049
0.300000,0.161458,0.356639,0.407544,0.398555,0.396535
0.350000,0.151051,0.338251,0.408291,0.397864,0.393990
0.400000,0.144127,0.318356,0.408298,0.398034,0.391436
0.450000,0.139163,0.297688,0.407048,0.399140,0.388929
0.500000,0.135057,0.277017,0.404119,0.401137,0.386571
0.550000,0.131111,0.257109,0.399220,0.403851,0.384507
0.600000,0.126957,0.238690,0.392216,0.406979,0.382922
0.650000,0.122465,0.222388,0.383125,0.410122,0.382028
0.700000,0.117668,0.208664,0.372109,0.412820,0.382043
0.750000,0.112695,0.197738,0.359465,0.414603,0.383157
0.800000,0.107730,0.189543,0.345598,0.415033,0.385503
0.850000,0.102965,0.183733,0.330997,0.413742,0.389127
0.900000,0.098576,0.179759,0.316208,0.410459,0.393968
0.950000,0.094696,0.176975,0.301789,0.405035,0.399862
1.000000,0.091396,0.174759,0.288266,0.397455,0.406548
1.050000,0.088680,0.172588,0.276070,0.387846,0.413694
1.100000,0.086489,0.170084,0.265474,0.376483,0.420935
1.150000,0.084717,0.167018,0.256555,0.363788,0.427893
1.200000,0.083232,0.163301,0.249171,0.350329,0.434211
1.250000,0.081900,0.158953,0.242996,0.336808,0.439570
1.300000,0.080603,0.154077,0.237578,0.324038,0.443703
1.350000,0.079248,0.148820,0.232423,0.312877,0.446401
1.400000,0.077773,0.143341,0.227081,0.304136,0.447530
1.450000,0.076147,0.137781,0.221211,0.298433,0.447024
1.500000,0.074361,0.132233,0.214630,0.296064,0.444900
1.550000,0.072421,0.126732,0.207348,0.296919,0.441247
1.600000,0.070341,0.121249,0.199580,0.300503,0.436228
1.650000,0.068133,0.115706,0.191746,0.306047,0.430065
1.700000,0.065799,0.110001,0.184446,0.312660,0.423024
1.750000,0.063333,0.104047,0.178400,0.319470,0.415400
1.800000,0.060716,0.097812,0.174330,0.325725,0.407495
1.850000,0.057925,0.091370,0.172798,0.330835,0.399600
1.900000,0.054936,0.084954,0.174054,0.334391,0.391976
1.950000,0.051735,0.079004,0.177946,0.336160,0.384836
2.000000,0.048338,0.074200,0.183964,0.336066,0.378333
2.050000,0.044799,0.071396,0.191376,0.334172,0.372549
2.100000,0.041238,0.071405,0.199384,0.330661,0.367496
2.150000,0.037864,0.074637,0.207252,0.325813,0.363115
2.200000,0.034995,0.080894,0.214374,0.319981,0.359295
2.250000,0.033052,0.089491,0.220302,0.313563,0.355883
2.300000,0.032471,0.099566,0.224754,0.306973,0.352708
2.350000,0.033527,0.110296,0.227598,0.300606,0.349600
2.400000,0.036181,0.120987,0.228843,0.294803,0.346408
2.450000,0.040120,0.131083,0.228629,0.289816,0.343013
2.500000,0.044914,0.140155,0.227205,0.285780,0.339333
2.550000,0.050148,0.147879,0.224918,0.282707,0.335328
2.600000,0.055479,0.154029,0.222186,0.280492,0.330997
2.650000,0.060632,0.158464,0.219466,0.278942,0.326371
2.700000,0.065392,0.161119,0.217200,0.277814,0.321506
2.750000,0.069598,0.162007,0.215767,0.276861,0.316472
2.800000,0.073136,0.161207,0.215417,0.275864,0.311342
2.850000,0.075930,0.158868,0.216236,0.274666,0.306184
2.900000,0.077944,0.155208,0.218127,0.273185,0.301052
2.950000,0.079177,0.150507,0.220834,0.271414,0.295986
3.000000,0.079662,0.145113,0.223990,0.269421,0.291005
3.050000,0.079459,0.139425,0.227181,0.267328,0.286112
3.100000,0.078658,0.133879,0.230000,0.265287,0.281302
3.150000,0.077370,0.128914,0.232095,0.263455,0.276568
3.200000,0.075726,0.124926,0.233196,0.261959,0.271907
3.250000,0.073869,0.122203,0.233130,0.260874,0.267335
3.300000,0.071948,0.120875,0.231827,0.260202,0.262887
3.350000,0.070111,0.120888,0.229316,0.259863,0.258625
3.400000,0.068488,0.122014,0.225717,0.259707,0.254635
3.450000,0.067181,0.123912,0.221231,0.259529,0.251019
3.500000,0.066254,0.126192,0.216126,0.259095,0.247890
3.550000,0.065723,0.128476,0.210712,0.258173,0.245351
3.600000,0.065558,0.130441,0.205321,0.256558,0.243486
3.650000,0.065688,0.131841,0.200267,0.254097,0.242335
3.700000,0.066018,0.132513,0.195816,0.250704,0.241892
3.750000,0.066438,0.132373,0.192145,0.246371,0.242091
3.800000,0.066844,0.131412,0.189316,0.241175,0.242816
3.850000,0.067144,0.129687,0.187273,0.235282,0.243907
3.900000,0.067267,0.127303,0.185843,0.228936,0.245178
3.950000,0.067164,0.124408,0.184778,0.222455,0.246433
4.000000,0.066814,0.121172,0.183789,0.216207,0.247489
4.050000,0.066214,0.117772,0.182588,0.210576,0.248185
4.100000,0.065385,0.114375,0.180928,0.205918,0.248395
4.150000,0.064357,0.111117,0.178626,0.202511,0.248039
