t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.316054,0.408511,0.409065,0.408942,0.408942
0.100000,0.247816,0.403479,0.407357,0.406478,0.406464
0.150000,0.199386,0.395270,0.406690,0.404101,0.403996
0.200000,0.166062,0.383596,0.407114,0.401930,0.401522
0.250000,0.144273,0.368653,0.408374,0.400151,0.399023
0.300000,0.130810,0.350926,0.409988,0.398990,0.396483
0.350000,0.122728,0.331059,0.411347,0.398674,0.393901
0.400000,0.117616,0.309782,0.411817,0.399375,0.391308
0.450000,0.113778,0.287872,0.410831,0.401162,0.388775
0.500000,0.110196,0.266125,0.407943,0.403960,0.386425
0.550000,0.106366,0.245336,0.402861,0.407540,0.384434
0.600000,0.102118,0.226265,0.395466,0.411534,0.383023
0.650000,0.097487,0.209575,0.385804,0.415471,0.382443
0.700000,0.092624,0.195754,0.374073,0.418829,0.382940
0.750000,0.087733,0.185019,0.360611,0.421082,0.384725
0.800000,0.083032,0.177263,0.345869,0.421754,0.387931
0.850000,0.078718,0.172062,0.330385,0.420451,0.392584
0.900000,0.074946,0.168768,0.314760,0.416895,0.398589
0.950000,0.071803,0.166652,0.299606,0.410941,0.405730
1.000000,0.069302,0.165028,0.285500,0.402594,0.413690
1.050000,0.067384,0.163342,0.272906,0.392015,0.422087
1.100000,0.065932,0.161210,0.262109,0.379524,0.430507
1.150000,0.064802,0.158414,0.253161,0.365604,0.438541
1.200000,0.063845,0.154883,0.245865,0.350903,0.445801
1.250000,0.062928,0.150664,0.239817,0.336227,0.451950
1.300000,0.061952,0.145878,0.234483,0.322512,0.456703
1.350000,0.060850,0.140692,0.229299,0.310753,0.459843
1.400000,0.059590,0.135274,0.223762,0.301875,0.461228
1.450000,0.058165,0.129767,0.217507,0.296561,0.460797
1.500000,0.056588,0.124255,0.210354,0.295082,0.458577
1.550000,0.054879,0.118750,0.202343,0.297213,0.454678
1.600000,0.053057,0.113194,0.193753,0.302288,0.449293
1.650000,0.051135,0.107472,0.185102,0.309356,0.442677
1.700000,0.049109,0.101442,0.177124,0.317381,0.435136
1.750000,0.046964,0.094978,0.170692,0.325396,0.427002
1.800000,0.044672,0.088019,0.166674,0.332597,0.418611
1.850000,0.042201,0.080624,0.165711,0.338381,0.410284
1.900000,0.039521,0.073051,0.168019,0.342350,0.402303
1.950000,0.036619,0.065851,0.173305,0.344291,0.394895
2.000000,0.033517,0.059972,0.180859,0.344161,0.388217
2.050000,0.030288,0.056736,0.189763,0.342061,0.382349
2.100000,0.027094,0.057415,0.199086,0.338216,0.377289
2.150000,0.024227,0.062443,0.208013,0.332951,0.372962
2.200000,0.022146,0.071141,0.215909,0.326661,0.369232
2.250000,0.021415,0.082294,0.222328,0.319790,0.365925
2.300000,0.022433,0.094735,0.227005,0.312791,0.362849
2.350000,0.025147,0.107540,0.229841,0.306091,0.359820
2.400000,0.029129,0.120010,0.230890,0.300049,0.356673
2.450000,0.033881,0.131617,0.230342,0.294921,0.353285
2.500000,0.038989,0.141962,0.228509,0.290832,0.349572
2.550000,0.044141,0.150752,0.225812,0.287765,0.345498
2.600000,0.049100,0.157786,0.222752,0.285581,0.341067
2.650000,0.053684,0.162941,0.219868,0.284049,0.336315
2.700000,0.057756,0.166170,0.217683,0.282896,0.331303
2.750000,0.061211,0.167495,0.216626,0.281853,0.326102
2.800000,0.063981,0.167005,0.216965,0.280697,0.320784
2.850000,0.066027,0.164855,0.218755,0.279280,0.315413
2.900000,0.067340,0.161267,0.221832,0.277543,0.310034
2.950000,0.067942,0.156528,0.225848,0.275517,0.304673
3.000000,0.067880,0.150990,0.230344,0.273314,0.299336
3.050000,0.067226,0.145059,0.234823,0.271107,0.294011
3.100000,0.066076,0.139186,0.238818,0.269094,0.288681
3.150000,0.064543,0.133834,0.241938,0.267469,0.283331
3.200000,0.062758,0.129428,0.243894,0.266383,0.277957
3.250000,0.060861,0.126300,0.244508,0.265908,0.272583
3.300000,0.058995,0.124624,0.243719,0.266022,0.267260
3.350000,0.057296,0.124382,0.241568,0.266599,0.262078
3.400000,0.055878,0.125371,0.238197,0.267428,0.257163
3.450000,0.054825,0.127256,0.233831,0.268237,0.252667
3.500000,0.054175,0.129635,0.228762,0.268728,0.248756
3.550000,0.053916,0.132110,0.223332,0.268610,0.245592
3.600000,0.053996,0.134337,0.217899,0.267634,0.243305
3.650000,0.054326,0.136045,0.212804,0.265612,0.241977
3.700000,0.054801,0.137050,0.208333,0.262438,0.241616
3.750000,0.055316,0.137256,0.204675,0.258094,0.242155
3.800000,0.055772,0.136640,0.201893,0.252661,0.243453
3.850000,0.056093,0.135249,0.199921,0.246317,0.245309
3.900000,0.056225,0.133183,0.198568,0.239335,0.247488
3.950000,0.056135,0.130584,0.197559,0.232074,0.249742
4.000000,0.055815,0.127615,0.196577,0.224960,0.251835
4.050000,0.055277,0.124449,0.195309,0.218450,0.253563
4.100000,0.054547,0.121241,0.193482,0.212984,0.254769
4.150000,0.053660,0.118116,0.190894,0.208922,0.255345
4.200000,0.052659,0.115153,0.187430,0.206482,0.255242
4.250000,0.051582,0.112372,0.183072,0.205694,0.254464
4.300000,0.050466,0.109735,0.177899,0.206392,0.253069
4.350000,0.049335,0.107156,0.172089,0.208247,0.251159
4.400000,0.048200,0.104517,0.165904,0.210827,0.248871
4.450000,0.047060,0.101688,0.159682,0.213666,0.246366
4.500000,0.045898,0.098549,0.153800,0.216327,0.243816
4.550000,0.044690,0.095011,0.148639,0.218440,0.241387
4.600000,0.043408,0.091029,0.144525,0.219728,0.239223
4.650000,0.042021,0.086622,0.141673,0.220017,0.237432
4.700000,0.040508,0.081878,0.140137,0.219233,0.236078
4.750000,0.038855,0.076963,0.139799,0.217400,0.235169
4.800000,0.037068,0.072126,0.140388,0.214624,0.234667
4.850000,0.035169,0.067692,0.141537,0.211088,0.234490
4.900000,0.033205,0.064037,0.142850,0.207033,0.234524
4.950000,0.031244,0.061525,0.143950,0.202735,0.234644
5.000000,0.029379,0.060421,0.144531,0.198488,0.234723
5.050000,0.027724,0.060796,0.144371,0.194567,0.234646
5.100000,0.026397,0.062487,0.143350,0.191202,0.234324
5.150000,0.025503,0.065152,0.141449,0.188546,0.233695
5.200000,0.025110,0.068363,0.138750,0.186658,0.232728
5.250000,0.025218,0.071702,0.135426,0.185497,0.231423
5.300000,0.025764,0.074806,0.131738,0.184935,0.229806
5.350000,0.026630,0.077393,0.128010,0.184783,0.227925
5.400000,0.027678,0.079261,0.124603,0.184822,0.225839
5.450000,0.028768,0.080287,0.121872,0.184840,0.223614
5.500000,0.029782,0.080418,0.120109,0.184656,0.221310
5.550000,0.030626,0.079668,0.119488,0.184141,0.218979
5.600000,0.031233,0.078114,0.120030,0.183231,0.216656
5.650000,0.031564,0.075897,0.121596,0.181924,0.214357
5.700000,0.031604,0.073212,0.123921,0.180282,0.212078
5.750000,0.031365,0.070310,0.126672,0.178420,0.209800
5.800000,0.030877,0.067482,0.129496,0.176487,0.207490
5.850000,0.030194,0.065037,0.132076,0.174647,0.205114
5.900000,0.029386,0.063265,0.134154,0.173057,0.202636
5.950000,0.028536,0.062382,0.135549,0.171843,0.200032
6.000000,0.027737,0.062483,0.136160,0.171074,0.197295
6.050000,0.027078,0.063516,0.135971,0.170754,0.194435
6.100000,0.026639,0.065305,0.135036,0.170819,0.191484
6.150000,0.026470,0.067592,0.133482,0.171143,0.188497
6.200000,0.026589,0.070099,0.131489,0.171558,0.185543
6.250000,0.026973,0.072566,0.129277,0.171878,0.182703
6.300000,0.027570,0.074781,0.127089,0.171920,0.180061
6.350000,0.028308,0.076586,0.125155,0.171527,0.177690
6.400000,0.029109,0.077884,0.123673,0.170580,0.175650
6.450000,0.029897,0.078629,0.122770,0.169016,0.173970
6.500000,0.030610,0.078830,0.122488,0.166826,0.172651
6.550000,0.031203,0.078537,0.122775,0.164066,0.171659
6.600000,0.031646,0.077838,0.123498,0.160846,0.170930
6.650000,0.031926,0.076846,0.124466,0.157331,0.170377
6.700000,0.032046,0.075692,0.125464,0.153729,0.169901
6.750000,0.032023,0.074507,0.126276,0.150267,0.169401
6.800000,0.031881,0.073410,0.126717,0.147177,0.168782
6.850000,0.031654,0.072492,0.126648,0.144662,0.167969
6.900000,0.031378,0.071802,0.125981,0.142865,0.166912
6.950000,0.031085,0.071344,0.124693,0.141852,0.165587
7.000000,0.030803,0.071076,0.122817,0.141592,0.164000
7.050000,0.030553,0.070919,0.120446,0.141970,0.162188
7.100000,0.030341,0.070772,0.117723,0.142801,0.160212
7.150000,0.030164,0.070528,0.114829,0.143860,0.158153
7.200000,0.030006,0.070086,0.111969,0.144915,0.156102
7.250000,0.029845,0.069369,0.109351,0.145754,0.154157
7.300000,0.029655,0.068326,0.107158,0.146201,0.152404
7.350000,0.029408,0.066945,0.105522,0.146131,0.150914
7.400000,0.029082,0.065250,0.104500,0.145477,0.149731
7.450000,0.028660,0.063303,0.104069,0.144229,0.148871
7.500000,0.028136,0.061202,0.104123,0.142432,0.148317
7.550000,0.027514,0.059076,0.104497,0.140182,0.148022
7.600000,0.026808,0.057072,0.104995,0.137616,0.147921
7.650000,0.026046,0.055342,0.105413,0.134898,0.147933
7.700000,0.025262,0.054017,0.105569,0.132206,0.147977
7.750000,0.024499,0.053189,0.105319,0.129714,0.147975
7.800000,0.023801,0.052883,0.104566,0.127568,0.147866
7.850000,0.023212,0.053057,0.103269,0.125872,0.147603
7.900000,0.022764,0.053606,0.101442,0.124670,0.147164
7.950000,0.022475,0.054381,0.099152,0.123943,0.146545
8.000000,0.022345,0.055216,0.096521,0.123617,0.145763
8.050000,0.022354,0.055951,0.093707,0.123572,0.144850
8.100000,0.022466,0.056449,0.090903,0.123663,0.143847
8.150000,0.022635,0.056601,0.088310,0.123747,0.142801
8.200000,0.022809,0.056337,0.086120,0.123693,0.141756
8.250000,0.022942,0.055626,0.084482,0.123401,0.140750
