t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.392998,0.408869,0.408961,0.408942,0.408942
0.100000,0.375889,0.405909,0.406613,0.406468,0.406466
0.150000,0.360283,0.402221,0.404469,0.404024,0.404007
0.200000,0.346290,0.397571,0.402561,0.401632,0.401563
0.250000,0.333953,0.391834,0.400858,0.399328,0.399129
0.300000,0.323240,0.384998,0.399275,0.397158,0.396701
0.350000,0.314052,0.377154,0.397673,0.395177,0.394280
0.400000,0.306234,0.368479,0.395883,0.393432,0.391868
0.450000,0.299587,0.359218,0.393720,0.391958,0.389477
0.500000,0.293888,0.349657,0.391012,0.390762,0.387131
0.550000,0.288913,0.340098,0.387617,0.389817,0.384864
0.600000,0.284450,0.330829,0.383439,0.389054,0.382724
0.650000,0.280318,0.322103,0.378441,0.388370,0.380766
0.700000,0.276371,0.314111,0.372648,0.387627,0.379053
0.750000,0.272507,0.306969,0.366146,0.386666,0.377647
0.800000,0.268665,0.300713,0.359076,0.385327,0.376601
0.850000,0.264822,0.295302,0.351620,0.383456,0.375953
0.900000,0.260982,0.290627,0.343984,0.380929,0.375715
0.950000,0.257175,0.286538,0.336382,0.377659,0.375871
1.000000,0.253438,0.282860,0.329012,0.373614,0.376372
1.050000,0.249813,0.279421,0.322036,0.368816,0.377138
1.100000,0.246337,0.276066,0.315567,0.363350,0.378058
1.150000,0.243036,0.272675,0.309658,0.357358,0.379006
1.200000,0.239923,0.269167,0.304299,0.351035,0.379841
1.250000,0.236995,0.265503,0.299422,0.344616,0.380424
1.300000,0.234237,0.261679,0.294922,0.338357,0.380625
1.350000,0.231623,0.257718,0.290667,0.332519,0.380334
1.400000,0.229120,0.253661,0.286530,0.327339,0.379466
1.450000,0.226693,0.249558,0.282403,0.323004,0.377968
1.500000,0.224307,0.245451,0.278218,0.319630,0.375819
1.550000,0.221931,0.241376,0.273958,0.317246,0.373032
1.600000,0.219536,0.237354,0.269661,0.315789,0.369652
1.650000,0.217099,0.233392,0.265415,0.315110,0.365749
1.700000,0.214599,0.229491,0.261352,0.314996,0.361417
1.750000,0.212017,0.225649,0.257628,0.315197,0.356765
1.800000,0.209337,0.221872,0.254400,0.315451,0.351907
1.850000,0.206541,0.218183,0.251806,0.315516,0.346959
1.900000,0.203610,0.214626,0.249935,0.315186,0.342028
1.950000,0.200530,0.211267,0.248817,0.314313,0.337203
2.000000,0.197289,0.208197,0.248410,0.312804,0.332556
2.050000,0.193882,0.205517,0.248609,0.310634,0.328132
2.100000,0.190315,0.203332,0.249251,0.307833,0.323948
2.150000,0.186609,0.201730,0.250145,0.304483,0.319997
2.200000,0.182805,0.200768,0.251086,0.300706,0.316252
2.250000,0.178964,0.200457,0.251885,0.296648,0.312667
2.300000,0.175167,0.200751,0.252382,0.292469,0.309185
2.350000,0.171518,0.201551,0.252461,0.288324,0.305749
2.400000,0.168131,0.202707,0.252057,0.284349,0.302305
2.450000,0.165128,0.204038,0.251155,0.280652,0.298806
2.500000,0.162627,0.205343,0.249790,0.277301,0.295222
2.550000,0.160724,0.206426,0.248036,0.274322,0.291536
2.600000,0.159484,0.207108,0.245996,0.271701,0.287748
2.650000,0.158930,0.207242,0.243788,0.269388,0.283873
2.700000,0.159039,0.206726,0.241529,0.267309,0.279937
2.750000,0.159739,0.205509,0.239318,0.265379,0.275976
2.800000,0.160921,0.203593,0.237228,0.263509,0.272030
2.850000,0.162449,0.201033,0.235290,0.261625,0.268140
2.900000,0.164174,0.197937,0.233494,0.259665,0.264347
