"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"11","319.3573143530364","197.52735725879273","0.027099609375","0.0166015625","0.03759765625","2584","0.00038846427997322097","36","0.00038846427997322097","0","0.00038846427997322097","0.00038846427997322097","18:0.00208857947376781;10:0.001671171436984531;12:0.0013239316707850945","18:68;10:68;12:68","18:0.0013213848270883233;10:0.0017133141873334479;12:0.001714010066683258","0.027099609375","Yes"
"12","315.02180755975627","150.1216294137869","0.0101318359375","0.015869140625","0.00439453125","2584","0.00016766100721741196","36","0.00016766100721741196","0","0.00016766100721741196","0.00016766100721741196","13:0.0013348572853283391;11:0.0013239316707850945","13:80;11:68","13:0.002808539561673651;11:0.001714010066683258","0.0101318359375","Yes"
"13","239.57279787365474","235.4075271739147","0.0062255859375","0.00830078125","0.004150390625","2584","0.0002812621270345077","36","0.0002812621270345077","0","0.0002812621270345077","0.0002812621270345077","12:0.0013348572853283391;14:0.0014221405469377613","12:80;14:80","12:0.002808539561673651;14:0.0013080782319864481","0.0062255859375","Yes"
"14","225.80984090947112","92.95538553641832","0.00634765625","0.005615234375","0.007080078125","2584","0.0001405702981488609","36","0.0001405702981488609","0","0.0001405702981488609","0.0001405702981488609","15:0.00129668492825033;13:0.0014221405469377613","15:68;13:80","15:0.0015677279399596011;13:0.0013080782319864481","0.00634765625","Yes"
"15","330.6338730061897","48.68530789236897","0.0126953125","0.01220703125","0.01318359375","2584","0.00020605854045764629","36","0.00020605854045764629","0","0.00020605854045764629","0.00020605854045764629","14:0.00129668492825033;19:0.001522575246138802","14:68;19:68","14:0.0015677279399596011;19:0.0015894604925305589","0.0126953125","Yes"
"16","117.03148560033911","52.56868362027812","0.005859375","0.00927734375","0.00244140625","2584","0.0003131478750072276","36","0.0003131478750072276","0","0.0003131478750072276","0.0003131478750072276","23:0.003863335231346826;3:0.002955648963542029","23:68;3:68","23:0.002025803481815025;3:0.0019985783062361484","0.005859375","Yes"
"17","174.26151707438854","10.398125462871167","0.0140380859375","0.007568359375","0.0205078125","2584","0.00042022965783426383","36","0.00042022965783426383","0","0.00042022965783426383","0.00042022965783426383","7:0.0017540463725359279;27:0.0020823694678255844","7:68;27:68","7:0.0035438362995106054;27:0.003456731235771393","0.0140380859375","Yes"
"18","96.88456337437123","81.53150236556857","0.0177001953125","0.02197265625","0.013427734375","2584","0.00033699377983854476","36","0.00033699377983854476","0","0.00033699377983854476","0.00033699377983854476","11:0.00208857947376781;31:0.0021969641112224714","11:68;31:68","11:0.0013213848270883233;31:0.0019498613417175958","0.0177001953125","Yes"
"19","86.98388154133444","58.90947145024663","0.00634765625","0.010009765625","0.002685546875","2584","0.0002066966365842764","36","0.0002066966365842764","0","0.0002066966365842764","0.0002066966365842764","35:0.0023891650730345215;15:0.001522575246138802","35:80;15:68","35:0.002131707844916536;15:0.0015894604925305589","0.00634765625","Yes"
"20","136.95960796221564","177.77742326789058","0.009521484375","0.01123046875","0.0078125","2584","0.0007433906733575663","36","0.0007433906733575663","0","0.0007433906733575663","0.0007433906733575663","21:0.0016601253580391662","21:68","21:0.013766782688771434","0.009521484375","Yes"
"21","302.1452443850834","214.00412687290125","0.0028076171875","0.005126953125","0.00048828125","2584","0.00015217783422712963","36","0.00015217783422712963","0","0.00015217783422712963","0.00015217783422712963","36:0.001588712010378135;20:0.0016601253580391662;22:0.0014912103267539223","36:68;20:68;22:68","36:0.0021831070715286893;20:0.013766782688771434;22:0.0017679214050891623","0.0028076171875","Yes"
"22","218.71706657108928","32.53725092726708","0.0059814453125","0.00830078125","0.003662109375","2584","0.0005690395648328714","36","0.0005690395648328714","0","0.0005690395648328714","0.0005690395648328714","23:0.0031056864013936647;21:0.0014912103267539223","23:68;21:68","23:0.0017766764798491652;21:0.0017679214050891623","0.0059814453125","Yes"
"23","181.386592783405","172.8629395223862","0.0262451171875","0.0380859375","0.014404296875","2584","0.0001727454382103676","36","0.0001727454382103676","0","0.0001727454382103676","0.0001727454382103676","22:0.0031056864013936647;24:0.004581085500704352;16:0.003863335231346826","22:68;24:68;16:68","22:0.0017766764798491652;24:0.004673773868224873;16:0.002025803481815025","0.0262451171875","Yes"
"24","133.07070685310865","78.22357497751267","0.0076904296875","0.01171875","0.003662109375","2584","0.0007564896915939806","36","0.0007564896915939806","0","0.0007564896915939806","0.0007564896915939806","23:0.004581085500704352;25:0.003948517061442697","23:68;25:68","23:0.004673773868224873;25:0.004764077341289974","0.0076904296875","Yes"
"25","164.88224525489449","77.17249568586605","0.0167236328125","0.026611328125","0.0068359375","2584","0.000525982017727217","36","0.000525982017727217","0","0.000525982017727217","0.000525982017727217","24:0.003948517061442697;26:0.012592692350256784;37:0.003944481307297493","24:68;26:68;37:68","24:0.004764077341289974;26:0.014841111774489935;37:0.0036417933690536253","0.0167236328125","Yes"
"26","7.486064582555959","9.854038890088333","0.0845947265625","0.092041015625","0.0771484375","2584","0.0030187570273066274","36","0.0030187570273066274","0","0.0030187570273066274","0.0030187570273066274","25:0.012592692350256784;27:0.015000162181396742","25:68;27:68","25:0.014841111774489935;27:0.012261643467151667","0.0845947265625","Yes"
"27","184.3306470214863","250.43935506526526","0.0078125","0.01708984375","0.001708984375","2584","0.00029020132962847","36","0.00029020132962847","0","0.00029020132962847","0.00029020132962847","26:0.015000162181396742;28:0.001947125241437253;17:0.0020823694678255844","26:68;28:68;17:68","26:0.012261643467151667;28:0.002178213460067552;17:0.003456731235771393","0.0078125","Yes"
"28","329.8201042032778","256.42156294147264","0.01025390625","0.014892578125","0.005615234375","2584","0.0003874496659244074","36","0.0003874496659244074","0","0.0003874496659244074","0.0003874496659244074","27:0.001947125241437253;29:0.0027258011437353846","27:68;29:68","27:0.002178213460067552;29:0.002838711832113844","0.01025390625","Yes"
"29","118.25287836237574","160.85258754706305","0.1231689453125","0.07421875","0.172119140625","2584","0.0006968347508315979","36","0.0006968347508315979","0","0.0006968347508315979","0.0006968347508315979","38:0.002323135058183018;28:0.0027258011437353846;30:0.002199343719662683","38:68;28:68;30:68","38:0.0025064747618805394;28:0.002838711832113844;30:0.0021310993515268606","0.1231689453125","Yes"
"30","166.05225551558658","93.56838680062937","0.0064697265625","0.0107421875","0.002197265625","2584","0.00048126455397225237","36","0.00048126455397225237","0","0.00048126455397225237","0.00048126455397225237","31:0.0023649509797269985;29:0.002199343719662683","31:68;29:68","31:0.0019514814690848592;29:0.0021310993515268606","0.0064697265625","Yes"
"31","123.68935849959738","55.67985993254135","0.055419921875","0.0361328125","0.07470703125","2584","0.00024383016230145323","36","0.00024383016230145323","0","0.00024383016230145323","0.00024383016230145323","30:0.0023649509797269985;32:0.0030813592309476556;18:0.0021969641112224714","30:68;32:68;18:68","30:0.0019514814690848592;32:0.0026288120080600053;18:0.0019498613417175958","0.055419921875","Yes"
"32","231.74301726757975","56.19304821816744","0.010009765625","0.01171875","0.00830078125","2584","0.0006817395868409231","36","0.0006817395868409231","0","0.0006817395868409231","0.0006817395868409231","31:0.0030813592309476556;33:0.0025355382482964706","31:68;33:68","31:0.0026288120080600053;33:0.001950882484931582","0.010009765625","Yes"
"33","128.80276737291905","130.41206571466225","0.0084228515625","0.016845703125","0","2584","0.00042141621916875994","36","0.00042141621916875994","0","0.00042141621916875994","0.00042141621916875994","39:0.0015102518396646059;32:0.0025355382482964706;34:0.0017503791749206854","39:68;32:68;34:68","32:0.001950882484931582;34:0.0016193748250321605","0.0084228515625","Yes"
"34","199.26997949326943","138.9525833511282","0.0067138671875","0.0107421875","0.002685546875","2584","0.0002406437372047778","36","0.0002406437372047778","0","0.0002406437372047778","0.0002406437372047778","33:0.0017503791749206854;35:0.0017785029709988243","33:68;35:68","33:0.0016193748250321605;35:0.0016567493519113463","0.0067138671875","Yes"
"35","434.13061179085054","460.70989725713713","0.014404296875","0.01220703125","0.0166015625","2584","0.00010210663249107647","36","0.00010210663249107647","0","0.00010210663249107647","0.00010210663249107647","19:0.0023891650730345215;34:0.0017785029709988243","19:80;34:68","19:0.002131707844916536;34:0.0016567493519113463","0.014404296875","Yes"
"36","193.3858040344845","39.16818005416088","0.0128173828125","0.021484375","0.004150390625","2584","0.004223283452204313","36","0.004223283452204313","0","0.004223283452204313","0.004223283452204313","41:0.0038772990913757688;21:0.001588712010378135","41:68;21:68","41:0.020827915082447135;21:0.0021831070715286893","0.0128173828125","Yes"
"37","131.89963792796482","23.058490860693322","0.014404296875","0.0205078125","0.00830078125","2584","0.0005892264991698078","36","0.0005892264991698078","0","0.0005892264991698078","0.0005892264991698078","45:0.005265283565027895;25:0.003944481307297493","45:68;25:68","45:0.003233710536072576;25:0.0036417933690536253","0.014404296875","Yes"
"38","109.11626416784871","132.15835997105714","0.007568359375","0.01220703125","0.0029296875","2584","0.0005240493043455101","36","0.0005240493043455101","0","0.0005240493043455101","0.0005240493043455101","29:0.002323135058183018;49:0.0024590592710715398","29:68;49:68","29:0.0025064747618805394;49:0.0023669783436114367","0.007568359375","Yes"
"39","180.11065771267437","148.80352441456375","0.0753173828125","0.138427734375","0.01220703125","2584","0.0005061242426786633","36","0.0005061242426786633","0","0.0005061242426786633","0.0005061242426786633","53:0.0017085348513072585;33:0.0015102518396646059","53:68;33:68","53:0.0020099649354057003","0.0753173828125","Yes"
"40","194.04464127819455","108.85415849751794","0.042724609375","0.077392578125","0.008056640625","2584","0.00031401426148057606","36","0.00031401426148057606","0","0.00031401426148057606","0.00031401426148057606","41:0.06748926092508697","41:68","41:0.08834465495426308","0.042724609375","Yes"
"41","189.64418242350905","35.87340202710493","0.01171875","0.020751953125","0.002685546875","2584","0.0006336603673254119","36","0.0006336603673254119","0","0.0006336603673254119","0.0006336603673254119","40:0.06748926092508697;42:0.0043021640039006825;36:0.0038772990913757688","40:68;42:68;36:68","40:0.08834465495426308;42:0.016864762966053187;36:0.020827915082447135","0.01171875","Yes"
"42","262.26360551653926","91.38634143576759","0.009521484375","0.012451171875","0.006591796875","2584","0.0005709018122435639","36","0.0005709018122435639","0","0.0005709018122435639","0.0005709018122435639","41:0.0043021640039006825;43:0.004116458314200544","41:68;43:68","41:0.016864762966053187;43:0.0035621666034545696","0.009521484375","Yes"
"43","301.29574819819663","72.63359149455127","0.0120849609375","0.02001953125","0.004150390625","2584","0.00043373904285527834","36","0.00043373904285527834","0","0.00043373904285527834","0.00043373904285527834","42:0.004116458314200544;56:0.002184897499770605;44:0.002106693329590764","42:68;56:68;44:68","42:0.0035621666034545696;56:0.002682896764446635;44:0.002086029570420256","0.0120849609375","Yes"
"44","185.87552818814825","123.1262496225301","0.006103515625","0.0048828125","0.004150390625","2584","0.0005236384121506913","36","0.0005236384121506913","0","0.0005236384121506913","0.0005236384121506913","45:0.002681638061381275;43:0.002106693329590764","45:68;43:68","45:0.003652929931158122;43:0.002086029570420256","0.006103515625","Yes"
"45","109.55259694953743","112.3564886312872","0.040283203125","0.031005859375","0.049560546875","2584","0.0005207591908037192","36","0.0005207591908037192","0","0.0005207591908037192","0.0005207591908037192","44:0.002681638061381275;46:0.0031603727404683757;37:0.005265283565027895","44:68;46:68;37:68","44:0.003652929931158122;46:0.002098125147503599;37:0.003233710536072576","0.040283203125","Yes"
"46","181.99572918511353","110.96135833463597","0.0089111328125","0.011474609375","0.00634765625","2584","0.0005761425467164593","36","0.0005761425467164593","0","0.0005761425467164593","0.0005761425467164593","45:0.0031603727404683757;47:0.001638991526713457","45:68;47:68","45:0.002098125147503599;47:0.002151129523073503","0.0089111328125","Yes"
"47","233.6362043970992","92.70671953953972","0.0101318359375","0.011962890625","0.00830078125","2584","0.00019641806564985243","36","0.00019641806564985243","0","0.00019641806564985243","0.00019641806564985243","48:0.010044842777013313;57:0.0030644086996407527;46:0.001638991526713457","48:68;57:68;46:68","48:0.008020472428860531;57:0.001971297467304345;46:0.002151129523073503","0.0101318359375","Yes"
"48","238.1091859192204","231.73625339807882","0.0584716796875","0.04931640625","0.067626953125","2584","0.002552144329059635","36","0.002552144329059635","0","0.002552144329059635","0.002552144329059635","47:0.010044842777013313;49:0.008762444418690313","47:68;49:68","47:0.008020472428860531;49:0.006750916448683197","0.0584716796875","Yes"
"49","290.50106775407903","298.710393271061","0.0086669921875","0.01416015625","0.003173828125","2584","0.000442463212833442","36","0.000442463212833442","0","0.000442463212833442","0.000442463212833442","48:0.008762444418690313;50:0.004083819107284753;38:0.0024590592710715398","48:68;50:68;38:68","48:0.006750916448683197;50:0.0021458699879687293;38:0.0023669783436114367","0.0086669921875","Yes"
"50","222.88626299008646","188.62203944981871","0.009033203125","0.011962890625","0.006103515625","2584","0.0002765707525934087","36","0.0002765707525934087","0","0.0002765707525934087","0.0002765707525934087","49:0.004083819107284753;51:0.0033765331296027323","49:68;51:68","49:0.0021458699879687293;51:0.0017801767320840545","0.009033203125","Yes"
"51","225.8078445818114","290.1257956839912","0.07275390625","0.1005859375","0.044921875","2584","0.0004233503744899403","36","0.0004233503744899403","0","0.0004233503744899403","0.0004233503744899403","50:0.0033765331296027323;52:0.0019697384655364136;58:0.0014932579153658365","50:68;52:68;58:68","50:0.0017801767320840545;52:0.0019395227951916338","0.07275390625","Yes"
"52","152.51726627564082","91.5813745797461","0.0172119140625","0.02294921875","0.011474609375","2584","0.0007982594705735739","36","0.0007982594705735739","0","0.0007982594705735739","0.0007982594705735739","51:0.0019697384655364136;53:0.0022893143513591507","51:68;53:68","51:0.0019395227951916338;53:0.0018122795646967893","0.0172119140625","Yes"
"53","325.7965426233866","318.9368357463478","0.01123046875","0.015625","0.0068359375","2584","0.00032877486381235703","36","0.00032877486381235703","0","0.00032877486381235703","0.00032877486381235703","39:0.0017085348513072585;52:0.0022893143513591507;54:0.0010716937173552987","39:68;52:68;54:68","39:0.0020099649354057003;52:0.0018122795646967893;54:0.0010935773372070245","0.01123046875","Yes"
"54","226.4138995661447","320.32852313841374","0.00732421875","0.009033203125","0.005615234375","2584","0.0002806406281904015","36","0.0002806406281904015","0","0.0002806406281904015","0.0002806406281904015","53:0.0010716937173552987;55:0.0015116498049344007","53:68;55:68","53:0.0010935773372070245;55:0.0014736729108724977","0.00732421875","Yes"
"55","225.5229075358326","70.54496889376644","0.02490234375","0.0302734375","0.01953125","2584","0.0002017385605925404","36","0.0002017385605925404","0","0.0002017385605925404","0.0002017385605925404","59:0.001766377341233638;54:0.0015116498049344007","59:68;54:68","59:0.0021486170513351777;54:0.0014736729108724977","0.02490234375","Yes"
"56","159.20985379429771","75.0695928973153","0.0120849609375","0.019775390625","0.00439453125","2584","0.00048298068139328954","36","0.00048298068139328954","0","0.00048298068139328954","0.00048298068139328954","63:0.0016691259512322532;43:0.002184897499770605","63:68;43:68","63:0.002065812855238408;43:0.002682896764446635","0.0120849609375","Yes"
"57","160.27979900479104","89.48431266206872","0.0146484375","0.019287109375","0.010009765625","2584","0.00020899579727970497","36","0.00020899579727970497","0","0.00020899579727970497","0.00020899579727970497","47:0.0030644086996407527;67:0.006036980849083079","47:68;67:68","47:0.001971297467304345;67:0.002824210258011134","0.0146484375","Yes"
"58","259.5335696626896","241.38018290514148","0.0306396484375","0.041259765625","0.02001953125","2584","0.0002263189767616053","36","0.0002263189767616053","0","0.0002263189767616053","0.0002263189767616053","71:0.001691843771305046;51:0.0014932579153658365","71:68;51:68","71:0.003587359151683428","0.0306396484375","Yes"
"59","171.6085882735533","179.11795444456888","0.0224609375","0.02099609375","0.02392578125","2584","0.0002061873357412111","36","0.0002061873357412111","0","0.0002061873357412111","0.0002061873357412111","55:0.001766377341233638;75:0.0013363516035107825","55:68;75:68","55:0.0021486170513351777;75:0.0019321324828753539","0.0224609375","Yes"
"60","163.2505366759063","148.54724954939394","0.0439453125","0.07958984375","0.00830078125","2584","0.00025572986244305545","36","0.00025572986244305545","0","0.00025572986244305545","0.00025572986244305545","61:0.012480678354118452","61:80","","0.0439453125","Yes"
"61","197.47577406567697","169.81863337601396","0.015625","0.025390625","0.01123046875","2584","0.0003878236225527605","36","0.0003878236225527605","0","0.0003878236225527605","0.0003878236225527605","76:0.004259063465134355;60:0.012480678354118452","76:68;60:80;62:68","76:0.006238428016596298","0.015625","Yes"
"62","170.45669783831485","71.21827918627116","0.0084228515625","0.011474609375","0.00537109375","2584","0.0009001838806347657","36","0.0009001838806347657","0","0.0009001838806347657","0.0009001838806347657","63:0.0022000005227973962","61:68;63:68","63:0.0017745708958421813","0.0084228515625","Yes"
"63","160.58817414202932","149.40375761085545","0.0223388671875","0.032470703125","0.01220703125","2584","0.0002378169800445586","36","0.0002378169800445586","0","0.0002378169800445586","0.0002378169800445586","56:0.0016691259512322532;62:0.0022000005227973962;64:0.013279022347019415","56:68;62:68;64:68","56:0.002065812855238408;62:0.0017745708958421813;64:0.00226800338877986","0.0223388671875","Yes"
"64","244.54679852954018","70.44922520679286","0.01513671875","0.01904296875","0.01123046875","2584","0.00041781164448812316","36","0.00041781164448812316","0","0.00041781164448812316","0.00041781164448812316","65:0.002254284005296342;63:0.013279022347019415","65:68;63:68","65:0.00201228064885578;63:0.00226800338877986","0.01513671875","Yes"
"65","111.06418396297785","56.98215791806271","0.046142578125","0.0380859375","0.05419921875","2584","0.00015921485033420225","36","0.00015921485033420225","0","0.00015921485033420225","0.00015921485033420225","64:0.002254284005296342;66:0.003085240059767208;77:0.002098016507664807","64:68;66:68;77:68","64:0.00201228064885578;66:0.0017233965849746402;77:0.002190570180426732","0.046142578125","Yes"
"66","141.98080219501102","55.465875991403294","0.0838623046875","0.118408203125","0.04931640625","2584","0.00036277723966053117","36","0.00036277723966053117","0","0.00036277723966053117","0.00036277723966053117","65:0.003085240059767208;67:0.003013457788949736","65:68;67:68","65:0.0017233965849746402;67:0.0019833079540096943","0.0838623046875","Yes"
"67","319.13803774602354","96.39465098311285","0.0159912109375","0.013671875","0.018310546875","2584","0.0011242289031115407","36","0.0011242289031115407","0","0.0011242289031115407","0.0011242289031115407","68:0.0040722064664280855;57:0.006036980849083079;66:0.003013457788949736","68:68;57:68;66:68","68:0.0034695647684664377;57:0.002824210258011134;66:0.0019833079540096943","0.0159912109375","Yes"
"68","151.34843561141008","30.43275916967404","0.0367431640625","0.032470703125","0.041015625","2584","0.00048762023391304754","36","0.00048762023391304754","0","0.00048762023391304754","0.00048762023391304754","67:0.0040722064664280855;69:0.003051680024217074","67:68;69:68","67:0.0034695647684664377;69:0.003883989559729434","0.0367431640625","Yes"
"69","160.1151136049366","85.49158409442045","0.0234375","0.02685546875","0.02001953125","2584","0.00019840418175638333","36","0.00019840418175638333","0","0.00019840418175638333","0.00019840418175638333","78:0.0024389138781393815;68:0.003051680024217074;70:0.002525046514620294","78:68;68:68;70:80","78:0.001944483566693217;68:0.003883989559729434;70:0.003021090258328918","0.0234375","Yes"
"70","189.37392546976437","22.682078315354","0.007080078125","0.01220703125","0.001953125","2584","0.00028799239383637827","36","0.00028799239383637827","0","0.00028799239383637827","0.00028799239383637827","69:0.002525046514620294;71:0.0017726681211797657","69:80;71:68","69:0.003021090258328918;71:0.0018256844018980367","0.007080078125","Yes"
"71","122.65077898020131","67.14974507727305","0.0069580078125","0.01318359375","0.000732421875","2584","0.00025663562013017064","36","0.00025663562013017064","0","0.00025663562013017064","0.00025663562013017064","72:0.0027211453974916866;58:0.001691843771305046;70:0.0017726681211797657","72:68;58:68;70:68","72:0.0024736261305555174;58:0.003587359151683428;70:0.0018256844018980367","0.0069580078125","Yes"
"72","127.63150441259859","35.79789884970621","0.0107421875","0.017822265625","0.003662109375","2584","0.0007662825288172625","36","0.0007662825288172625","0","0.0007662825288172625","0.0007662825288172625","73:0.003540635434224615;71:0.0027211453974916866","73:68;71:68","73:0.0031129330106932085;71:0.0024736261305555174","0.0107421875","Yes"
"73","236.71915239325128","154.21031257960482","0.021484375","0.02783203125","0.01513671875","2584","0.0003390971760208888","36","0.0003390971760208888","0","0.0003390971760208888","0.0003390971760208888","72:0.003540635434224615;74:0.00391275659967949;79:0.002629567069976413","72:68;74:68;79:68","72:0.0031129330106932085;74:0.0026287634289511863;79:0.002148650497529908","0.021484375","Yes"
"74","148.3335814949356","16.109511054762805","0.0223388671875","0.020751953125","0.02392578125","2584","0.00029478050125562535","36","0.00029478050125562535","0","0.00029478050125562535","0.00029478050125562535","73:0.00391275659967949;75:0.003165151120934767","73:68;75:68","73:0.0026287634289511863;75:0.002104798759853671","0.0223388671875","Yes"
"75","292.59786012086334","175.3681396265958","0.00927734375","0.010498046875","0.008056640625","2584","0.0002945995163063458","36","0.0002945995163063458","0","0.0002945995163063458","0.0002945995163063458","59:0.0013363516035107825;74:0.003165151120934767","59:68;74:68","59:0.0019321324828753539;74:0.002104798759853671","0.00927734375","Yes"
"76","84.41295649377773","42.86989752533693","0.015380859375","0.01708984375","0.013671875","2584","0.0002704052732119268","36","0.0002704052732119268","0","0.0002704052732119268","0.0002704052732119268","81:0.0026398507223533985;61:0.004259063465134355","81:68;61:68","81:0.0026223372630825026;61:0.006238428016596298","0.015380859375","Yes"
"77","201.88141742428593","117.70376023332898","0.0091552734375","0.008544921875","0.009765625","2584","0.0002686113986280112","36","0.0002686113986280112","0","0.0002686113986280112","0.0002686113986280112","85:0.004609751637487003;65:0.002098016507664807","85:68;65:68","85:0.0028167162528144885;65:0.002190570180426732","0.0091552734375","Yes"
"78","157.06734943425818","108.09857776671731","0.009521484375","0.0341796875","0.00244140625","2584","0.0001858604655129421","36","0.0001858604655129421","0","0.0001858604655129421","0.0001858604655129421","69:0.0024389138781393815;89:0.001827181138088524","69:68;89:68","69:0.001944483566693217;89:0.001729766637668384","0.009521484375","Yes"
"79","108.2870508540435","16.72671324660784","0.104248046875","0.084228515625","0.124267578125","2584","0.000546842390384104","36","0.000546842390384104","0","0.000546842390384104","0.000546842390384104","93:0.002301566405521621;73:0.002629567069976413","93:68;73:68","93:0.003104122882376742;73:0.002148650497529908","0.104248046875","Yes"
"80","176.51135185696546","47.887493754257065","0.0089111328125","0.01025390625","0.007568359375","2584","0.00048373675282772124","36","0.00048373675282772124","0","0.00048373675282772124","0.00048373675282772124","81:0.004507927386199234","81:68","81:0.0037218084032974996","0.0089111328125","Yes"
"81","222.22414443629663","233.79540880216138","0.0345458984375","0.028564453125","0.04052734375","2584","0.0005727878888814412","36","0.0005727878888814412","0","0.0005727878888814412","0.0005727878888814412","80:0.004507927386199234;82:0.11982977579103986;76:0.0026398507223533985","80:68;82:68;76:68","80:0.0037218084032974996;82:0.1054267484343237;76:0.0026223372630825026","0.0345458984375","Yes"
"82","6.655020753402817","6.440762177221647","0.3355712890625","0.388427734375","0.28271484375","2584","","36","","0","","","81:0.11982977579103986","81:68;83:68","81:0.1054267484343237","0.3355712890625","Yes"
"83","224.00283916240406","226.2822823703819","0.2301025390625","0.136962890625","0.3232421875","2584","0.0005177398822018203","36","0.0005177398822018203","0","0.0005177398822018203","0.0005177398822018203","96:0.008284406725053317;84:0.00467171938680272","96:68;82:68;84:68","96:0.00571484981756315;84:0.004016305751662619","0.2301025390625","Yes"
"84","209.21628821222","245.9183125214709","0.010009765625","0.014892578125","0.005126953125","2584","0.0004042302760882206","36","0.0004042302760882206","0","0.0004042302760882206","0.0004042302760882206","83:0.00467171938680272;85:0.0036678855204774208","83:68;85:68","83:0.004016305751662619;85:0.003009322173860851","0.010009765625","Yes"
"85","150.61239289843428","124.49859625791946","0.010498046875","0.02001953125","0.0009765625","2584","0.0002898109384232932","36","0.0002898109384232932","0","0.0002898109384232932","0.0002898109384232932","77:0.004609751637487003;86:0.0029783363571209143;84:0.0036678855204774208","77:68;86:68;84:68","77:0.0028167162528144885;86:0.009411678767364151;84:0.003009322173860851","0.010498046875","Yes"
