t,K,global_CPsi,local_CPsi,light
0,0,0.015873015873941874,0.33333333333338333,0.9999999999999962
0.3389830508474576,0.01694915254237288,0.014624350411660988,0.29145714736120176,0.932965403107591
0.6779661016949152,0.03389830508474576,0.013548442200909087,0.255540341203223,0.8678914342714118
1.0169491525423728,0.05084745762711865,0.012618619894456421,0.22467727061899218,0.8053648839226695
1.3559322033898304,0.06779661016949153,0.011812494069667952,0.19810301089728694,0.7458686485024871
1.694915254237288,0.0847457627118644,0.011111247465308834,0.1751720867795686,0.6897719685624359
2.0338983050847457,0.1016949152542373,0.010499046461066742,0.15534016967075123,0.6373283445277638
2.3728813559322033,0.11864406779661017,0.00996255238022902,0.13814838762611334,0.5886802154277481
2.711864406779661,0.13559322033898305,0.009490515145941467,0.1232099237892738,0.5438689696034137
3.0508474576271185,0.15254237288135594,0.009073435002514237,0.11019860894914413,0.5028486171869524
3.389830508474576,0.1694915254237288,0.008703280584133648,0.09883924314143347,0.46550146394335595
3.7288135593220337,0.1864406779661017,0.008373253698509754,0.0888994093090576,0.4316543211611459
4.067796610169491,0.2033898305084746,0.00807759289009604,0.08018256862469118,0.4010940902587376
4.406779661016949,0.22033898305084745,0.007811409233279918,0.07252225193063454,0.3735819029922826
4.745762711864407,0.23728813559322035,0.007570548940878787,0.06577718471285822,0.3488653246736114
5.084745762711864,0.2542372881355932,0.0073514783052335535,0.05982720401701274,0.32668840495809415
5.423728813559322,0.2711864406779661,0.007151187256191069,0.05456984471505972,0.3067995733594363
5.762711864406779,0.288135593220339,0.006967108452678159,0.04991748957291257,0.288957523453326
6.101694915254237,0.3050847457627119,0.0067970493467787,0.045794992722379316,0.2729353182411719
6.440677966101695,0.3220338983050848,0.006639135090931731,0.042137699504779524,0.2585229910473876
6.779661016949152,0.3389830508474576,0.006491760516083254,0.03888979734971615,0.2455289241945755
7.11864406779661,0.3559322033898305,0.006353549704424222,0.0360029425147211,0.23378027298485454
7.4576271186440675,0.3728813559322034,0.0062233219254606295,0.033435116280698604,0.22312267455607293
7.796610169491525,0.3898305084745763,0.00610006290743293,0.031149671716580396,0.2134194469799431
8.135593220338983,0.4067796610169492,0.005982900584818795,0.029114538533916583,0.2045504483683158
8.474576271186441,0.42372881355932207,0.0058710846028532816,0.027301558981852398,0.19641073182207747
8.813559322033898,0.4406779661016949,0.005763968976659863,0.02568593231041637,0.18890910151960308
9.152542372881356,0.45762711864406785,0.005660997399823092,0.02424574917083585,0.18196664887784783
9.491525423728813,0.4745762711864407,0.005561690778436562,0.022961600530632308,0.17551532568888767
9.830508474576272,0.4915254237288136,0.005465636634616952,0.02181624835250045,0.16949659322471974
10.169491525423728,0.5084745762711864,0.005372480080469645,0.020794347502546964,0.16386017210128265
10.508474576271187,0.5254237288135594,0.005281916111397636,0.019882210188015143,0.15856290670369205
10.847457627118644,0.5423728813559322,0.005193683007986864,0.019067605739994074,0.1535677496918229
11.186440677966102,0.5593220338983051,0.005107556669727507,0.01833958980663348,0.14884286605119443
11.525423728813559,0.576271186440678,0.005023345732558717,0.01768835805273718,0.14436085190047704
11.864406779661017,0.5932203389830509,0.004940887346488942,0.017105120310739533,0.14009806044243867
12.203389830508474,0.6101694915254238,0.004860043510029921,0.01658199182807908,0.13603402573473755
12.542372881355933,0.6271186440677967,0.004780697875457817,0.016111898833502173,0.13215097409814033
12.88135593220339,0.6440677966101696,0.004702752953451536,0.015688496121808018,0.12843341275632994
13.220338983050848,0.6610169491525424,0.0046261276578554444,0.015306094750982642,0.12486778553801717
13.559322033898304,0.6779661016949152,0.004550755141509427,0.01495959827227999,0.12144218602728751
13.898305084745763,0.6949152542372882,0.004476580882571204,0.014644446184565398,0.1181461193101186
14.23728813559322,0.711864406779661,0.004403560987778914,0.01435656352890051,0.11497030434612812
14.576271186440678,0.728813559322034,0.004331660684880398,0.014092315725843073,0.11190650992770577
14.915254237288135,0.7457627118644068,0.00426085298118235,0.013848467912736865,0.10894741812343223
15.254237288135593,0.7627118644067797,0.004191117469013351,0.0136221481666568,0.10608651000263758
15.59322033898305,0.7796610169491526,0.004122439261996639,0.013410814105001417,0.10331796927808155
15.932203389830509,0.7966101694915255,0.004054808048517313,0.013212222443580812,0.10063660026802615
16.271186440677965,0.8135593220338984,0.003988217250756455,0.013024401164414617,0.09803775725869088
16.610169491525422,0.8305084745762712,0.003922663279244769,0.012845624004834732,0.09551728294008412
16.949152542372882,0.8474576271186441,0.003858144874143588,0.012674387027988614,0.0930714540935569
17.28813559322034,0.864406779661017,0.0037946625254588456,0.012509387074243776,0.09069693313224575
17.627118644067796,0.8813559322033898,0.003732217965190398,0.012349501924825186,0.08839072444209888
17.966101694915253,0.8983050847457626,0.0036708137250645308,0.012193772034570756,0.08615013474893432
18.305084745762713,0.9152542372881357,0.0036104527540255196,0.01204138371107504,0.08397273695418986
18.64406779661017,0.9322033898305085,0.0035511380901067043,0.011891653633654433,0.0818563370470747
18.983050847457626,0.9491525423728814,0.0034928725816835353,0.011744014618315883,0.07979894382197841
19.322033898305083,0.9661016949152542,0.0034356586534497273,0.011598002544925195,0.07779874121496778
19.661016949152543,0.9830508474576272,0.003379498112765573,0.011453244370632226,0.07585406312916528
20,1,0.0033243919923138365,0.011309447159791769,0.0739633706521594
