Re	Im
-0.1999999999999985	-11.999999999999993
-0.2000000000000019	-11.99999999999998
-0.10000000000000236	-11.999999999999984
-0.1999999999999993	-10.000000000000052
-0.1999999999999993	-9.99999999999998
-0.2999999999999987	-12.000000000000036
-0.40000000000000036	-11.999999999999984
-0.30000000000000177	-10.000000000000083
-0.20000000000000165	-10.000000000000076
-0.5000000000000089	-12.000000000000059
-0.4000000000000027	-10.000000000000023
-0.29999999999999927	-9.999999999999968
-0.1999999999999996	-10.000000000000014
-0.100000000000005	-12.000000000000004
-0.16667078189295736	-11.999583360396286
-0.09999999999998904	11.999999999999742
-0.2333616474888826	-11.998333278196199
-0.30000000000000226	-11.997915674669615
-0.1666707818929594	11.999583360396095
-0.36663835251111027	-11.998333278195766
-0.23333662593797527	11.999333315570299
-0.29999999999999594	11.999249957113234
-0.43332921810705055	-11.99958336039626
-0.36666337406202804	11.999333315570405
-0.29999999999999266	-9.999999999999897
-0.30000000000000093	-9.999999999999991
-0.4333292181070387	11.999583360396086
-0.19999999999999488	-9.999999999999936
-0.3999999999999962	-10.000000000000036
-0.4000000000000009	-9.999999999999984
-0.39999999999999786	-9.999999999999904
-0.19999999999999957	-10.00000000000002
-0.20000000000000068	-10.000000000000085
-0.5000000000000004	12.000000000000068
-0.23333662593797683	-11.999333315570519
-0.26668932326741485	-11.997332612517459
-0.30000000000000016	-11.996665879416312
-0.333310676732584	-11.997332612517377
-0.36666337406202415	-11.999333315570311
-0.1999999999999965	11.999999999999964
-0.23336164748887675	11.998333278196306
-0.2666893232674128	11.997332612517464
-0.29999999999999344	11.996998951826557
-0.3333106767325796	11.99733261251759
-0.20000000000000653	-10.000000000000318
-0.36663835251111543	11.998333278196048
-0.40000000000000396	11.999999999999991
-0.2793096899337044	-9.99946764936271
-0.2007313737172271	-9.99595618454944
-0.3447941702161897	-9.997399386252024
-0.3992686262827731	-9.995956184549478
-0.3206903100663003	-9.999467649362833
-0.2552058297837971	-9.99739938625216
-0.25520582978379375	-9.997399386252134
-0.19333572264211055	-9.999871524231104
-0.19333572264212087	-9.999871524231082
-0.1933357226421154	-9.999871524231022
-0.2552058297838027	-9.997399386252033
-0.30000000000000604	-11.999249957113088
-0.30000000000000604	-11.996998951826502
-0.3000000000000007	-11.996249413879186
-0.3000000000000007	-11.999249957113172
-0.2999999999999981	-11.996998951826415
-0.20073137371723604	-9.995956184549502
-0.40666427735788124	-9.999871524231077
-0.40666427735788135	-9.999871524231132
-0.20073137371724342	-9.99595618454964
-0.19333572264210994	-9.999871524231102
-0.39926862628276627	-9.995956184549646
-0.3992686262827525	-9.995956184549463
-0.3206903100662975	-9.999467649362678
-0.27930968993368843	-9.999467649362533
-0.2793096899337009	-9.999467649362783
-0.27930968993371	-9.99946764936261
-0.32069031006629634	-9.999467649362602
-0.29999999999999893	11.999999999999822
-0.3000000000000061	11.996249413879307
-0.29999999999999893	11.997915674669606
-0.2999999999999936	11.99791567466959
-0.2999999999999917	11.996665879416284
-0.2999999999999885	11.996665879416176
-0.4066642773578933	-9.999871524230999
-0.34479417021619946	-9.99739938625216
-0.34479417021620345	-9.997399386252056
-0.34479417021620645	-9.997399386252079
-0.29999999999999005	12.000000000000002
-0.20073137371723787	-9.995956184549579
-0.3791610465845289	-9.996155879384364
-0.40666427735788224	-9.999871524230924
-0.3992686262827734	-9.995956184549732
-0.25520582978380235	-9.997399386252006
-0.22083895341547385	-9.99615587938425
-0.22083895341547094	-9.996155879384352
-0.24667474876204998	-9.99918223143363
-0.37916104658452804	-9.996155879384167
-0.320690310066286	-9.999467649362558
-0.3791610465845361	-9.996155879384268
-0.1933357226421215	9.999871524231024
-0.19333572264210552	9.999871524230896
-0.30000000000000426	-7.999999999999991
-0.28087637356466183	-9.998538582382913
-0.22083895341547147	-9.996155879384176
-0.35658822312189997	-9.997280222653826
-0.2466747487620473	-9.99918223143385
-0.2434117768780983	-9.997280222653592
-0.2434117768780907	-9.997280222653687
-0.31912362643533865	-9.998538582382894
-0.3191236264353342	-9.998538582383006
-0.4066642773578797	9.999871524231148
-0.4066642773578898	9.999871524231224
-0.24667474876203768	9.999182231433805
-0.19333572264212218	9.999871524231116
-0.19333572264211563	9.999871524231198
-0.2999999999999964	-8.000000000000178
-0.22083895341547644	-9.996155879384316
-0.24667474876205372	-9.999182231433652
-0.4066642773578836	9.99987152423114
-0.2999999999999758	-8.000000000000057
-0.30000000000001	9.998952350970464
-0.300000000000025	9.998952350970281
-0.3533252512379501	9.999182231433558
-0.3533252512379709	9.999182231433576
-0.3533252512379505	-9.99918223143354
-0.2808763735646531	-9.998538582382963
-0.37916104658453503	-9.996155879384157
-0.24341177687809196	-9.997280222653895
-0.35332525123794706	-9.99918223143388
-0.356588223121889	-9.997280222653734
-0.35658822312189375	-9.997280222653805
-0.35658822312188954	-9.99728022265373
-0.24667474876204867	9.999182231433666
-0.2999999999999847	9.998952350970452
-0.31912362643533787	-9.998538582383093
-0.3191236264353371	-9.998538582383006
-0.29999999999998117	-8.000000000000037
-0.24667474876203946	9.999182231433526
-0.3533252512379512	9.9991822314337
-0.28087637356465883	-9.998538582383151
-0.2808763735646712	-9.998538582383018
-0.35332525123795044	-9.99918223143375
-0.40666427735788613	9.999871524230933
-0.24667474876203413	9.99918223143373
-0.24341177687809015	-9.997280222653709
-0.35332525123795644	-9.999182231433766
-0.3533252512379638	9.999182231433723
-0.2007313737172343	9.995956184549629
-0.24667474876204465	-9.99918223143361
-0.24000944523587298	-9.997239298422757
-0.20073137371721694	9.99595618454941
-0.20073137371722913	9.995956184549405
-0.399999999999994	9.999999999999844
-0.30000000000000426	9.998952350970349
-0.20000000000000923	9.99999999999991
-0.1999999999999986	10.000000000000009
-0.247980339736186	-9.997226884571825
-0.2479803397361768	-9.997226884571782
-0.35999055476412917	-9.997239298422754
-0.3599905547641422	-9.997239298422963
-0.3000000000000078	-8.000000000000021
