eigvec_idx	eigenvalue_re	eigenvalue_im	pauli_string	xy_weight	coeff_abs	coeff_phase
0	-0.09999999999999976	9.452645006386985E-16	IIIX	1	0.050796695117091166	-0.2698460455279299
0	-0.09999999999999976	9.452645006386985E-16	IIIY	1	0.05079669511709129	1.3009502812669673
0	-0.09999999999999976	9.452645006386985E-16	IIXI	1	0.05079669511709119	-0.26984604552792985
0	-0.09999999999999976	9.452645006386985E-16	IIXZ	1	0.050796695117091235	-0.2698460455279321
0	-0.09999999999999976	9.452645006386985E-16	IIYI	1	0.05079669511709115	1.3009502812669664
0	-0.09999999999999976	9.452645006386985E-16	IIYZ	1	0.0507966951170913	1.3009502812669673
0	-0.09999999999999976	9.452645006386985E-16	IIZX	1	0.05079669511709128	-0.26984604552792957
0	-0.09999999999999976	9.452645006386985E-16	IIZY	1	0.05079669511709138	1.300950281266967
0	-0.09999999999999976	9.452645006386985E-16	IXII	1	0.05079669511709119	-0.2698460455279295
0	-0.09999999999999976	9.452645006386985E-16	IXIZ	1	0.05079669511709128	-0.2698460455279307
0	-0.09999999999999976	9.452645006386985E-16	IXZI	1	0.05079669511709108	-0.269846045527929
0	-0.09999999999999976	9.452645006386985E-16	IXZZ	1	0.050796695117091124	-0.2698460455279291
0	-0.09999999999999976	9.452645006386985E-16	IYII	1	0.05079669511709122	1.3009502812669662
0	-0.09999999999999976	9.452645006386985E-16	IYIZ	1	0.050796695117091284	1.3009502812669669
0	-0.09999999999999976	9.452645006386985E-16	IYZI	1	0.05079669511709105	1.3009502812669693
0	-0.09999999999999976	9.452645006386985E-16	IYZZ	1	0.05079669511709112	1.300950281266967
0	-0.09999999999999976	9.452645006386985E-16	IZIX	1	0.05079669511709123	-0.2698460455279292
0	-0.09999999999999976	9.452645006386985E-16	IZIY	1	0.050796695117091326	1.3009502812669678
0	-0.09999999999999976	9.452645006386985E-16	IZXI	1	0.05079669511709108	-0.26984604552792835
0	-0.09999999999999976	9.452645006386985E-16	IZXZ	1	0.05079669511709108	-0.2698460455279296
0	-0.09999999999999976	9.452645006386985E-16	IZYI	1	0.05079669511709115	1.3009502812669664
0	-0.09999999999999976	9.452645006386985E-16	IZYZ	1	0.0507966951170912	1.3009502812669682
0	-0.09999999999999976	9.452645006386985E-16	IZZX	1	0.05079669511709127	-0.26984604552793195
0	-0.09999999999999976	9.452645006386985E-16	IZZY	1	0.05079669511709137	1.300950281266967
0	-0.09999999999999976	9.452645006386985E-16	XIII	1	0.0507966951170913	-0.2698460455279294
0	-0.09999999999999976	9.452645006386985E-16	XIIZ	1	0.050796695117091145	-0.2698460455279286
0	-0.09999999999999976	9.452645006386985E-16	XIZI	1	0.05079669511709126	-0.26984604552792996
0	-0.09999999999999976	9.452645006386985E-16	XIZZ	1	0.05079669511709119	-0.26984604552792874
0	-0.09999999999999976	9.452645006386985E-16	XZII	1	0.05079669511709128	-0.26984604552793
0	-0.09999999999999976	9.452645006386985E-16	XZIZ	1	0.05079669511709116	-0.26984604552792774
0	-0.09999999999999976	9.452645006386985E-16	XZZI	1	0.050796695117091326	-0.2698460455279301
0	-0.09999999999999976	9.452645006386985E-16	XZZZ	1	0.050796695117091145	-0.2698460455279296
0	-0.09999999999999976	9.452645006386985E-16	YIII	1	0.050796695117091194	1.3009502812669684
0	-0.09999999999999976	9.452645006386985E-16	YIIZ	1	0.05079669511709119	1.3009502812669669
0	-0.09999999999999976	9.452645006386985E-16	YIZI	1	0.05079669511709124	1.3009502812669658
0	-0.09999999999999976	9.452645006386985E-16	YIZZ	1	0.050796695117091166	1.300950281266967
0	-0.09999999999999976	9.452645006386985E-16	YZII	1	0.05079669511709118	1.3009502812669675
0	-0.09999999999999976	9.452645006386985E-16	YZIZ	1	0.0507966951170911	1.300950281266967
0	-0.09999999999999976	9.452645006386985E-16	YZZI	1	0.05079669511709129	1.3009502812669669
0	-0.09999999999999976	9.452645006386985E-16	YZZZ	1	0.05079669511709112	1.3009502812669669
0	-0.09999999999999976	9.452645006386985E-16	ZIIX	1	0.05079669511709106	-0.2698460455279284
0	-0.09999999999999976	9.452645006386985E-16	ZIIY	1	0.050796695117091076	1.3009502812669682
0	-0.09999999999999976	9.452645006386985E-16	ZIXI	1	0.05079669511709116	-0.2698460455279296
0	-0.09999999999999976	9.452645006386985E-16	ZIXZ	1	0.05079669511709133	-0.26984604552793107
0	-0.09999999999999976	9.452645006386985E-16	ZIYI	1	0.05079669511709118	1.3009502812669662
0	-0.09999999999999976	9.452645006386985E-16	ZIYZ	1	0.050796695117091305	1.3009502812669667
0	-0.09999999999999976	9.452645006386985E-16	ZIZX	1	0.050796695117091145	-0.26984604552793007
0	-0.09999999999999976	9.452645006386985E-16	ZIZY	1	0.05079669511709122	1.300950281266968
0	-0.09999999999999976	9.452645006386985E-16	ZXII	1	0.0507966951170914	-0.26984604552792985
0	-0.09999999999999976	9.452645006386985E-16	ZXIZ	1	0.05079669511709139	-0.26984604552792996
0	-0.09999999999999976	9.452645006386985E-16	ZXZI	1	0.050796695117091256	-0.2698460455279289
0	-0.09999999999999976	9.452645006386985E-16	ZXZZ	1	0.05079669511709123	-0.2698460455279301
0	-0.09999999999999976	9.452645006386985E-16	ZYII	1	0.05079669511709128	1.3009502812669642
0	-0.09999999999999976	9.452645006386985E-16	ZYIZ	1	0.05079669511709137	1.3009502812669649
0	-0.09999999999999976	9.452645006386985E-16	ZYZI	1	0.050796695117091215	1.3009502812669655
0	-0.09999999999999976	9.452645006386985E-16	ZYZZ	1	0.050796695117091284	1.3009502812669655
0	-0.09999999999999976	9.452645006386985E-16	ZZIX	1	0.05079669511709107	-0.2698460455279301
0	-0.09999999999999976	9.452645006386985E-16	ZZIY	1	0.050796695117091145	1.3009502812669687
0	-0.09999999999999976	9.452645006386985E-16	ZZXI	1	0.050796695117091166	-0.26984604552792824
0	-0.09999999999999976	9.452645006386985E-16	ZZXZ	1	0.05079669511709125	-0.26984604552792896
0	-0.09999999999999976	9.452645006386985E-16	ZZYI	1	0.05079669511709116	1.3009502812669678
0	-0.09999999999999976	9.452645006386985E-16	ZZYZ	1	0.050796695117091256	1.300950281266968
0	-0.09999999999999976	9.452645006386985E-16	ZZZX	1	0.050796695117091235	-0.2698460455279295
0	-0.09999999999999976	9.452645006386985E-16	ZZZY	1	0.05079669511709124	1.3009502812669675
1	-0.10000000000000017	-1.3751138279352233E-15	IIIX	1	0.09220412521824295	-1.9489707968194656
1	-0.10000000000000017	-1.3751138279352233E-15	IIIY	1	0.09052071226299671	2.6715053692824213
1	-0.10000000000000017	-1.3751138279352233E-15	IIXI	1	0.09220412521824316	-1.948970796819475
1	-0.10000000000000017	-1.3751138279352233E-15	IIXZ	1	0.0321918065691422	2.304092993365511
1	-0.10000000000000017	-1.3751138279352233E-15	IIYI	1	0.09052071226299666	2.6715053692824307
1	-0.10000000000000017	-1.3751138279352233E-15	IIYZ	1	0.03851035312886111	0.6715865263490581
1	-0.10000000000000017	-1.3751138279352233E-15	IIZX	1	0.03219180656914229	2.3040929933655123
1	-0.10000000000000017	-1.3751138279352233E-15	IIZY	1	0.03851035312886106	0.6715865263490601
1	-0.10000000000000017	-1.3751138279352233E-15	IXII	1	0.09220412521824314	-1.9489707968194758
1	-0.10000000000000017	-1.3751138279352233E-15	IXIZ	1	0.03219180656914293	2.304092993365529
1	-0.10000000000000017	-1.3751138279352233E-15	IXZI	1	0.03219180656914322	2.3040929933655416
1	-0.10000000000000017	-1.3751138279352233E-15	IXZZ	1	0.09511499360680409	-1.988560811198629
1	-0.10000000000000017	-1.3751138279352233E-15	IYII	1	0.09052071226299671	2.6715053692824293
1	-0.10000000000000017	-1.3751138279352233E-15	IYIZ	1	0.0385103531288604	0.6715865263490484
1	-0.10000000000000017	-1.3751138279352233E-15	IYZI	1	0.03851035312886018	0.6715865263490375
1	-0.10000000000000017	-1.3751138279352233E-15	IYZZ	1	0.08742931795235101	2.7113865425142927
1	-0.10000000000000017	-1.3751138279352233E-15	IZIX	1	0.03219180656914303	2.304092993365524
1	-0.10000000000000017	-1.3751138279352233E-15	IZIY	1	0.03851035312886046	0.6715865263490493
1	-0.10000000000000017	-1.3751138279352233E-15	IZXI	1	0.032191806569143305	2.30409299336554
1	-0.10000000000000017	-1.3751138279352233E-15	IZXZ	1	0.09511499360680371	-1.9885608111986217
1	-0.10000000000000017	-1.3751138279352233E-15	IZYI	1	0.03851035312886018	0.6715865263490395
1	-0.10000000000000017	-1.3751138279352233E-15	IZYZ	1	0.08742931795235098	2.711386542514282
1	-0.10000000000000017	-1.3751138279352233E-15	IZZX	1	0.09511499360680359	-1.9885608111986257
1	-0.10000000000000017	-1.3751138279352233E-15	IZZY	1	0.08742931795235126	2.711386542514287
1	-0.10000000000000017	-1.3751138279352233E-15	XIII	1	0.09220412521824335	-1.9489707968194663
1	-0.10000000000000017	-1.3751138279352233E-15	XIIZ	1	0.032191806569142604	2.3040929933655274
1	-0.10000000000000017	-1.3751138279352233E-15	XIZI	1	0.032191806569142924	2.304092993365526
1	-0.10000000000000017	-1.3751138279352233E-15	XIZZ	1	0.09511499360680406	-1.9885608111986308
1	-0.10000000000000017	-1.3751138279352233E-15	XZII	1	0.03219180656914212	2.3040929933655145
1	-0.10000000000000017	-1.3751138279352233E-15	XZIZ	1	0.09511499360680407	-1.9885608111986222
1	-0.10000000000000017	-1.3751138279352233E-15	XZZI	1	0.0951149936068039	-1.9885608111986264
1	-0.10000000000000017	-1.3751138279352233E-15	XZZZ	1	0.034565673111956886	2.4262183918870406
1	-0.10000000000000017	-1.3751138279352233E-15	YIII	1	0.09052071226299693	2.671505369282419
1	-0.10000000000000017	-1.3751138279352233E-15	YIIZ	1	0.0385103531288608	0.6715865263490515
1	-0.10000000000000017	-1.3751138279352233E-15	YIZI	1	0.03851035312886047	0.6715865263490494
1	-0.10000000000000017	-1.3751138279352233E-15	YIZZ	1	0.08742931795235116	2.7113865425142913
1	-0.10000000000000017	-1.3751138279352233E-15	YZII	1	0.03851035312886114	0.6715865263490585
1	-0.10000000000000017	-1.3751138279352233E-15	YZIZ	1	0.08742931795235119	2.7113865425142816
1	-0.10000000000000017	-1.3751138279352233E-15	YZZI	1	0.08742931795235134	2.7113865425142842
1	-0.10000000000000017	-1.3751138279352233E-15	YZZZ	1	0.03691039054241867	0.5541644305967351
1	-0.10000000000000017	-1.3751138279352233E-15	ZIIX	1	0.03219180656914252	2.3040929933655248
1	-0.10000000000000017	-1.3751138279352233E-15	ZIIY	1	0.038510353128860905	0.6715865263490506
1	-0.10000000000000017	-1.3751138279352233E-15	ZIXI	1	0.03219180656914301	2.3040929933655265
1	-0.10000000000000017	-1.3751138279352233E-15	ZIXZ	1	0.09511499360680369	-1.9885608111986166
1	-0.10000000000000017	-1.3751138279352233E-15	ZIYI	1	0.03851035312886032	0.6715865263490474
1	-0.10000000000000017	-1.3751138279352233E-15	ZIYZ	1	0.08742931795235144	2.7113865425142762
1	-0.10000000000000017	-1.3751138279352233E-15	ZIZX	1	0.09511499360680381	-1.988560811198621
1	-0.10000000000000017	-1.3751138279352233E-15	ZIZY	1	0.08742931795235105	2.7113865425142825
1	-0.10000000000000017	-1.3751138279352233E-15	ZXII	1	0.03219180656914215	2.304092993365512
1	-0.10000000000000017	-1.3751138279352233E-15	ZXIZ	1	0.09511499360680369	-1.9885608111986177
1	-0.10000000000000017	-1.3751138279352233E-15	ZXZI	1	0.09511499360680402	-1.9885608111986213
1	-0.10000000000000017	-1.3751138279352233E-15	ZXZZ	1	0.03456567311195621	2.4262183918870304
1	-0.10000000000000017	-1.3751138279352233E-15	ZYII	1	0.03851035312886101	0.6715865263490614
1	-0.10000000000000017	-1.3751138279352233E-15	ZYIZ	1	0.08742931795235143	2.7113865425142762
1	-0.10000000000000017	-1.3751138279352233E-15	ZYZI	1	0.08742931795235119	2.7113865425142807
1	-0.10000000000000017	-1.3751138279352233E-15	ZYZZ	1	0.03691039054241941	0.5541644305967512
1	-0.10000000000000017	-1.3751138279352233E-15	ZZIX	1	0.09511499360680387	-1.9885608111986293
1	-0.10000000000000017	-1.3751138279352233E-15	ZZIY	1	0.08742931795235097	2.711386542514291
1	-0.10000000000000017	-1.3751138279352233E-15	ZZXI	1	0.09511499360680387	-1.9885608111986304
1	-0.10000000000000017	-1.3751138279352233E-15	ZZXZ	1	0.034565673111955963	2.4262183918870313
1	-0.10000000000000017	-1.3751138279352233E-15	ZZYI	1	0.0874293179523509	2.711386542514291
1	-0.10000000000000017	-1.3751138279352233E-15	ZZYZ	1	0.0369103905424194	0.5541644305967509
1	-0.10000000000000017	-1.3751138279352233E-15	ZZZX	1	0.03456567311195682	2.4262183918870424
1	-0.10000000000000017	-1.3751138279352233E-15	ZZZY	1	0.03691039054241886	0.5541644305967321
2	-0.09999999999999976	1.3600232051658168E-15	IIIX	1	0.027647176728039756	1.7783024839698058
2	-0.09999999999999976	1.3600232051658168E-15	IIIY	1	0.17942687487362083	-2.9091549989151324
2	-0.09999999999999976	1.3600232051658168E-15	IIXI	1	0.027647176728040727	1.7783024839698593
