eigvec_idx	eigenvalue_re	eigenvalue_im	pauli_string	xy_weight	coeff_abs	coeff_phase
0	-0.10000000000000006	-2.260072659573312E-16	IIX	1	0.1248488122588837	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	IIY	1	0.1248488122588837	-0.0012117010014392378
0	-0.10000000000000006	-2.260072659573312E-16	IXI	1	0.12484881225888372	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	IXZ	1	0.12484881225888372	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	IYI	1	0.12484881225888372	-0.0012117010014390847
0	-0.10000000000000006	-2.260072659573312E-16	IYZ	1	0.12484881225888372	-0.0012117010014390847
0	-0.10000000000000006	-2.260072659573312E-16	IZX	1	0.1248488122588837	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	IZY	1	0.1248488122588837	-0.0012117010014392378
0	-0.10000000000000006	-2.260072659573312E-16	XII	1	0.12484881225888367	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	XIZ	1	0.12484881225888367	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	XZI	1	0.12484881225888367	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	XZZ	1	0.12484881225888367	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	YII	1	0.12484881225888367	-0.00121170100143905
0	-0.10000000000000006	-2.260072659573312E-16	YIZ	1	0.12484881225888367	-0.00121170100143905
0	-0.10000000000000006	-2.260072659573312E-16	YZI	1	0.12484881225888367	-0.00121170100143905
0	-0.10000000000000006	-2.260072659573312E-16	YZZ	1	0.12484881225888367	-0.00121170100143905
0	-0.10000000000000006	-2.260072659573312E-16	ZIX	1	0.1248488122588837	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	ZIY	1	0.1248488122588837	-0.0012117010014392378
0	-0.10000000000000006	-2.260072659573312E-16	ZXI	1	0.12484881225888372	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	ZXZ	1	0.12484881225888372	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	ZYI	1	0.12484881225888372	-0.0012117010014390847
0	-0.10000000000000006	-2.260072659573312E-16	ZYZ	1	0.12484881225888372	-0.0012117010014390847
0	-0.10000000000000006	-2.260072659573312E-16	ZZX	1	0.1248488122588837	-1.5720080277963357
0	-0.10000000000000006	-2.260072659573312E-16	ZZY	1	0.1248488122588837	-0.0012117010014392378
1	-0.09999999999999998	1.9177924880598008E-16	IIX	1	0.20405873303188768	-0.4761278507404071
1	-0.09999999999999998	1.9177924880598008E-16	IIY	1	0.1862953552030244	1.3318149842333395
1	-0.09999999999999998	1.9177924880598008E-16	IXI	1	0.20405873303188785	-0.4761278507404086
1	-0.09999999999999998	1.9177924880598008E-16	IXZ	1	0.02393385524190869	-1.7274183579724918
1	-0.09999999999999998	1.9177924880598008E-16	IYI	1	0.18629535520302454	1.3318149842333347
