Re	Im
-0.20000000000000095	-12.472135954999603
-0.20000000000000012	-12.472135954999573
-0.1999999999999993	-12.472135954999597
-0.3000000000000043	-12.472135954999672
-0.19999999999999968	-12.472135954999553
-0.3000000000000025	-12.472135954999683
-0.19999999999999996	-8.000000000000048
-0.22000389575462254	-12.471120535903381
-0.2799961042453791	-12.471120535903262
-0.22000389575462032	-12.471120535903271
-0.27999610424537913	-12.471120535903172
-0.24000194505928363	-12.470613014064183
-0.20000000000000195	-7.999999999999923
-0.20000000000000367	12.47213595499959
-0.24000194505927805	-12.470613014064131
-0.25999805494072253	-12.47061301406417
-0.2599980549407143	-12.470613014064188
-0.3000000000000009	-8
-0.1999999999999904	12.472135954999676
-0.2999999999999982	12.472135954999688
-0.22000389575461973	12.471120535903248
-0.22000389575460283	12.471120535903287
-0.2599980549407166	12.470613014064027
-0.24000194505927877	12.470613014064089
-0.24000194505927858	12.470613014064078
-0.2599980549407282	12.470613014064114
-0.2799961042453858	12.47112053590327
-0.16666037767753808	-9.707288283419574
-0.2799961042453781	12.471120535903259
-0.3333396223224618	-9.707288283419674
-0.27339594841007203	-9.706720490416796
-0.10000000000000231	-7.236067977499756
-0.10000000000000797	-7.236067977499801
-6.793994424669799E-16	-5.237779660326563E-15
-0.22660405158993302	-9.706720490416885
-0.2200190478109926	-9.706298157637287
-0.22001904781099818	-9.70629815763738
-0.21993557566041733	-8.00039831706081
-0.40000000000000335	-7.236067977499773
-0.20000000000000018	-7.236067977499843
-0.19999999999999718	-7.236067977499825
-0.20000000000000576	-7.236067977499876
-0.19999999999999782	-7.2360679774998635
-0.30000000000000066	-7.236067977499816
-0.30000000000000193	-7.236067977499879
-0.2799809521890022	-9.70629815763737
-0.2799809521889982	-9.706298157637315
-0.22221651752027408	-9.707822500897944
-0.2777834824797272	-9.70782250089791
-0.25780943857084665	-9.704603347714398
-0.26007165007219113	-9.704659914438716
-0.24219056142914477	-9.704603347714418
-0.23992834992779954	-9.70465991443873
-0.23992834992779988	-9.704659914438682
-0.26007165007220107	-9.704659914438764
-0.23992834992779954	-9.704659914438707
-0.2599980549407203	-12.470613014064115
-0.2400019450592801	-12.470613014064108
-0.25999805494072514	-12.470613014064057
-0.2400019450592783	-12.470613014063979
-0.40000000000000124	-7.236067977499744
-0.2999999999999974	12.472135954999509
-0.2800644243395771	-8.0003983170609
-0.09999999999999598	-7.236067977499866
-0.0999999999999921	7.23606797749981
-0.2999999999999922	12.472135954999555
-0.2599980549407185	12.470613014064043
-0.29999999999999855	12.47213595499953
-0.23996770889855404	-8.00060255318853
-0.27999610424537835	12.471120535903173
-0.10000000000000794	-7.236067977499743
-0.2800182023902008	-7.234034591970568
-0.2799961042453729	12.47112053590334
-0.2600322911014372	-8.000602553188589
-0.16001705058780794	-7.235020797602542
-0.2199817976098093	-7.234034591970604
-0.24000194505927475	12.470613014064075
-0.16001705058780438	-7.235020797602579
-0.24000194505927938	12.470613014064062
-0.2599980549407293	12.470613014064245
-0.22000852900217926	7.234496731108181
-0.22000389575462614	12.471120535903296
-0.22000389575462637	12.471120535903303
-0.1999999999999869	12.4721359549996
-0.21998179760979905	-7.234034591970558
-0.20000000000001172	12.472135954999647
-0.16001705058782134	7.235020797602523
-0.16666037767754224	9.707288283419599
-0.2799914709978263	7.23449673110823
-0.16001705058781784	7.235020797602558
-0.3399829494121875	-7.235020797602542
-0.27778348247974033	-9.707822500897901
-0.3333396223224635	9.707288283419663
-0.2733959484100675	9.70672049041681
-0.27778348247973594	9.707822500897928
-0.2578094385708496	9.70460334771443
-0.2600716500722214	-9.704659914438722
-0.2222165175202478	-9.707822500897862
-0.2421905614291275	-9.704603347714439
-0.2578094385708553	-9.704603347714414
-0.24008698862076017	8.945003368361093
-0.23997586465990953	8.942274983201086
-0.26007165007220756	9.704659914438764
-0.24219056142913958	9.704603347714407
-0.33998294941218304	-7.235020797602542
-0.2399283499278003	9.704659914438682
-0.27998095218899655	9.706298157637393
-0.23992834992778977	9.7046599144387
-0.24008698862077332	-8.945003368361142
-0.23997586465992227	-8.942274983201118
-0.2222165175202524	9.707822500897954
-0.2799809521889974	9.706298157637349
