Re	Im
-0.1999999999999993	-15.99999999999999
-0.20000000000000007	-10.000000000000004
-0.20000000000000057	-16.000000000000025
-0.2000000000000013	-16.000000000000057
-0.19999999999999746	-16.000000000000043
-0.3000000000000013	-16.00000000000011
-0.19999999999999896	-15.999999999999886
-0.30000000000000304	-16.000000000000014
-0.19999999999999812	-15.999999999999957
-0.30000000000000177	-15.999999999999956
-0.2000000000000015	-15.999999999999982
-0.300000000000002	-15.999999999999972
-0.20000000000000207	-15.999999999999986
-0.3000000000000063	-15.999999999999991
-0.09999999999999643	-9.99999999999999
-0.20000000000000248	-9.999999999999945
-0.19999999999999904	-15.999999999999938
-0.20000000000000195	-10.000000000000034
-0.19999999999999574	-10
-0.22000214035992552	-15.99923995944622
-0.19999999999999393	-16.000000000000025
-0.09999999999999461	-10.000000000000005
-0.3999999999999998	-10.00000000000005
-0.29999999999999777	-10
-0.29999999999999805	-10.000000000000023
-0.3000000000000007	-10.000000000000014
-0.27999785964007945	-15.999239959446333
-0.10000000000000522	-10.000000000000075
-0.10000000000000214	-10.000000000000025
-0.2200021403599398	-15.999239959446289
-0.2799978596400907	-15.9992399594462
-0.22000214035992086	-15.99923995944622
-0.4000000000000057	-10.000000000000021
-0.40000000000000735	-10.00000000000001
-0.22000214035992882	-15.999239959446273
-0.27999785964008006	-15.999239959446315
-0.20000000000000107	-10.000000000000016
-0.1999999999999968	-10.000000000000053
-0.200000000000002	-9.999999999999972
-0.29999999999999954	-10.000000000000005
-0.39999999999999825	-10.00000000000004
-0.27999785964007956	-15.999239959446184
-0.22000214035991716	-15.999239959446417
-0.2400010695539782	-15.998859995968733
-0.2799978596400763	-15.999239959446264
-0.20000000000000423	-10.000000000000048
-0.25999893044602046	-15.998859995968807
-0.2400010695539818	-15.998859995968756
-0.2599989304460132	-15.998859995968601
-0.33999423972361464	-9.999440030408874
-0.09999999999999068	9.999999999999957
-0.09999999999999588	9.999999999999922
-0.10000000000000077	-10.00000000000005
-0.1600057602763926	-9.99944003040899
-0.10000000000000298	-10.000000000000009
-0.16000576027638935	9.999440030408902
-0.33999423972362686	-9.999440030408845
-0.2200189011896026	-9.998159502344153
-0.16000576027637514	-9.999440030408858
-0.2200189011895941	-9.998159502344121
-0.27998109881039623	-9.998159502344164
-0.2799810988103968	-9.9981595023441
-0.16000576027638863	9.999440030408913
-0.09999999999998167	-9.99999999999996
-0.22000288061249768	9.999159946894796
-0.22000288061249051	9.999159946894832
-0.22000288061250245	9.999159946894794
-0.16000576027638594	-9.99944003040891
-0.16000576027639088	9.999440030408959
-0.10000000000000937	9.99999999999991
-0.22001890118958745	-9.998159502344139
-0.22001890118959122	-9.99815950234412
-0.2599989304460246	15.99885999596869
-0.25999893044602773	15.998859995968711
-0.40000000000000563	10.00000000000004
-0.4000000000000164	10.000000000000037
-0.16000576027637603	9.999440030408925
-0.2799978596400905	15.999239959446276
-0.3399942397236065	9.999440030408879
-0.33999423972361686	9.999440030408874
-0.2400010695539751	15.99885999596881
-0.2400010695539736	15.99885999596879
-0.27999711938751176	9.999159946894798
-0.2799978596400796	15.999239959446266
-0.22000214035991472	15.999239959446154
-0.33999423972361953	9.999440030408916
-0.19999999999999343	16.000000000000142
-0.2400010695539722	15.998859995968798
-0.30000000000002025	16.00000000000007
-0.3000000000000044	15.999999999999956
-0.30000000000000115	16.000000000000053
-0.27999711938749616	9.999159946894729
-0.22000214035991444	15.999239959446346
-0.27999711938751304	9.99915994689484
-0.2799971193875074	9.999159946894874
-0.200000000000011	15.999999999999915
-0.19999999999999618	15.999999999999975
-0.22000214035992308	15.999239959446337
-0.22000214035991938	15.99923995944626
-0.20000000000000073	16.00000000000021
-0.199999999999999	16.000000000000103
-0.27999785964008844	15.999239959446152
-0.24000106955397743	-15.998859995968793
-0.2400010695539745	-15.998859995968724
-0.25999893044602196	-15.998859995968743
-0.2400010695539726	-15.998859995968738
-0.25999893044601663	-15.99885999596871
-0.25999893044602396	-15.99885999596882
-0.2799978596400776	15.99923995944637
-0.25999893044603667	15.998859995968862
-0.25999893044601413	15.998859995968765
-0.24000106955396164	-15.99885999596875
-0.10000000000000135	-9.999999999999925
-0.09999999999999787	10.000000000000083
-0.2999999999999919	15.999999999999998
-0.16000576027638402	-9.999440030408918
-0.20000000000001528	16.000000000000043
-0.24000106955396738	15.998859995968697
-0.24000106955395717	15.998859995968813
-0.2400010695539834	15.998859995968719
-0.3399942397236142	-9.999440030408959
-0.33999423972360887	-9.999440030408964
-0.27998109881039923	-9.99815950234413
-0.27998109881040606	-9.998159502344095
-0.2200021403599281	15.999239959446315
-0.33999423972361065	9.99944003040885
-0.2200028806124923	-9.99915994689482
-0.4000000000000093	10.000000000000071
-0.2200028806124923	-9.999159946894766
-0.2200028806125015	-9.999159946894785
-0.220002140359917	15.999239959446182
-0.2799971193875096	-9.999159946894759
-0.2799971193874989	-9.99915994689481
-0.22000288061250448	9.99915994689485
-0.39999999999999464	9.999999999999963
-0.1999999999999953	10.000000000000025
-0.24000944523586085	-9.997239298422842
-0.25999055476413285	-9.99723929842282
-0.2200189011896055	9.998159502344189
-0.20000000000000503	10.000000000000052
-0.19999999999998855	9.999999999999972
-0.2599905547641297	-9.997239298422851
-0.24000944523585976	-9.997239298422793
-0.24000944523586304	-9.997239298422933
-0.2599905547641367	-9.997239298422818
-0.24000944523584702	-9.997239298422873
-0.2200028806124962	-9.99915994689474
-0.2599905547641448	9.997239298422823
-0.27998109881039335	9.99815950234413
-0.2400094452358615	9.997239298422771
-0.22001890118959824	9.998159502344208
-0.22001890118960094	9.998159502344249
-0.3000000000000035	10.000000000000115
-0.30000000000001137	10.000000000000046
-0.259990554764137	-9.997239298422793
-0.3000000000000006	9.999999999999968
-0.24000944523586376	9.997239298422882
