eigvec_idx	eigenvalue_re	eigenvalue_im	pauli_string	xy_weight	coeff_abs	coeff_phase
0	-0.09999999999999994	-6.938893903907228E-17	IX	1	0.2499999999999999	0
0	-0.09999999999999994	-6.938893903907228E-17	IY	1	0.2499999999999999	-1.5707963267948966
0	-0.09999999999999994	-6.938893903907228E-17	XI	1	0.25	0
0	-0.09999999999999994	-6.938893903907228E-17	XZ	1	0.25	3.141592653589793
0	-0.09999999999999994	-6.938893903907228E-17	YI	1	0.25	-1.5707963267948966
0	-0.09999999999999994	-6.938893903907228E-17	YZ	1	0.25	1.5707963267948966
0	-0.09999999999999994	-6.938893903907228E-17	ZX	1	0.2499999999999999	3.141592653589793
0	-0.09999999999999994	-6.938893903907228E-17	ZY	1	0.2499999999999999	1.5707963267948966
1	-0.09999999999999994	-6.938893903907228E-17	IX	1	0.25	0
1	-0.09999999999999994	-6.938893903907228E-17	IY	1	0.25	1.5707963267948966
1	-0.09999999999999994	-6.938893903907228E-17	XI	1	0.2499999999999999	0
1	-0.09999999999999994	-6.938893903907228E-17	XZ	1	0.2499999999999999	0
1	-0.09999999999999994	-6.938893903907228E-17	YI	1	0.2499999999999999	1.5707963267948966
1	-0.09999999999999994	-6.938893903907228E-17	YZ	1	0.2499999999999999	1.5707963267948966
1	-0.09999999999999994	-6.938893903907228E-17	ZX	1	0.25	0
1	-0.09999999999999994	-6.938893903907228E-17	ZY	1	0.25	1.5707963267948966
2	-0.10000000000000026	-2.8796409701215E-16	IX	1	0.19590290622280612	1.2309594173407747
2	-0.10000000000000026	-2.8796409701215E-16	IY	1	0.19590290622280612	-0.33983690945412187
2	-0.10000000000000026	-2.8796409701215E-16	XI	1	0.19590290622280612	1.2309594173407747
2	-0.10000000000000026	-2.8796409701215E-16	XZ	1	0.19590290622280612	1.2309594173407747
2	-0.10000000000000026	-2.8796409701215E-16	YI	1	0.19590290622280612	-0.33983690945412187
2	-0.10000000000000026	-2.8796409701215E-16	YZ	1	0.19590290622280612	-0.33983690945412187
2	-0.10000000000000026	-2.8796409701215E-16	ZX	1	0.19590290622280612	1.2309594173407747
2	-0.10000000000000026	-2.8796409701215E-16	ZY	1	0.19590290622280612	-0.33983690945412187
3	-0.10000000000000028	-3.8340784230065844E-17	IX	1	0.18246903191003913	2.105755905049219
3	-0.10000000000000028	-3.8340784230065844E-17	IY	1	0.18246903191003913	-2.6066330753354707
3	-0.10000000000000028	-3.8340784230065844E-17	XI	1	0.18246903191003921	2.105755905049219
3	-0.10000000000000028	-3.8340784230065844E-17	XZ	1	0.18246903191003921	-1.0358367485405742
3	-0.10000000000000028	-3.8340784230065844E-17	YI	1	0.18246903191003921	-2.6066330753354707
3	-0.10000000000000028	-3.8340784230065844E-17	YZ	1	0.18246903191003921	0.5349595782543224
3	-0.10000000000000028	-3.8340784230065844E-17	ZX	1	0.18246903191003913	-1.0358367485405742
3	-0.10000000000000028	-3.8340784230065844E-17	ZY	1	0.18246903191003913	0.5349595782543225
